SOS_CODE_2021,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
SOS27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS30,56,21,26,29,5,69,9,89,66,6025,90,6491,28,39,10,14,0,29,6,159,51,2148,22,2503,10,40,9,19,8,40,12,318,68,1353,12,1884,10,6,4,7,5,41,0,321,61,1103,15,1579,42,149,17,38,3,107,36,653,140,6295,71,7558,18,158,24,63,5,269,53,1250,262,3870,26,5999,103,562,84,183,40,735,139,2388,501,27954,337,33013,148,1013,110,432,73,1956,263,3210,687,16320,172,24384,420,2078,237,1182,201,3684,498,3476,721,15065,141,27698,1386,3070,362,4180,699,4375,794,3201,766,13299,126,32276,1829,1600,245,4480,811,3786,542,1727,485,4450,62,20015,4055,1822,343,5483,989,3331,592,1479,404,4717,64,23283,17062,2817,668,11964,2396,6271,1049,2100,689,5358,112,50493,15940,1547,436,8461,1842,2423,617,1054,285,2497,69,35172,12359,941,289,5575,1175,2010,351,636,235,1573,62,25219,9329,457,188,2716,722,747,193,292,66,754,15,15478,19094,1302,393,6025,1416,3922,355,1158
SOS31,28,16,0,17,5,16,4,27,12,1667,39,1831,12,20,3,7,0,14,4,72,13,774,19,931,5,7,7,0,0,14,0,103,3,424,10,575,0,3,0,0,0,14,3,79,16,425,0,541,27,42,14,20,3,36,4,249,35,2660,40,3138,9,46,8,26,0,97,5,386,66,1538,23,2201,58,159,25,81,10,257,13,986,128,13482,185,15387,84,296,27,173,28,620,37,1152,183,6383,92,9083,210,466,54,390,39,1148,77,1021,189,5174,68,8838,572,688,64,1252,126,1246,120,850,190,4443,86,9644,628,314,45,1288,119,975,75,465,127,1135,26,5201,1357,348,57,1402,155,873,112,351,115,1174,28,5970,4221,564,148,2875,388,1760,207,473,207,1124,27,11997,3598,277,120,1982,332,480,142,176,64,471,15,7653,2698,180,91,1241,266,510,80,108,70,311,23,5584,1786,80,62,610,160,112,39,48,12,121,7,3030,3171,191,121,1006,238,661,67,140
SOS32,5,7,5,0,3,4,0,15,0,312,11,367,9,5,0,0,0,4,0,13,3,137,0,169,3,0,0,0,0,3,0,26,7,89,0,138,0,0,0,0,0,4,0,19,0,108,0,140,6,12,0,3,0,7,0,64,5,559,10,670,5,8,0,11,0,27,4,84,14,292,3,457,27,29,5,17,7,53,6,157,26,2351,41,2717,35,68,10,49,3,126,9,229,35,1032,18,1608,68,93,18,96,11,213,19,186,46,786,12,1545,100,114,22,211,19,228,24,161,37,705,7,1631,107,53,13,190,24,182,24,80,23,183,0,874,226,64,13,224,30,145,24,51,19,213,6,1011,581,98,35,413,56,246,34,77,39,205,3,1793,478,57,11,257,48,61,29,29,10,76,5,1068,347,28,11,182,31,77,14,26,10,51,0,772,210,9,11,67,13,15,7,8,0,13,0,355,375,27,18,136,43,90,8,27
SOS33,209,22,18,39,0,72,3,28,20,1005,27,1444,51,22,7,28,6,21,0,45,9,530,5,719,23,17,6,16,3,19,0,70,15,243,5,411,10,10,0,10,0,13,0,51,16,263,7,368,130,79,26,74,9,61,5,175,34,1338,25,1950,47,44,5,49,3,102,10,255,52,799,6,1377,188,209,27,163,24,228,25,528,80,5428,99,6996,247,241,27,211,21,370,24,616,121,2543,42,4459,340,348,58,409,42,666,50,625,130,2164,27,4871,529,475,51,832,79,686,97,521,118,1850,46,5295,366,162,30,608,80,567,70,236,85,517,11,2734,855,237,59,779,101,451,66,226,84,616,10,3488,2151,362,98,1487,228,802,102,242,124,596,17,6209,1712,214,80,1078,157,297,77,105,42,282,9,4051,1310,128,54,645,122,273,57,83,48,206,15,2937,824,51,27,342,68,90,18,24,8,84,7,1540,1923,197,73,676,137,446,59,106
SOS37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS40,17,10,5,13,0,26,0,36,9,1992,40,2135,8,12,0,0,0,13,4,80,19,708,9,849,3,8,4,6,0,10,9,148,15,445,6,648,0,0,0,0,0,15,0,114,14,328,8,480,8,64,6,9,0,42,12,299,33,2373,30,2881,6,70,3,21,5,90,17,565,40,1461,23,2293,37,228,15,66,7,279,23,1006,104,11889,174,13825,57,488,27,173,25,748,36,1372,133,7141,74,10274,134,815,31,504,41,1463,85,1377,155,6527,65,11201,449,1227,58,1678,103,1596,153,1255,163,5697,78,12463,520,610,35,1816,104,1273,86,735,97,1968,18,7255,1268,614,51,2112,159,1089,114,550,86,1854,22,7932,5697,972,117,4477,424,1885,176,794,170,2005,30,16750,5202,525,73,2927,318,713,133,424,53,978,22,11360,3973,288,46,1757,191,604,89,259,58,509,20,7789,2733,138,35,873,122,202,35,96,15,251,8,4514,4597,386,80,1729,244,1060,86,430
SOS41,17,9,3,10,0,5,0,11,4,502,19,577,0,10,0,7,0,6,0,23,4,252,4,307,4,4,0,0,0,4,0,35,11,140,4,198,0,0,0,0,0,7,0,26,0,143,3,183,9,14,6,4,0,16,8,104,18,946,19,1145,5,20,0,5,0,28,4,179,25,592,8,869,17,87,11,42,5,93,7,418,35,5393,118,6230,39,149,16,62,12,225,21,535,65,3038,36,4196,63,252,13,171,19,432,32,560,76,2419,13,4047,180,355,21,571,29,456,67,408,68,2244,33,4433,202,151,14,516,40,352,30,200,44,533,6,2094,444,190,23,650,49,313,33,154,49,574,7,2469,1579,280,52,1295,124,487,52,199,63,509,14,4669,1318,129,23,774,110,172,53,75,17,241,6,2920,901,87,18,490,71,129,28,50,13,165,10,1973,508,34,13,192,36,40,18,22,3,58,0,924,826,67,26,348,66,205,33,67
SOS42,3,0,0,0,0,6,0,0,0,85,4,97,0,0,0,0,0,0,0,6,0,49,0,59,0,0,0,0,0,6,0,16,0,24,0,52,0,0,0,0,0,0,0,4,3,26,0,35,4,5,4,3,0,0,0,31,4,210,3,268,0,5,0,0,0,7,0,41,3,102,3,161,5,31,3,19,3,22,5,80,6,940,17,1129,9,34,3,16,0,50,8,93,12,464,13,715,26,54,7,50,5,76,5,98,14,344,3,678,49,66,4,123,4,90,9,77,16,305,10,752,22,30,5,92,3,68,8,37,9,76,0,344,81,19,3,123,9,48,5,21,12,76,3,400,232,39,10,197,12,88,21,33,9,74,0,716,177,16,5,127,21,20,11,5,6,26,0,425,115,14,5,82,16,28,5,6,0,29,4,302,69,4,5,28,3,8,4,5,4,8,0,130,72,12,4,50,6,23,3,12
SOS43,45,8,4,18,5,15,3,5,3,245,6,359,3,7,0,4,0,0,3,13,4,102,3,143,6,8,0,0,0,6,0,19,3,61,0,110,4,0,0,4,0,4,0,21,6,61,0,97,42,41,9,29,3,20,8,49,7,426,6,638,19,25,4,23,3,30,9,90,17,249,6,461,62,79,12,60,0,68,6,208,30,1700,35,2265,78,108,10,114,9,132,16,247,34,877,12,1634,116,151,18,159,16,200,19,225,34,702,10,1651,199,204,11,366,29,228,46,180,37,650,22,1980,114,74,7,277,17,169,11,103,19,195,12,986,287,126,24,365,37,148,12,77,14,209,12,1318,696,156,30,611,56,232,38,103,36,208,0,2172,558,97,21,419,36,103,27,41,15,90,3,1409,376,71,12,273,40,70,10,20,11,69,10,948,219,32,7,154,19,16,11,12,0,24,0,485,527,80,20,315,29,138,19,43
SOS47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS50,33,20,12,20,0,34,4,69,18,3884,51,4158,12,28,0,3,0,15,0,146,19,1276,18,1519,4,30,0,5,0,17,4,250,29,843,12,1200,4,7,0,4,0,14,3,189,19,626,4,872,12,99,3,18,0,52,4,478,37,3655,41,4405,15,138,4,42,4,138,16,820,65,2165,27,3444,32,351,17,88,10,433,43,1514,139,15146,166,17944,89,624,22,224,20,915,54,1962,165,8666,82,12813,174,1163,42,672,51,1872,84,1965,204,7937,76,14228,596,1542,66,2133,111,2215,147,1788,214,7041,102,15960,671,866,38,2470,133,2122,124,1021,166,2107,31,9741,1652,835,69,2961,183,1934,132,855,193,2361,30,11201,7818,1346,164,6212,568,3871,278,1223,362,2628,63,24535,8196,800,195,5287,583,1268,274,595,142,1250,30,18627,7291,488,186,3435,501,1405,174,426,131,833,39,14910,5597,289,124,1735,373,398,114,178,41,388,8,9259,12372,844,298,4287,834,2871,251,928
SOS51,12,7,5,8,0,4,3,0,7,513,17,579,3,3,0,0,0,5,0,23,0,211,3,254,0,8,0,4,0,3,0,43,0,155,3,220,0,0,0,0,0,6,0,38,3,113,0,159,7,21,5,9,0,15,4,78,6,779,14,941,0,26,0,5,4,33,3,182,11,440,14,721,21,52,4,29,3,86,5,341,38,3662,70,4314,24,124,12,37,4,170,7,406,41,1776,35,2634,71,221,13,139,8,363,14,391,63,1501,31,2808,175,300,18,445,23,375,22,358,41,1324,24,3104,168,149,21,410,36,360,30,159,37,333,3,1698,370,142,23,545,44,383,28,112,40,412,10,2121,1564,241,69,1212,120,743,78,171,75,409,20,4716,1550,136,58,1075,131,217,62,77,32,175,0,3519,1385,100,40,687,126,252,56,45,36,133,11,2871,995,44,25,314,68,74,31,16,13,37,0,1629,2140,121,72,673,188,343,52,71
SOS52,3,0,0,0,0,0,0,3,0,97,0,111,3,0,0,0,0,0,0,7,0,54,0,62,0,0,0,0,0,0,0,10,0,34,0,43,0,0,0,0,0,0,0,3,0,42,0,48,7,9,0,0,0,0,3,21,0,200,8,251,0,3,0,0,0,10,0,30,0,98,0,159,8,19,0,6,0,22,0,80,7,728,9,883,7,27,3,22,0,47,0,81,11,330,6,535,20,37,0,26,0,80,7,65,10,218,5,469,38,36,11,88,7,60,10,56,18,230,12,553,22,8,4,55,0,74,6,16,9,43,0,234,66,30,11,74,4,63,10,26,5,56,0,349,227,50,10,151,25,118,9,18,14,59,0,685,206,19,11,134,17,31,14,10,9,33,0,480,158,14,12,77,20,43,3,10,7,22,0,359,114,7,3,24,12,6,5,7,5,0,0,174,188,20,11,63,20,62,4,6
SOS53,55,17,5,19,0,12,0,5,10,301,5,433,19,5,0,3,3,3,0,17,3,151,4,222,6,4,4,5,0,11,0,17,0,90,0,142,4,0,0,4,0,7,0,14,0,68,0,106,35,38,0,27,0,24,5,75,14,429,9,663,5,16,4,18,0,31,0,97,3,190,0,362,55,81,4,45,0,57,3,154,20,1423,15,1865,98,94,10,63,4,103,12,205,25,690,7,1311,111,178,20,121,14,222,16,202,31,588,10,1515,184,179,14,239,22,199,24,206,29,526,6,1638,111,93,6,215,9,197,21,87,13,145,6,906,250,107,32,268,22,158,15,74,30,179,5,1131,602,166,34,568,65,322,37,120,59,209,7,2193,553,89,33,467,67,107,29,58,15,113,3,1536,539,60,17,312,53,118,22,36,14,72,0,1241,369,37,19,172,33,35,16,3,3,38,4,729,808,101,42,391,73,220,38,56
SOS57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS60,4,4,0,0,0,0,0,9,0,272,9,298,0,3,0,0,0,0,0,13,0,85,0,102,0,5,0,0,0,0,0,27,4,62,0,98,0,0,0,0,0,0,0,26,0,49,0,79,0,18,0,7,0,12,0,67,3,296,6,413,3,12,0,5,0,16,0,92,7,213,0,362,4,50,4,17,0,47,9,198,15,1533,32,1901,10,103,3,32,4,125,14,236,26,1033,18,1605,18,214,8,92,8,225,4,274,31,1089,10,1963,67,263,7,322,18,246,20,246,23,1079,15,2318,86,148,6,338,19,183,33,141,24,433,0,1403,241,138,6,388,25,164,21,116,28,385,9,1511,933,208,34,714,75,288,46,187,33,411,4,2920,764,105,26,502,40,127,25,104,20,172,4,1886,554,56,16,285,36,86,9,36,17,112,7,1218,422,24,8,165,27,43,11,27,4,55,3,788,818,82,22,315,39,172,14,65
SOS61,0,3,0,3,0,4,0,8,0,270,10,304,0,7,0,0,0,0,0,18,0,140,0,161,0,0,0,0,0,3,0,24,0,98,4,135,0,0,0,0,0,6,0,26,0,109,0,147,6,23,0,3,0,7,6,57,6,618,17,742,4,20,0,6,0,23,0,109,10,339,9,516,15,65,8,17,3,77,7,270,32,3618,73,4181,12,88,5,55,0,178,15,371,31,1616,26,2390,44,178,10,121,9,337,15,329,47,1231,18,2356,149,259,23,428,32,297,39,296,48,1222,34,2826,163,121,12,408,25,244,24,154,21,296,6,1471,319,134,9,427,29,215,31,104,15,279,5,1567,1199,195,31,906,98,320,44,126,48,251,3,3214,807,80,20,530,58,92,30,44,14,103,8,1783,518,44,18,315,46,74,17,31,8,84,9,1162,330,24,16,115,21,24,6,9,6,31,0,573,490,41,13,220,32,92,5,46
SOS62,0,0,3,3,0,0,0,0,0,44,0,49,0,0,0,0,0,0,0,5,0,31,0,38,0,0,0,0,0,0,0,12,0,18,0,32,0,0,0,0,0,0,0,3,0,16,0,20,0,0,0,0,0,3,0,15,3,103,4,141,5,7,0,0,0,3,0,42,3,68,0,126,3,11,0,0,0,8,6,60,9,584,17,702,7,20,4,8,3,27,0,68,5,307,8,449,13,35,0,19,0,59,5,71,11,211,0,421,25,36,4,56,9,43,7,62,0,197,0,423,23,23,3,62,3,34,4,28,5,60,0,249,42,25,3,53,0,30,3,18,5,60,3,243,131,27,8,108,16,54,6,20,4,52,0,428,99,17,10,104,16,24,3,4,5,18,0,300,73,8,3,34,9,12,4,9,0,18,0,165,40,3,3,18,5,0,4,0,0,14,0,94,67,8,0,31,6,16,0,7
SOS63,10,4,0,8,0,0,0,6,0,173,7,219,3,3,0,3,0,9,0,12,0,110,0,141,0,6,0,6,0,4,0,28,6,55,0,102,0,0,0,3,0,3,0,18,5,77,0,113,15,23,3,11,5,17,0,58,8,372,8,513,4,20,5,10,0,20,6,85,7,211,0,373,21,60,10,23,0,52,4,187,23,1578,29,1999,35,73,14,51,5,95,13,233,27,752,22,1318,54,117,10,99,8,184,15,196,32,597,5,1322,97,153,18,223,15,172,21,177,29,521,13,1441,68,77,7,207,16,155,14,110,26,157,3,833,164,76,20,257,19,142,30,69,18,177,0,969,506,154,25,476,60,188,30,103,20,168,9,1736,399,68,7,326,21,72,23,50,14,79,4,1071,305,46,16,199,31,66,9,21,9,46,3,741,197,27,4,79,18,15,7,8,0,30,0,390,285,58,21,169,30,81,10,34
SOS67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
