SUA_CODE_2021,A0_14_SEO_B_05,A0_14_SEO_05_10,A0_14_SEO_11_15,A0_14_SEO_16,A0_14_SEO_17,A0_14_SEO_18,A0_14_SEO_19,A0_14_SEO_20,A0_14_SEO_21,A0_14_SEO_YNS,A0_14_SEO_T,A0_14_UOLSE_VWW_B_05,A0_14_UOLSE_VWW_05_10,A0_14_UOLSE_VWW_11_15,A0_14_UOLSE_VWW_16,A0_14_UOLSE_VWW_17,A0_14_UOLSE_VWW_18,A0_14_UOLSE_VWW_19,A0_14_UOLSE_VWW_20,A0_14_UOLSE_VWW_21,A0_14_UOLSE_VWW_YNS,A0_14_UOLSE_VWW_T,A0_14_UOLSE_NWNAA_B_05,A0_14_UOLSE_NWNAA_05_10,A0_14_UOLSE_NWNAA_11_15,A0_14_UOLSE_NWNAA_16,A0_14_UOLSE_NWNAA_17,A0_14_UOLSE_NWNAA_18,A0_14_UOLSE_NWNAA_19,A0_14_UOLSE_NWNAA_20,A0_14_UOLSE_NWNAA_21,A0_14_UOLSE_NWNAA_YNS,A0_14_UOLSE_NWNAA_T,A0_14_UOLSE_PinE_NS_B_05,A0_14_UOLSE_PinE_NS_05_10,A0_14_UOLSE_PinE_NS_11_15,A0_14_UOLSE_PinE_NS_16,A0_14_UOLSE_PinE_NS_17,A0_14_UOLSE_PinE_NS_18,A0_14_UOLSE_PinE_NS_19,A0_14_UOLSE_PinE_NS_20,A0_14_UOLSE_PinE_NS_21,A0_14_UOLSE_PinE_NS_YNS,A0_14_UOLSE_PinE_NS_T,A0_14_UOLSE_T_B_05,A0_14_UOLSE_T_05_10,A0_14_UOLSE_T_11_15,A0_14_UOLSE_T_16,A0_14_UOLSE_T_17,A0_14_UOLSE_T_18,A0_14_UOLSE_T_19,A0_14_UOLSE_T_20,A0_14_UOLSE_T_21,A0_14_UOLSE_T_YNS,A0_14_UOLSE_T_T,A0_14_L_PinE_NS_B_05,A0_14_L_PinE_NS_05_10,A0_14_L_PinE_NS_11_15,A0_14_L_PinE_NS_16,A0_14_L_PinE_NS_17,A0_14_L_PinE_NS_18,A0_14_L_PinE_NS_19,A0_14_L_PinE_NS_20,A0_14_L_PinE_NS_21,A0_14_L_PinE_NS_YNS,A0_14_L_PinE_NS_T,A0_14_T_B_05,A0_14_T_05_10,A0_14_T_11_15,A0_14_T_16,A0_14_T_17,A0_14_T_18,A0_14_T_19,A0_14_T_20,A0_14_T_21,A0_14_T_YNS,A0_14_T_T,A15_24_SEO_B_05,A15_24_SEO_05_10,A15_24_SEO_11_15,A15_24_SEO_16,A15_24_SEO_17,A15_24_SEO_18,A15_24_SEO_19,A15_24_SEO_20,A15_24_SEO_21,A15_24_SEO_YNS,A15_24_SEO_T,A15_24_UOLSE_VWW_B_05,A15_24_UOLSE_VWW_05_10,A15_24_UOLSE_VWW_11_15,A15_24_UOLSE_VWW_16,A15_24_UOLSE_VWW_17,A15_24_UOLSE_VWW_18,A15_24_UOLSE_VWW_19,A15_24_UOLSE_VWW_20,A15_24_UOLSE_VWW_21,A15_24_UOLSE_VWW_YNS,A15_24_UOLSE_VWW_T,A15_24_UOLSE_NWNAA_B_05,A15_24_UOLSE_NWNAA_05_10,A15_24_UOLSE_NWNAA_11_15,A15_24_UOLSE_NWNAA_16,A15_24_UOLSE_NWNAA_17,A15_24_UOLSE_NWNAA_18,A15_24_UOLSE_NWNAA_19,A15_24_UOLSE_NWNAA_20,A15_24_UOLSE_NWNAA_21,A15_24_UOLSE_NWNAA_YNS,A15_24_UOLSE_NWNAA_T,A15_24_UOLSE_PinE_NS_B_05,A15_24_UOLSE_PinE_NS_05_10,A15_24_UOLSE_PinE_NS_11_15,A15_24_UOLSE_PinE_NS_16,A15_24_UOLSE_PinE_NS_17,A15_24_UOLSE_PinE_NS_18,A15_24_UOLSE_PinE_NS_19,A15_24_UOLSE_PinE_NS_20,A15_24_UOLSE_PinE_NS_21,A15_24_UOLSE_PinE_NS_YNS,A15_24_UOLSE_PinE_NS_T,A15_24_UOLSE_T_B_05,A15_24_UOLSE_T_05_10,A15_24_UOLSE_T_11_15,A15_24_UOLSE_T_16,A15_24_UOLSE_T_17,A15_24_UOLSE_T_18,A15_24_UOLSE_T_19,A15_24_UOLSE_T_20,A15_24_UOLSE_T_21,A15_24_UOLSE_T_YNS,A15_24_UOLSE_T_T,A15_24_L_PinE_NS_B_05,A15_24_L_PinE_NS_05_10,A15_24_L_PinE_NS_11_15,A15_24_L_PinE_NS_16,A15_24_L_PinE_NS_17,A15_24_L_PinE_NS_18,A15_24_L_PinE_NS_19,A15_24_L_PinE_NS_20,A15_24_L_PinE_NS_21,A15_24_L_PinE_NS_YNS,A15_24_L_PinE_NS_T,A15_24_T_B_05,A15_24_T_05_10,A15_24_T_11_15,A15_24_T_16,A15_24_T_17,A15_24_T_18,A15_24_T_19,A15_24_T_20,A15_24_T_21,A15_24_T_YNS,A15_24_T_T,A25_34_SEO_B_05,A25_34_SEO_05_10,A25_34_SEO_11_15,A25_34_SEO_16,A25_34_SEO_17,A25_34_SEO_18,A25_34_SEO_19,A25_34_SEO_20,A25_34_SEO_21,A25_34_SEO_YNS,A25_34_SEO_T,A25_34_UOLSE_VWW_B_05,A25_34_UOLSE_VWW_05_10,A25_34_UOLSE_VWW_11_15,A25_34_UOLSE_VWW_16,A25_34_UOLSE_VWW_17,A25_34_UOLSE_VWW_18,A25_34_UOLSE_VWW_19,A25_34_UOLSE_VWW_20,A25_34_UOLSE_VWW_21,A25_34_UOLSE_VWW_YNS,A25_34_UOLSE_VWW_T,A25_34_UOLSE_NWNAA_B_05,A25_34_UOLSE_NWNAA_05_10,A25_34_UOLSE_NWNAA_11_15,A25_34_UOLSE_NWNAA_16,A25_34_UOLSE_NWNAA_17,A25_34_UOLSE_NWNAA_18,A25_34_UOLSE_NWNAA_19,A25_34_UOLSE_NWNAA_20,A25_34_UOLSE_NWNAA_21,A25_34_UOLSE_NWNAA_YNS,A25_34_UOLSE_NWNAA_T,A25_34_UOLSE_PinE_NS_B_05,A25_34_UOLSE_PinE_NS_05_10,A25_34_UOLSE_PinE_NS_11_15,A25_34_UOLSE_PinE_NS_16,A25_34_UOLSE_PinE_NS_17,A25_34_UOLSE_PinE_NS_18,A25_34_UOLSE_PinE_NS_19,A25_34_UOLSE_PinE_NS_20,A25_34_UOLSE_PinE_NS_21,A25_34_UOLSE_PinE_NS_YNS,A25_34_UOLSE_PinE_NS_T,A25_34_UOLSE_T_B_05,A25_34_UOLSE_T_05_10
1010,..,211,520,147,96,79,87,63,28,54,1290,..,72,306,86,88,76,87,41,12,22,782,..,0,6,9,5,5,15,10,16,0,70,..,0,0,0,0,0,0,0,0,0,0,..,74,309,91,95,81,100,52,30,22,859,..,0,0,0,0,0,0,0,0,5,5,..,289,831,235,192,160,186,113,67,80,2153,405,711,274,28,40,29,36,17,5,36,1586,107,251,230,63,57,84,107,32,7,19,961,4,0,0,0,0,8,9,3,4,0,28,0,0,0,0,0,0,0,0,0,0,7,111,252,234,66,59,89,115,38,13,20,996,0,0,0,0,0,0,0,0,0,3,8,516,963,506,95,103,120,149,50,23,62,2594,978,386,464,120,124,69,89,53,19,51,2353,284,388,862,257,245,258,204,78,22,47,2646,6,19,39,11,15,20,25,3,3,9,146,0,0,0,0,0,0,0,0,0,0,5,285,409
1011,..,44,102,20,34,23,16,7,6,15,260,..,23,94,36,67,79,87,18,4,22,432,..,0,6,0,4,14,35,11,0,6,75,..,0,0,0,0,0,5,0,0,0,3,..,23,97,37,67,94,126,27,5,35,514,..,0,0,0,0,0,0,0,0,5,3,..,61,196,60,103,121,142,37,7,54,773,51,124,41,13,11,15,14,9,7,12,292,18,63,118,44,56,56,84,15,4,9,460,0,4,6,3,7,12,22,5,0,0,72,0,0,0,0,0,0,0,0,0,0,4,20,62,124,43,68,74,101,23,5,14,533,0,0,0,0,0,0,5,0,0,0,4,75,189,160,56,79,87,119,29,13,21,825,142,64,97,33,20,31,39,11,9,13,460,42,135,228,78,93,117,177,49,37,19,970,15,6,35,19,32,62,112,20,7,7,310,0,0,0,0,0,0,0,0,5,5,12,59,141
1012,..,3,42,12,9,15,13,11,3,6,114,..,11,50,26,27,40,34,7,0,0,192,..,0,0,0,0,3,0,3,10,0,15,..,0,0,0,0,0,0,0,0,0,0,..,11,54,26,27,42,37,7,8,3,210,..,0,0,0,0,0,0,0,0,0,0,..,16,93,39,31,52,46,18,13,11,319,8,28,27,4,0,7,3,4,4,3,83,4,25,44,15,21,19,15,4,9,9,167,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,25,44,15,21,22,18,3,12,6,177,0,0,0,0,0,0,0,0,0,0,0,14,51,72,16,24,27,19,8,19,12,262,39,32,53,9,12,10,15,8,8,13,200,37,148,430,162,181,151,80,28,22,19,1258,0,0,9,3,4,12,3,4,0,0,35,0,0,5,0,0,0,0,0,0,0,4,34,150
1013,..,0,9,0,0,4,4,0,0,5,30,..,0,3,0,0,4,6,0,0,0,17,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,3,0,0,4,10,0,0,0,16,..,0,0,0,0,0,0,0,0,0,0,..,0,7,3,0,8,17,0,0,5,49,10,3,4,0,0,0,0,0,0,0,24,5,8,4,4,3,3,5,0,0,0,31,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,8,4,4,3,8,5,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,14,11,5,3,3,5,3,0,0,0,57,19,8,9,0,6,5,3,7,0,0,53,9,11,44,9,24,18,22,9,0,0,139,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,11
1014,..,6,19,7,0,3,14,0,6,0,55,..,4,18,11,3,3,17,5,5,8,63,..,0,0,0,0,0,7,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,4,18,15,3,3,21,5,4,8,70,..,0,0,0,0,0,0,0,0,0,0,..,9,38,18,3,12,31,5,9,4,125,12,27,4,0,4,3,0,0,6,3,57,5,20,23,0,12,12,15,3,5,0,89,0,0,0,0,0,0,3,3,5,0,10,0,0,0,0,0,0,0,0,0,0,0,5,20,23,0,12,12,17,5,8,0,98,0,0,0,0,0,0,0,0,0,3,3,21,42,28,0,14,13,18,9,13,12,165,33,21,27,8,0,0,11,3,0,4,101,16,57,114,24,43,44,41,9,10,6,360,0,0,0,0,0,4,10,3,8,0,35,0,0,0,0,0,0,0,0,0,0,0,15,56
1015,..,5,5,0,3,5,0,3,0,0,21,..,3,7,0,3,5,4,3,0,0,21,..,0,0,0,0,0,0,3,0,0,7,..,0,0,0,0,0,0,0,0,0,0,..,3,7,0,3,5,6,3,0,0,24,..,0,0,0,0,0,0,0,0,0,0,..,6,14,6,7,6,6,8,4,0,48,0,7,0,0,8,0,0,0,0,0,16,0,4,5,0,0,0,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,4,13,3,0,4,0,5,0,0,0,29,8,8,9,3,3,4,4,0,0,0,43,6,17,19,9,9,13,6,4,0,0,79,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,17
1016,..,9,32,9,3,5,18,4,0,3,89,..,13,55,12,12,37,41,14,7,10,190,..,0,0,0,3,7,0,3,4,8,32,..,0,0,0,0,0,0,0,0,0,5,..,9,56,12,16,39,46,15,12,10,229,..,0,0,0,0,0,0,0,0,0,4,..,21,86,23,21,45,62,20,11,17,314,25,34,17,8,0,3,14,0,0,4,114,23,53,74,28,20,32,46,21,4,15,305,0,0,0,0,5,3,9,9,0,0,21,0,0,3,0,0,0,0,0,0,0,3,21,53,74,23,25,34,59,21,4,15,329,0,0,0,0,0,0,0,0,0,0,0,48,91,91,32,23,41,73,27,4,18,448,55,21,41,18,17,7,20,8,4,9,194,63,96,209,101,129,148,144,42,11,18,959,7,5,20,12,22,41,38,4,3,4,166,0,0,0,0,0,0,0,0,0,0,0,69,98
1017,..,3,10,0,0,0,4,0,4,0,17,..,0,4,3,0,0,0,3,0,0,14,..,0,0,0,0,3,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,4,3,0,3,0,3,0,0,14,..,0,0,0,0,0,0,0,0,0,0,..,3,10,3,0,0,3,3,6,4,35,0,11,5,0,0,0,0,0,0,0,13,5,0,6,6,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,6,6,0,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,9,9,4,11,6,3,0,0,3,0,0,14,46,15,4,10,5,0,0,0,0,0,8,39,5,3,10,4,6,3,10,0,0,0,42,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,3
1018,..,14,18,4,0,9,7,0,0,4,62,..,3,19,6,7,11,4,3,8,0,62,..,0,0,0,0,0,6,0,0,0,5,..,0,0,0,0,0,0,0,0,0,3,..,3,19,6,7,15,6,4,8,0,70,..,0,0,0,0,0,0,0,0,0,0,..,22,38,9,15,26,9,4,8,7,133,26,39,12,9,6,0,0,4,0,6,91,4,12,15,3,6,14,20,4,0,0,75,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,12,15,3,7,18,20,4,0,0,81,0,0,0,0,0,0,0,0,0,0,0,34,49,26,11,3,18,25,4,0,6,175,60,16,27,13,10,11,9,3,0,0,158,15,31,61,28,21,21,45,9,0,0,229,0,4,6,0,6,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,15,28
1019,..,0,3,0,0,0,0,0,0,6,15,..,0,0,0,0,4,5,0,0,0,10,..,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,4,0,0,0,13,..,0,0,0,0,0,0,0,0,0,0,..,0,3,3,0,4,10,0,0,6,22,11,9,4,3,0,3,0,0,0,0,26,0,0,8,6,0,3,5,0,0,0,23,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,3,5,0,0,0,26,0,0,0,0,0,0,0,0,0,13,13,9,12,12,6,0,6,5,0,0,9,61,14,9,6,9,0,0,5,0,0,0,44,4,6,20,8,5,9,14,0,0,0,65,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,6
1020,..,6,9,0,6,3,3,9,0,0,45,..,3,6,3,0,0,3,0,0,0,14,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,3,6,3,0,0,3,0,0,0,19,..,0,0,0,0,0,0,0,0,0,0,..,9,17,4,3,13,3,15,0,0,62,12,26,12,0,4,0,0,0,0,0,58,0,11,0,0,4,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,4,0,0,0,0,3,20,0,0,0,0,0,0,0,0,0,0,0,12,34,10,0,5,0,0,0,0,3,73,18,12,13,0,0,3,0,0,0,0,43,3,5,8,0,5,5,0,0,0,0,27,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11
1021,..,9,17,0,10,5,13,0,0,7,69,..,0,10,5,0,3,10,5,4,0,40,..,0,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,0,..,0,7,5,0,3,10,5,5,0,40,..,0,0,0,0,0,0,0,0,0,0,..,14,29,8,10,11,21,3,5,8,106,23,56,18,0,0,0,7,0,3,0,109,3,21,15,3,4,3,11,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,15,3,4,3,11,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,23,77,35,4,6,3,16,8,4,3,180,44,17,23,5,6,7,0,3,4,4,112,29,24,31,9,10,7,16,3,0,3,128,0,0,4,3,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,29,24
1022,..,4,8,0,0,4,4,0,0,0,22,..,0,3,7,0,0,5,5,0,0,18,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,3,7,0,0,5,5,0,0,24,..,0,0,0,0,0,0,0,0,0,0,..,4,11,7,0,7,9,9,3,0,48,7,7,3,0,0,0,0,0,0,0,22,0,4,4,5,8,3,10,0,0,4,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,8,3,10,0,0,4,35,0,0,0,0,0,0,0,0,0,0,0,7,16,8,5,9,3,10,0,0,4,60,18,0,21,6,5,10,7,3,0,0,69,3,8,31,8,15,5,17,3,5,0,94,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,8
1023,..,4,21,3,0,3,9,0,0,0,47,..,4,13,5,0,3,12,0,0,0,36,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,4,13,5,0,3,12,4,0,0,42,..,0,0,0,0,0,0,0,0,0,0,..,5,26,5,6,8,22,4,0,0,87,9,10,9,0,0,0,3,0,0,0,31,0,9,12,7,0,0,4,4,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,7,0,0,6,4,0,0,28,0,0,0,0,0,0,0,0,0,10,10,7,13,23,7,0,3,8,4,0,5,69,20,14,19,5,3,3,8,3,0,0,78,3,12,27,0,10,17,11,0,0,0,91,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,12
1024,..,15,59,8,3,9,13,16,7,4,141,..,0,11,3,5,4,8,0,0,0,37,..,0,0,0,0,0,3,3,4,0,4,..,0,0,0,0,0,0,0,0,0,0,..,0,11,3,5,4,10,4,0,0,46,..,0,0,0,0,0,0,0,0,0,0,..,13,72,11,8,17,28,27,14,6,181,25,55,29,0,0,4,5,4,0,0,112,0,7,5,3,12,12,3,6,0,0,46,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,5,8,12,12,3,3,0,0,52,0,0,0,0,0,0,0,0,0,0,0,26,62,32,8,6,10,11,10,0,0,166,42,19,36,7,11,4,9,7,9,3,140,5,21,27,14,30,34,28,5,8,3,170,0,0,10,0,3,6,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,4,21
1025,..,219,568,142,97,122,157,88,55,52,1503,..,106,492,171,167,206,218,74,35,48,1524,..,0,3,7,13,20,48,28,21,20,156,..,0,0,4,0,0,0,0,3,0,14,..,111,503,178,178,234,263,99,61,70,1685,..,0,0,0,0,0,5,0,0,0,4,..,326,1068,324,276,351,422,183,113,125,3192,516,754,323,62,49,63,63,46,23,48,1945,130,463,441,166,231,265,319,128,22,36,2199,8,0,10,8,10,21,34,12,6,8,119,0,3,0,0,0,0,0,0,0,0,3,134,468,454,172,244,294,354,139,26,40,2321,0,0,0,0,3,0,0,0,0,24,23,648,1221,775,232,292,356,415,189,45,113,4289,1192,421,688,134,149,176,199,95,32,74,3150,381,700,1420,488,573,598,551,159,44,53,4963,15,36,127,53,57,75,83,23,8,18,490,0,3,3,0,0,5,0,0,0,0,15,393,736
1026,..,17,39,8,0,11,14,4,0,0,100,..,4,34,10,13,17,39,10,3,0,132,..,0,0,0,0,4,9,4,0,0,18,..,0,0,0,0,0,0,0,0,0,0,..,3,34,10,15,16,44,14,4,0,145,..,0,0,0,0,0,0,0,0,0,0,..,26,75,19,16,29,57,18,4,0,241,34,41,20,6,5,0,9,0,0,6,127,8,22,28,8,8,8,16,4,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,22,28,8,8,8,16,4,0,0,101,0,0,0,0,0,0,0,0,0,10,10,37,62,48,16,16,12,20,7,0,15,231,73,40,33,7,3,7,10,6,4,8,180,18,48,124,46,37,48,40,7,6,7,377,0,0,0,0,5,0,0,6,0,0,21,0,0,0,0,0,0,0,0,0,0,0,18,49
1027,..,14,42,13,6,4,11,10,0,4,106,..,13,62,16,23,23,26,4,4,0,168,..,0,0,0,0,0,5,5,0,0,11,..,0,0,0,0,0,0,0,0,0,3,..,13,62,19,19,19,25,6,6,9,182,..,0,0,0,0,0,0,0,0,0,0,..,29,100,28,31,29,34,17,5,8,280,21,34,18,9,3,8,6,6,0,9,109,13,42,45,7,19,22,20,6,0,6,179,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,13,42,45,7,19,22,20,14,0,6,183,0,0,0,0,0,0,0,0,0,0,0,30,79,64,17,19,29,26,17,0,12,291,92,32,42,10,18,11,17,10,0,15,244,25,71,188,62,77,66,48,17,3,7,566,0,9,12,0,4,0,7,5,0,0,35,0,0,0,0,0,0,0,0,0,0,3,25,77
1028,..,20,76,18,28,15,21,4,8,13,193,..,5,25,7,11,10,15,8,5,9,90,..,0,0,0,0,0,0,0,3,0,12,..,0,0,0,0,0,0,0,0,0,3,..,5,27,7,16,12,16,8,10,5,102,..,0,0,0,0,0,0,0,0,0,0,..,29,101,26,37,28,38,8,10,19,297,53,70,47,8,9,4,3,7,0,3,198,15,33,40,3,7,8,9,6,0,7,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,36,39,3,7,8,14,6,0,7,126,0,0,0,0,0,0,0,0,0,0,0,69,102,83,12,20,14,18,12,0,7,325,87,41,47,12,14,17,11,3,3,12,255,15,41,97,38,60,46,51,24,3,4,389,0,0,9,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,15,42
1029,..,14,24,0,0,3,5,0,3,4,52,..,0,10,0,0,8,3,3,0,0,31,..,0,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,4,..,0,10,0,0,8,9,5,0,0,37,..,0,0,0,0,0,0,0,0,0,0,..,14,31,3,0,14,7,6,11,3,99,9,36,9,3,0,4,3,0,0,0,71,5,13,14,0,0,0,8,0,3,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,14,0,0,0,10,0,3,0,57,0,0,0,0,0,0,0,0,0,0,0,20,53,25,9,0,3,7,0,6,3,131,32,40,21,8,0,7,0,5,3,3,120,8,20,25,11,4,14,15,0,7,0,115,0,3,0,3,0,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,8,22
1030,..,3,11,0,0,4,5,0,0,0,29,..,0,0,0,0,8,3,0,0,0,11,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,8,3,4,0,0,11,..,0,0,0,0,0,0,0,0,0,0,..,3,11,4,0,9,3,9,0,0,41,6,11,13,0,0,0,0,4,0,0,37,0,3,4,9,0,0,0,5,0,0,20,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,4,9,0,0,0,5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,8,14,14,3,0,7,4,5,0,0,63,46,16,18,6,5,0,6,3,0,3,107,8,4,14,8,12,6,0,0,0,0,68,0,4,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,11,7
1031,..,3529,10231,2631,2669,2801,2788,1753,851,1227,28479,..,4042,18139,7345,6936,6696,6914,2811,963,1669,55512,..,28,273,265,424,746,1496,980,816,444,5475,..,5,26,16,29,63,129,142,89,54,565,..,4079,18443,7627,7394,7503,8534,3929,1868,2171,61552,..,8,25,17,8,14,17,24,27,138,270,..,7621,28702,10272,10072,10323,11343,5709,2745,3533,90308,9239,11906,5139,1101,1308,1719,2137,1171,414,864,35000,10806,20306,19287,8012,10674,14945,16079,5866,672,1774,108416,214,183,625,485,750,1142,1580,537,173,206,5892,19,18,17,11,24,34,31,9,4,24,191,11041,20507,19931,8507,11443,16119,17689,6410,850,2001,114496,15,32,22,8,17,42,42,8,0,359,545,20294,32441,25094,9614,12764,17876,19869,7588,1269,3227,150042,24617,8666,17857,5677,6089,6880,7178,2662,735,1578,81954,37072,43330,64526,20059,22659,25254,25882,7187,1549,3368,250881,946,3398,7228,2506,2973,3293,3692,986,291,786,26110,52,47,73,23,29,48,57,11,0,68,409,38070,46772
1032,..,10,36,5,21,6,13,5,5,7,111,..,0,40,21,34,42,51,10,0,10,213,..,0,0,0,3,8,17,0,3,4,39,..,0,0,0,0,0,0,0,0,0,0,..,0,40,24,39,55,69,11,3,14,254,..,0,0,0,0,0,0,0,0,4,4,..,12,75,33,55,60,82,19,8,20,363,9,27,22,4,6,3,0,6,0,8,85,9,14,69,19,21,19,24,16,9,3,199,0,0,0,3,3,6,6,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,9,14,69,22,26,29,35,18,9,3,224,0,0,0,0,0,0,0,0,0,0,0,17,46,87,30,34,33,29,22,10,11,314,48,25,37,20,16,5,22,8,9,11,201,25,71,203,89,114,109,124,49,19,14,820,7,8,26,23,46,53,63,9,0,7,233,0,0,0,0,0,0,0,0,0,3,7,30,73
1033,..,4,4,7,8,4,3,9,3,4,45,..,0,15,3,0,3,16,11,4,0,55,..,0,0,0,0,0,3,0,0,0,8,..,0,0,0,0,0,0,0,0,0,0,..,0,15,3,0,3,20,11,0,0,61,..,0,0,0,0,0,0,0,0,0,0,..,8,25,7,7,5,21,13,8,0,104,5,13,3,0,0,0,0,0,0,0,30,5,12,7,5,3,10,7,0,0,0,44,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,14,7,5,3,11,8,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,12,24,8,5,3,11,6,0,0,0,73,30,4,11,0,3,3,0,0,0,0,50,4,19,42,9,8,22,23,13,8,0,145,0,0,0,0,0,0,8,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,24
1034,..,8,8,0,5,3,3,4,0,5,44,..,0,4,0,0,0,0,4,0,0,15,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,4,0,0,12,..,0,0,0,0,0,0,0,0,0,0,..,14,11,0,5,7,3,7,0,9,52,11,20,0,0,0,3,0,0,0,0,35,3,0,8,3,0,4,0,5,0,0,19,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,0,4,0,5,0,0,24,0,0,0,0,0,0,0,0,0,0,0,9,23,11,3,3,5,0,0,0,0,61,27,8,18,3,5,3,7,0,0,0,73,3,10,18,6,0,4,10,3,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
1035,..,20,62,16,19,17,25,14,8,4,179,..,22,118,78,57,96,117,35,4,6,542,..,0,0,3,0,13,41,15,3,0,78,..,0,0,0,0,5,0,0,0,0,3,..,25,121,84,62,115,157,51,8,6,627,..,0,0,0,0,0,0,0,0,0,0,..,39,183,91,82,129,181,62,10,18,800,52,56,24,4,6,3,3,0,4,6,149,14,82,101,54,68,72,80,24,12,7,509,0,0,4,4,0,3,20,6,0,0,47,0,0,0,0,0,0,0,0,0,0,0,14,82,98,57,68,79,97,33,9,7,553,0,0,0,0,0,0,0,0,0,0,0,64,140,125,62,77,83,100,34,15,13,707,97,53,69,14,14,11,15,12,4,10,296,64,105,261,98,98,109,106,46,41,10,929,0,6,16,14,18,20,64,10,0,3,164,0,0,0,0,0,0,7,0,3,0,7,64,111
