SUA_CODE_2021,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
1024,147,25,5,0,0,178,38,10,4,0,0,57,39,20,0,0,0,59,78,20,13,0,0,108,94,29,5,0,0,124,272,62,16,0,0,351,307,84,12,0,0,411,533,106,16,3,0,665,298,20,3,0,0,332,226,15,5,0,0,238,136,11,0,0,0,145,135,23,5,0,0,173,2300,432,88,6,9,2837
1025,2507,192,69,6,5,2780,1022,91,25,0,0,1135,863,73,41,3,0,981,1589,136,51,4,0,1784,2303,159,84,3,4,2556,7747,609,278,10,3,8640,10791,782,325,3,8,11899,15676,739,391,9,8,16823,7691,297,128,3,5,8120,5206,210,109,7,5,5528,3098,149,107,3,8,3364,3237,194,94,8,5,3539,61723,3631,1700,54,41,67147
1026,201,10,5,0,0,216,101,0,0,0,0,104,57,8,0,0,0,64,142,11,4,0,0,160,220,10,3,0,0,240,604,42,4,0,0,651,711,32,3,0,0,752,983,15,3,0,0,999,373,8,0,0,0,383,269,4,0,0,0,268,148,7,0,0,0,155,223,11,0,0,0,235,4033,156,24,4,0,4219
1027,140,10,7,0,0,150,74,3,3,0,0,84,74,7,0,0,0,82,188,6,3,0,0,199,246,10,3,0,0,266,852,41,15,0,0,904,1175,24,0,0,0,1200,1167,7,0,0,0,1177,419,4,0,0,0,421,296,0,0,0,0,296,185,0,0,0,0,187,242,5,4,0,0,255,5054,114,41,6,0,5220
1028,212,34,16,0,5,263,84,23,4,0,0,119,67,17,15,0,0,97,125,37,13,0,0,176,191,27,21,3,0,240,475,96,70,0,0,639,768,113,54,0,0,940,1227,77,39,0,0,1352,555,19,18,0,0,590,361,17,11,0,0,385,191,8,9,0,0,207,190,20,15,0,0,224,4460,479,277,7,10,5225
1029,79,0,0,0,0,85,21,0,3,0,0,29,29,3,0,0,0,28,46,8,0,0,0,56,77,13,4,0,0,97,303,24,3,0,0,329,507,24,5,0,0,534,603,15,3,0,0,622,235,4,0,0,0,244,161,6,4,0,0,165,73,0,0,0,0,73,123,9,0,0,0,132,2267,105,20,0,0,2396
1030,137,6,3,0,0,146,62,0,0,0,0,62,49,9,0,0,0,57,72,0,3,0,0,77,141,5,3,0,0,154,333,8,8,0,0,348,398,5,0,0,0,401,463,10,8,0,0,479,182,6,0,0,0,191,119,4,0,0,0,125,63,0,0,0,0,67,121,7,0,0,0,129,2149,58,23,0,7,2228
1031,18273,3302,4856,62,27,26517,4179,772,1090,11,0,6059,3629,700,1051,9,7,5388,5796,1098,1896,15,5,8808,8034,1509,2688,25,4,12265,24140,4680,9077,61,24,37988,29095,6289,13201,86,45,48718,59415,12443,27041,167,106,99176,50744,9099,18195,100,116,78250,64212,11313,16353,108,102,92080,76664,14444,12177,139,89,103515,26031,4301,6505,60,50,36942,370215,69940,114145,828,581,555707
1032,138,12,0,0,0,150,80,0,0,0,0,80,73,7,0,0,0,82,191,9,0,0,0,200,363,13,0,0,0,376,1124,35,4,0,0,1158,1109,24,3,0,3,1144,831,4,0,0,0,836,270,3,0,0,0,275,162,4,0,0,0,163,93,0,0,0,3,101,212,5,0,0,0,215,4649,117,14,3,7,4784
1033,106,3,6,0,0,113,66,0,5,0,0,76,95,0,0,0,0,100,158,9,4,0,0,168,201,11,3,0,0,216,668,24,3,3,0,701,556,4,0,0,0,566,349,0,0,0,0,346,127,0,0,0,0,128,69,0,0,0,0,71,43,4,0,0,0,47,131,4,0,0,0,138,2566,71,27,0,0,2668
1034,113,8,3,0,0,121,52,0,0,0,0,53,34,0,0,0,0,37,62,0,0,0,0,63,97,5,3,0,0,105,256,12,0,0,0,270,255,12,0,0,0,264,314,8,5,0,0,326,177,0,0,0,0,179,113,0,0,0,0,114,66,0,0,0,0,74,95,5,0,0,0,101,1629,54,16,5,4,1705
1035,225,10,6,0,0,241,124,5,4,0,0,130,116,5,0,0,0,120,226,3,16,0,0,246,426,4,26,3,0,455,1591,20,33,0,0,1646,1516,25,19,0,0,1557,1241,5,8,0,0,1258,411,3,3,0,0,414,341,4,0,0,0,347,213,4,0,0,0,217,358,3,0,0,0,365,6770,98,117,8,5,6994
1036,1287,144,115,0,0,1544,456,53,52,4,0,562,393,67,49,8,0,511,707,95,65,3,0,874,955,127,106,4,0,1198,2931,332,376,11,0,3652,3817,534,505,5,5,4873,7183,892,625,17,8,8735,5086,437,276,15,0,5815,4460,269,176,3,0,4916,2622,126,114,4,0,2865,1777,151,153,5,0,2081,31676,3230,2610,87,23,37621
2000,4955,82,24,19,13,5088,3116,51,16,6,8,3185,3066,45,15,12,5,3137,5812,118,9,20,0,5961,7579,113,23,16,9,7745,17535,211,36,37,15,17834,15122,127,27,28,16,15321,13898,98,15,32,21,14065,5420,37,4,13,4,5482,4145,27,3,6,9,4194,3089,17,0,12,9,3135,5600,64,9,16,4,5692,89349,993,167,233,110,90859
2001,149,4,0,0,0,153,64,7,0,4,0,69,44,0,0,0,0,52,87,8,0,0,0,97,164,12,0,0,0,178,581,38,0,0,0,620,906,26,0,0,4,937,1116,19,0,0,0,1131,347,9,0,0,0,357,264,0,0,0,0,269,112,0,0,0,0,115,266,4,0,0,0,268,4111,127,0,5,3,4246
2002,75,11,0,0,0,84,56,0,0,0,0,57,51,5,0,0,0,54,121,0,0,0,0,127,183,8,3,0,0,192,461,11,0,0,0,467,364,5,0,0,0,370,222,5,0,0,0,227,53,0,0,0,0,54,40,0,0,0,0,40,32,0,0,0,0,35,86,4,0,0,0,87,1742,47,3,0,0,1799
2003,547,40,5,0,0,589,332,33,3,0,0,367,285,30,4,0,0,316,637,76,8,6,0,722,948,95,20,0,0,1059,3011,248,33,5,4,3295,3114,110,7,3,8,3241,2423,81,3,4,5,2512,748,23,0,3,4,782,533,20,0,0,0,554,336,11,3,0,0,350,661,35,3,0,0,702,13567,800,94,15,19,14492
2004,568,14,0,0,0,585,335,14,3,0,0,357,293,16,0,0,0,305,656,32,3,0,0,694,970,59,5,0,0,1028,3249,104,11,3,9,3380,3038,62,13,0,9,3120,2133,38,3,0,0,2176,629,6,0,0,0,641,448,12,0,0,0,464,287,3,0,0,0,288,690,15,0,0,0,711,13298,372,45,6,25,13746
2005,86,3,0,0,0,85,58,0,0,0,0,64,37,0,0,0,0,42,67,0,0,0,0,67,109,0,0,0,0,109,295,4,0,0,0,296,291,8,0,0,0,295,218,4,0,0,0,218,88,0,0,0,0,88,58,0,0,0,0,60,31,0,0,0,0,29,75,0,0,0,0,80,1408,22,0,0,0,1431
2006,44,3,0,0,3,54,43,3,0,0,0,49,35,0,0,0,0,36,94,3,0,0,0,98,155,3,0,0,0,161,445,4,0,0,0,457,328,0,0,0,0,329,203,0,0,0,0,199,61,0,0,0,0,61,35,0,0,0,0,35,22,0,0,0,0,27,93,0,0,0,0,92,1558,29,0,7,3,1591
2007,108,8,0,0,0,112,55,0,0,0,0,55,56,0,0,0,0,54,115,8,0,0,0,124,169,17,0,0,0,185,527,26,0,0,3,556,644,10,0,0,0,653,459,5,0,0,0,470,148,0,0,0,0,145,98,0,0,0,0,101,69,5,0,0,0,71,165,3,0,0,0,172,2610,83,0,9,4,2704
2008,1562,89,18,7,0,1674,760,38,10,0,0,812,588,37,7,0,0,639,1174,91,18,3,0,1288,1548,132,37,0,0,1719,5287,390,89,0,0,5778,6818,408,59,3,4,7295,8767,304,63,3,3,9142,3580,107,15,3,4,3710,2680,69,16,0,8,2766,1693,48,7,0,0,1750,2046,95,19,0,0,2167,36504,1818,350,20,24,38720
2009,150,3,0,0,0,154,57,0,0,0,0,60,32,4,0,0,0,35,84,0,0,0,0,84,96,8,0,0,0,101,327,13,0,0,0,343,425,30,4,0,0,460,768,23,0,0,0,791,491,3,0,0,0,493,477,7,0,0,0,482,337,4,0,0,0,343,201,4,0,0,0,201,3444,92,11,0,0,3553
2010,92,3,0,0,0,95,67,0,0,0,0,65,76,0,0,0,0,74,177,0,0,0,0,178,275,6,4,0,0,287,642,3,4,0,0,644,385,3,0,0,0,388,246,0,5,0,0,250,70,0,0,0,0,69,65,0,0,0,0,65,28,0,0,0,0,28,100,0,0,0,0,96,2208,17,13,0,3,2241
2011,24758,4037,2223,33,15,31066,7667,1249,653,11,3,9580,6652,1075,657,3,4,8388,11264,1884,1186,20,9,14363,15456,2661,2056,21,6,20208,49862,9134,8638,98,35,67758,70189,12399,11521,106,59,94272,117227,17839,13596,144,72,148874,59834,9940,5588,60,40,75465,54470,10209,4481,67,45,69265,49666,9535,3179,53,35,62464,34224,5213,2803,46,29,42304,501261,85163,56577,655,357,644011
2012,244,8,7,0,0,258,161,0,9,0,0,169,178,6,0,0,0,188,430,20,15,0,0,468,650,26,12,0,0,691,1696,44,21,0,0,1763,1154,17,0,0,0,1175,805,13,0,5,0,823,241,0,0,0,0,247,176,0,0,0,0,179,116,0,0,0,0,115,392,13,5,0,0,411,6252,158,61,6,0,6480
2013,113,8,3,0,0,122,107,12,0,0,0,122,146,4,0,0,0,148,301,3,4,0,0,309,357,11,4,0,0,371,711,22,0,0,0,733,471,0,0,0,0,472,294,3,0,0,0,296,71,0,0,0,0,71,71,0,0,0,0,70,42,0,0,0,0,41,175,0,0,0,0,180,2863,75,15,0,0,2945
2014,73,0,0,0,0,71,50,0,0,0,0,53,59,10,0,0,0,69,148,0,0,0,0,150,192,5,0,0,0,197,358,9,0,0,0,366,215,0,0,0,0,214,119,0,0,0,0,127,47,0,0,0,0,47,21,0,0,0,0,25,23,0,0,0,0,23,77,0,0,0,0,81,1383,29,3,4,4,1422
2015,81,4,0,0,0,85,44,0,0,0,0,44,64,0,0,0,0,62,117,6,4,0,0,130,182,7,3,0,0,195,443,13,6,0,0,463,337,3,0,0,0,345,249,5,0,0,0,253,67,0,0,0,0,73,48,0,0,0,0,47,35,0,0,0,0,30,104,9,3,0,0,109,1769,49,21,0,3,1842
2016,260,6,0,0,5,270,154,4,0,0,0,160,162,15,0,4,0,180,345,23,0,0,3,374,581,11,0,0,0,598,1650,38,0,0,0,1689,1225,12,0,0,0,1242,888,10,0,0,4,899,242,0,0,0,0,246,173,0,0,0,0,177,136,0,0,0,0,136,350,10,0,0,0,363,6163,135,3,13,7,6331
2017,44,3,0,0,0,51,29,0,0,0,0,28,34,0,0,0,0,38,88,7,0,0,0,90,146,8,5,0,0,152,352,6,3,0,0,361,243,3,0,0,0,248,170,0,0,0,0,167,48,0,0,0,0,48,29,0,0,0,0,30,19,0,0,0,0,20,78,0,3,0,0,75,1267,22,13,3,0,1305
2018,277,5,9,0,0,296,180,7,8,0,0,193,178,3,5,0,0,191,431,11,16,5,0,460,586,9,20,0,0,613,1392,21,22,0,4,1433,959,14,3,0,0,981,638,3,5,0,0,648,219,0,0,0,0,219,156,0,0,0,0,157,102,0,0,0,0,104,369,9,6,0,0,381,5488,89,91,4,6,5678
2019,104,5,0,0,0,106,64,4,0,0,0,64,59,0,0,0,0,63,134,11,0,0,0,144,234,23,0,0,0,259,607,23,0,0,0,624,504,10,0,0,0,511,324,0,0,0,0,324,84,0,0,0,0,84,66,0,0,0,0,66,45,3,0,0,0,48,148,4,0,0,0,153,2376,81,0,0,0,2453
2020,214,6,3,0,0,227,110,5,0,0,0,112,103,3,0,0,0,106,196,10,0,0,0,209,306,18,16,0,0,340,1011,44,19,0,0,1079,1398,16,8,0,0,1428,1321,11,5,0,5,1337,466,0,0,0,0,464,307,3,0,0,0,313,204,0,0,0,0,204,374,10,4,0,0,389,6007,125,72,3,9,6211
2021,181,11,4,0,0,200,89,7,5,0,0,103,83,7,0,0,0,92,193,21,6,0,0,217,299,32,12,3,0,348,1017,60,19,9,0,1101,987,30,8,0,0,1028,713,17,3,3,0,732,203,5,0,0,0,210,155,0,0,0,0,154,101,0,0,0,0,106,226,9,4,0,0,248,4240,199,63,20,4,4530
3000,4394,65,21,46,43,4573,2309,40,14,13,5,2383,2406,51,11,16,5,2491,4587,60,33,40,5,4728,6015,75,33,32,18,6181,15191,179,50,69,18,15518,13726,119,43,39,18,13956,12902,100,20,54,32,13113,4656,36,9,32,9,4738,3340,30,8,16,10,3401,2404,19,13,36,32,2498,5083,57,20,43,33,5232,77011,837,264,444,238,78798
3001,39,0,3,0,4,45,22,3,7,0,0,30,22,4,7,0,0,31,28,4,15,0,0,54,39,4,16,0,0,64,179,17,29,3,0,231,253,16,25,0,0,298,345,5,16,3,0,373,118,6,4,0,0,124,89,4,0,0,6,103,51,0,5,0,0,58,96,9,10,0,4,113,1281,84,135,11,14,1517
3002,11272,705,852,8,3,12836,3978,353,260,0,0,4582,3341,384,323,3,4,4058,6108,795,637,16,5,7557,9271,1281,1079,11,9,11650,32787,4463,4211,17,35,41513,48270,4645,4886,19,39,57859,67947,3703,4294,28,41,76013,33583,1253,1548,10,12,36412,27094,804,1186,9,22,29113,18603,459,976,5,18,20058,15374,942,933,15,13,17273,277611,19782,21188,140,208,318924
3003,353,14,9,0,0,376,201,15,8,0,0,223,196,3,8,0,0,206,431,15,14,7,0,464,765,17,22,0,0,813,2074,34,29,3,5,2147,1588,15,14,3,0,1619,1018,6,10,0,0,1041,300,3,0,0,0,311,191,0,3,0,0,201,125,0,0,0,0,128,448,8,6,0,0,454,7680,144,131,18,9,7979
3004,688,44,69,0,0,813,241,24,58,0,0,320,248,48,75,0,7,376,534,111,183,6,0,831,813,113,235,0,4,1164,3026,254,363,7,6,3650,4080,128,204,0,8,4411,3854,68,120,0,7,4054,1288,16,38,0,0,1340,929,8,23,0,0,960,533,9,21,0,4,572,958,46,85,0,4,1089,17188,868,1472,15,33,19580
3005,45,0,3,0,0,49,32,0,0,0,0,36,22,3,3,0,0,31,57,5,5,0,0,65,93,13,0,0,0,107,328,8,0,0,0,348,333,11,0,0,0,344,363,10,3,0,0,375,129,0,0,0,0,136,97,0,0,0,0,97,49,0,0,0,0,52,87,3,0,0,0,93,1642,54,23,3,7,1737
3006,219,3,11,0,0,234,101,3,10,0,0,118,95,6,4,0,0,106,227,15,17,0,0,258,395,19,14,0,0,423,1091,19,17,0,0,1123,1175,29,17,0,0,1220,1233,24,12,0,0,1269,424,11,3,0,0,440,297,5,4,0,0,313,152,0,0,0,0,150,322,8,3,6,0,331,5726,146,107,0,4,5988
3007,2599,608,495,9,6,3717,908,321,184,0,0,1411,696,251,138,0,0,1099,1297,505,317,3,0,2130,1795,804,605,8,10,3214,5373,2973,1793,17,19,10181,8646,3589,1900,9,27,14165,17069,2925,1688,11,23,21717,9384,895,554,6,8,10845,7434,651,485,0,8,8585,4870,391,349,3,8,5616,4314,911,579,8,14,5830,64380,14822,9091,89,132,88513
