SUA_CODE_2021,M_Singapore_0_4,M_Singapore_5_14,M_Singapore_15_24,M_Singapore_25_44,M_Singapore_45_54,M_Singapore_55_64,M_Singapore_65_74,M_Singapore_75_84,M_Singapore_85ov,M_Singapore_Tot,M_South_Africa_0_4,M_South_Africa_5_14,M_South_Africa_15_24,M_South_Africa_25_44,M_South_Africa_45_54,M_South_Africa_55_64,M_South_Africa_65_74,M_South_Africa_75_84,M_South_Africa_85ov,M_South_Africa_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Brazil_0_4,F_Brazil_5_14,F_Brazil_15_24,F_Brazil_25_44,F_Brazil_45_54,F_Brazil_55_64,F_Brazil_65_74,F_Brazil_75_84,F_Brazil_85ov,F_Brazil_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot
4005,0,0,0,0,0,0,0,0,0,0,0,3,0,4,7,4,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,5,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,4,0,6,18,9,10,8,5,4,71,24,67,67,164,98,90,58,45,21,635,479,1100,899,1955,1059,1074,904,495,178,8136,0,0,0,0,0,0,0,0,0,0,433,899,795,1659,872,875,748,394,203,6873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,5
4006,0,0,0,0,0,0,0,0,0,0,0,4,0,9,13,0,0,4,0,27,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,14,7,9,5,7,7,52,20,47,47,106,57,55,45,44,17,434,377,846,874,1474,871,930,761,503,178,6807,0,0,0,0,0,0,0,0,0,0,344,705,774,1310,785,773,710,467,197,6071,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
4007,0,0,0,0,0,5,0,0,0,8,0,3,0,10,7,10,7,4,0,40,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,9,3,5,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,9,0,8,7,9,15,10,0,55,0,0,0,0,3,3,4,0,0,8,0,0,0,4,6,5,13,7,0,29,0,0,0,4,5,0,0,3,0,13,0,0,6,17,17,24,40,42,18,160,16,38,37,74,70,112,119,105,55,630,454,1217,967,1886,1332,1921,2928,2125,637,13471,0,0,0,0,0,0,0,0,0,0,395,1063,859,1702,1104,1713,2439,1396,559,11227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,3,5,3,0,19
4008,0,0,0,4,6,0,0,0,0,0,3,8,10,10,23,9,5,4,0,72,0,0,0,6,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,8,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,11,5,3,3,25,0,5,0,9,3,0,0,0,0,18,3,6,3,17,18,42,41,29,11,163,41,91,81,173,108,106,65,40,17,728,599,1349,1277,2529,1492,1529,1052,601,195,10617,0,0,0,0,0,0,0,0,0,0,515,1163,1021,2044,1114,876,612,418,112,7863,0,3,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7
5000,0,8,15,24,36,16,21,7,0,126,12,67,103,369,267,193,106,48,6,1169,4,3,4,64,16,10,7,5,0,117,0,4,0,75,0,0,0,0,0,78,4,35,37,41,15,3,0,0,0,134,0,0,0,8,0,4,0,3,0,21,4,22,20,87,73,93,69,32,6,398,0,7,16,112,72,45,10,4,0,268,0,0,6,31,38,65,61,21,7,236,0,3,16,112,94,93,65,16,0,407,17,44,139,966,301,351,306,170,35,2326,725,1822,1895,6242,3406,3010,2011,954,261,20337,8008,18007,14995,37880,21290,21931,17536,7829,1899,149382,5,4,12,44,10,4,0,0,0,69,6690,14429,10341,22577,12465,12783,9933,4388,1550,95156,0,0,0,5,0,0,0,0,0,17,0,0,0,10,5,3,4,3,0,18,0,5,0,46,15,9,3,0,0,71,0,0,0,27,0,3,0,0,0,39,0,15,11,136,42,50,33,11,0,305
5001,0,0,0,0,6,0,0,4,0,13,0,16,20,50,50,30,19,12,7,196,0,0,6,6,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,9,0,21,27,9,0,0,0,0,0,56,0,0,0,7,0,0,0,0,0,8,0,0,9,3,0,13,12,13,3,52,0,0,4,8,6,3,0,0,0,25,0,0,0,0,0,4,8,3,3,32,0,0,4,13,11,10,14,3,0,46,0,14,28,66,27,26,36,29,12,230,26,88,80,226,118,148,132,77,50,932,899,2208,1975,3815,2067,2247,2155,1229,481,17081,0,0,0,0,0,0,0,0,0,0,812,1930,1536,2867,1730,1732,1566,878,404,13460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,6,18,6,9,3,0,0,63
5002,0,0,0,0,0,0,0,0,0,10,0,0,3,18,10,11,4,0,0,43,0,0,0,11,3,0,0,0,0,14,0,0,0,7,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,10,0,0,0,0,5,0,0,0,0,3,0,0,0,9,3,4,0,0,0,26,0,3,0,3,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,11,0,0,3,7,4,6,0,0,0,18,0,0,6,71,14,10,8,0,0,119,70,160,116,298,162,124,59,16,6,1013,552,1211,743,2180,1048,783,438,118,33,7108,0,0,0,0,0,0,0,0,0,0,442,970,626,1693,660,507,249,81,19,5241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,3,0,0,0,20
5003,0,7,4,9,6,13,9,0,0,54,3,56,123,185,154,118,43,22,5,715,0,3,3,14,5,4,0,0,0,32,0,0,0,45,0,0,0,0,0,53,0,11,8,7,3,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,4,6,15,15,15,21,8,0,94,0,0,3,12,10,7,9,0,0,37,0,0,5,10,10,15,18,3,0,59,0,13,21,51,56,52,34,5,3,228,6,39,27,147,77,83,67,34,10,487,80,207,192,629,328,307,216,112,77,2146,2369,5513,4345,9551,4853,4657,3798,1919,588,37589,0,0,0,4,0,0,0,0,0,4,2080,4571,3555,6999,3595,3376,2796,1460,593,29031,0,0,5,14,3,0,0,0,0,24,0,0,0,4,0,0,0,0,0,3,0,0,3,18,0,0,0,0,0,22,0,0,0,3,0,0,0,0,0,8,0,0,5,29,10,14,4,0,3,66
5004,0,0,0,3,3,0,0,0,0,16,0,17,18,59,57,35,35,8,7,231,0,7,0,10,7,0,0,0,0,24,0,0,0,8,0,0,0,0,0,8,0,3,3,4,0,0,0,0,0,19,0,0,0,3,0,0,0,0,0,6,0,14,7,14,6,12,17,8,0,76,0,3,3,9,9,0,0,0,0,29,0,0,0,13,3,8,17,3,0,46,0,0,0,10,10,9,8,0,0,42,0,13,9,51,47,39,45,38,15,257,41,108,81,372,215,174,147,114,43,1292,1005,2860,1927,4251,2639,2512,2666,1448,404,19696,0,0,5,7,5,0,0,0,0,16,971,2437,1493,3299,2080,1945,1925,941,430,15526,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,18,4,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,34,17,6,5,0,0,66
5005,0,0,0,0,5,0,0,0,0,4,0,4,4,22,11,11,3,3,0,67,0,4,0,0,8,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,4,0,0,7,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,4,0,0,0,6,3,0,0,0,0,17,0,4,0,5,10,3,3,9,0,39,31,98,81,146,109,87,78,64,11,701,349,830,701,1313,803,822,652,414,103,5987,0,0,0,0,0,0,0,0,0,0,296,669,515,986,570,548,474,309,125,4499,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,6,0,0,0,0,0,6,0,0,0,10,0,4,0,0,0,18
5006,0,0,0,4,0,0,0,0,0,17,0,22,33,77,52,36,12,3,0,231,0,0,0,4,7,0,0,0,0,16,0,0,0,4,0,0,0,0,0,8,0,12,8,3,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,4,0,14,7,11,12,5,0,45,0,0,0,17,4,3,10,3,0,42,0,0,6,5,9,4,0,0,0,26,0,5,6,14,12,8,8,0,0,52,0,8,15,56,38,38,20,26,3,209,86,239,205,506,267,237,141,107,34,1805,1155,2781,2276,4578,2540,2516,1860,992,349,19039,0,0,0,0,0,0,0,0,0,0,1027,2276,1870,3499,1948,1803,1440,746,312,14923,0,0,0,9,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,11,0,0,0,4,0,0,0,0,0,6,6,4,0,13,3,8,0,0,0,37
5007,0,0,0,3,3,3,0,0,0,14,4,21,40,85,57,28,7,4,0,249,0,0,0,19,6,0,4,0,0,24,0,0,0,10,0,0,0,0,0,10,0,12,8,11,0,0,0,0,0,34,0,0,0,5,0,0,0,0,0,4,0,3,0,10,4,5,3,0,0,20,0,0,6,6,4,0,0,0,0,19,0,0,0,0,4,4,0,0,0,10,0,11,16,64,32,27,3,0,0,167,10,24,22,126,59,30,18,12,4,303,93,212,169,457,212,211,121,50,15,1534,1154,2195,1893,4694,2059,1866,980,354,60,15265,0,0,0,3,0,0,0,0,0,7,971,1601,1200,2552,1124,897,508,217,90,9159,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,3,0,15,0,0,0,0,0,27,0,0,4,3,0,0,0,0,0,13,0,0,0,7,3,8,0,0,0,19
5008,0,3,0,5,0,0,0,0,0,16,0,6,11,45,29,15,3,0,0,111,0,0,0,8,9,5,0,0,0,23,0,0,0,11,0,0,0,0,0,15,0,9,12,5,0,0,0,0,0,28,0,0,0,3,0,0,0,0,0,3,0,3,0,6,3,0,0,0,0,15,0,0,0,10,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,10,0,0,3,14,6,4,0,0,0,28,0,10,5,77,24,20,7,4,0,148,109,212,163,562,201,131,38,5,0,1425,815,1517,992,3337,1266,787,222,41,5,8976,0,0,0,4,0,0,0,0,0,4,616,1167,580,1840,635,280,87,19,0,5221,0,0,0,4,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,9,0,0,0,15,3,0,0,0,0,19
5009,44,480,814,2125,1148,1017,893,336,86,6943,86,1031,2691,6059,4001,2749,1481,565,119,18763,21,252,483,1852,778,430,382,188,49,4439,20,65,58,803,96,46,55,11,0,1155,38,487,635,769,164,61,47,8,3,2223,7,36,44,302,152,118,51,27,6,736,117,470,550,1220,580,635,493,204,44,4319,46,329,528,2111,1636,1479,843,241,101,7304,9,92,206,711,548,562,490,320,89,3018,4,156,622,1728,1139,914,414,138,37,5162,235,2419,3663,14108,5545,4768,3554,2113,601,37002,2118,4680,5384,18137,7671,6058,4031,2857,1638,52577,66247,138442,129112,298135,134098,115557,89720,47690,15710,1034714,10,146,370,1185,309,167,83,35,0,2304,58707,108941,86491,157764,70302,59233,49016,25646,11621,627711,5,120,102,774,137,67,54,11,0,1270,0,8,24,523,254,390,206,75,28,1513,16,94,113,1824,244,106,57,24,4,2485,7,43,47,367,156,117,74,14,10,838,35,162,239,1240,496,420,241,84,35,2956
5010,0,5,0,3,3,0,6,0,0,23,0,3,10,32,30,13,0,0,0,97,0,3,0,18,4,4,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,3,0,0,0,13,0,0,0,0,0,5,0,0,0,9,0,0,0,3,0,3,0,0,0,9,0,0,3,5,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,4,0,0,7,12,26,14,0,0,0,65,0,10,7,46,28,35,12,0,0,140,67,144,139,499,186,175,39,7,0,1265,705,1196,833,2952,1087,933,242,57,10,8028,0,0,0,0,0,0,0,0,0,0,608,955,541,1654,473,353,111,22,9,4724,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,11
6000,0,5,0,0,6,9,11,0,0,30,0,11,21,54,56,53,47,15,3,253,0,3,6,42,0,5,0,0,0,62,0,5,0,15,3,0,0,0,0,27,5,8,5,10,4,4,0,0,0,30,0,0,0,3,4,4,3,0,0,12,0,15,12,61,36,59,72,40,4,299,0,5,0,14,0,0,0,0,0,20,0,0,0,12,10,27,26,14,6,98,0,0,0,9,15,11,13,7,0,57,8,18,34,222,96,143,195,123,27,863,248,603,540,1345,892,1156,1177,554,184,6698,4092,9551,8326,17011,10696,13826,12818,5825,1364,83513,0,0,5,0,0,0,0,0,0,3,3547,8317,6697,14337,8956,10754,8515,3752,1256,66134,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,5,0,8,0,0,0,11,0,0,3,0,0,22,0,0,0,4,0,0,0,0,0,7,0,3,10,46,24,35,33,8,0,154
6001,0,0,0,0,0,3,0,3,0,5,0,0,6,9,10,6,0,3,0,32,0,0,8,9,11,3,0,0,0,39,0,0,0,4,0,0,0,0,0,4,0,5,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,9,5,0,0,40,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,5,3,0,16,0,0,0,6,4,6,0,0,0,12,0,7,11,35,21,18,16,25,11,141,31,68,80,153,114,111,96,84,32,770,775,1710,1552,3025,1629,1802,1561,959,285,13293,0,0,0,0,0,0,0,0,0,0,706,1540,1456,2813,1518,1635,1358,823,370,12227,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,18
6002,0,0,0,0,0,0,0,0,0,3,0,0,0,12,9,5,8,5,0,42,0,3,0,21,3,0,0,0,0,37,0,0,0,38,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12,4,3,5,0,29,0,7,0,14,3,0,3,0,0,18,0,0,0,0,0,5,4,4,0,16,0,0,0,0,5,0,0,4,0,4,6,0,16,59,18,23,20,16,8,166,25,72,56,184,103,122,128,98,37,833,821,1891,1766,3636,1894,1920,1882,1137,336,15277,0,0,0,0,0,0,0,0,0,0,757,1749,1552,3125,1796,1804,1689,971,414,13851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,3,0,0,19
6003,0,14,28,52,20,17,11,0,0,148,0,34,55,185,96,56,58,36,9,523,0,14,27,337,30,10,9,8,0,442,4,9,8,140,5,7,0,0,0,165,0,30,33,57,11,4,5,0,0,137,0,0,0,10,7,3,0,0,0,29,13,46,32,133,68,78,72,27,7,477,0,28,66,298,22,14,8,0,0,443,0,3,5,11,18,30,24,26,6,125,0,6,14,29,25,14,9,0,3,99,17,147,162,841,264,254,214,161,61,2128,186,492,493,1325,574,588,550,408,167,4783,6073,13430,13246,32948,12932,12637,11020,6057,2003,110339,0,0,7,20,11,0,5,0,0,54,5360,11368,10520,21655,11250,11101,9545,5333,2305,88434,0,8,16,148,5,0,0,0,0,177,0,0,0,11,5,7,8,0,3,27,0,3,4,170,5,0,0,0,0,188,0,0,0,24,4,0,0,0,0,32,0,7,12,99,60,40,40,14,0,265
6004,0,8,11,31,5,4,0,0,0,63,0,3,13,46,29,26,16,4,4,136,3,9,14,90,15,8,0,0,0,138,0,6,0,35,0,0,0,0,0,45,0,9,3,13,5,0,0,0,0,28,0,0,0,6,4,3,0,0,0,9,3,10,9,31,25,15,13,3,3,112,0,10,18,64,6,3,0,0,0,105,0,0,0,4,3,8,12,12,3,33,0,0,5,6,0,4,0,0,0,27,11,57,55,340,138,91,88,62,24,868,80,170,304,593,229,247,241,200,80,2137,2436,5538,5668,12166,5332,5103,4352,2659,874,44118,0,6,16,47,15,9,4,0,0,88,2242,4700,4566,8977,4895,4628,3993,2375,1152,37538,0,0,8,32,0,0,0,0,0,43,0,0,0,5,3,0,0,0,0,6,0,0,0,18,4,0,4,0,0,28,0,0,0,6,0,0,0,0,0,7,0,5,9,35,17,18,0,10,0,95
6005,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,3,0,0,0,15,0,0,0,9,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,4,5,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,36,6,6,10,12,9,73,10,40,49,99,66,63,78,61,20,478,335,880,778,1466,850,1074,1020,604,205,7214,0,0,0,0,0,0,0,0,0,0,319,743,704,1337,854,1043,894,527,232,6652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,4,0,0,0,18
7000,0,0,0,5,6,5,0,0,0,9,0,0,9,27,17,19,14,0,0,89,0,0,0,29,4,7,4,0,0,47,0,0,0,7,0,0,0,0,0,12,0,7,6,20,3,0,0,0,0,47,0,0,0,0,5,0,0,0,0,5,0,4,3,19,3,3,14,3,0,47,3,0,17,36,21,28,11,0,0,116,0,0,0,4,3,4,0,0,0,12,0,3,0,24,14,17,9,0,0,71,9,3,26,207,68,40,41,22,4,421,214,409,543,1511,726,660,371,118,10,4562,2944,6396,6143,12448,5248,4308,2464,724,99,40773,0,0,0,0,0,0,0,0,0,0,2428,5411,5026,9811,3983,2976,1462,398,78,31573,0,0,0,7,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,3,0,3,0,11,4,0,0,0,0,10,0,0,0,12,3,7,0,0,0,29,0,0,3,21,5,6,6,0,0,43
7001,0,0,0,0,3,0,0,0,0,7,0,5,14,30,21,4,5,3,0,77,0,5,3,42,11,9,0,0,0,71,0,0,3,22,0,0,0,0,0,28,0,0,3,7,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,4,15,50,23,176,47,54,11,4,0,380,0,0,6,16,8,9,0,0,0,36,0,0,0,3,0,7,0,0,0,16,0,0,18,29,20,10,0,0,0,81,6,22,36,170,87,43,29,13,0,399,46,83,84,304,108,115,66,18,8,835,986,1815,1396,4186,1548,1482,855,273,56,12598,0,0,0,4,0,0,0,0,0,4,800,1401,1075,2666,1124,1016,572,211,88,8962,0,0,0,16,0,0,0,0,0,17,0,0,0,4,0,0,0,0,0,4,0,0,0,14,0,0,0,0,0,18,0,0,0,5,0,0,0,0,0,4,0,0,0,19,3,0,3,0,0,35
7002,0,16,0,34,12,15,14,4,0,99,5,37,47,128,56,33,11,9,0,326,5,43,37,318,64,33,26,19,3,550,5,16,0,95,4,3,0,0,0,127,4,28,51,82,26,22,0,0,0,208,0,0,0,3,5,9,0,0,0,24,6,17,14,67,32,27,14,10,4,193,6,44,53,184,47,46,29,7,0,411,0,0,7,26,7,0,10,0,5,52,0,12,22,79,34,20,3,0,0,173,20,172,171,699,358,295,228,132,41,2120,287,666,682,1985,779,569,357,129,46,5494,4520,8574,8101,21961,8255,6508,4251,1645,349,64159,0,0,0,7,0,0,0,0,0,6,3861,6522,5004,11774,4673,3715,2206,778,179,38723,0,14,39,162,16,7,6,3,0,250,0,0,0,9,5,6,3,0,0,20,0,5,3,79,3,3,0,0,0,95,0,10,7,50,18,11,10,5,0,111,3,0,0,65,20,10,17,7,0,125
8000,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,3,6,0,6,0,0,0,19,7,3,14,35,18,21,20,0,0,118,52,91,130,255,135,105,82,25,5,869,0,0,0,0,0,0,0,0,0,0,31,78,124,151,84,73,35,11,3,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
8001,5,62,82,187,107,54,39,13,3,554,3,90,189,360,264,139,97,40,7,1194,8,71,134,661,279,234,189,71,15,1652,0,18,24,196,30,18,12,3,0,302,9,57,111,238,49,31,16,5,0,522,0,5,16,78,41,19,14,4,0,176,56,220,256,543,231,178,127,71,11,1699,12,57,136,575,341,358,187,47,28,1733,0,4,10,47,43,52,52,36,15,258,0,9,35,153,84,52,18,9,0,351,65,559,703,3230,1271,1046,807,552,204,8433,414,908,1496,3285,1051,943,713,495,224,9527,14881,31306,32623,78547,30379,24194,17998,9408,3084,242424,0,20,36,141,44,29,14,3,0,292,13228,25117,24128,46962,20538,16310,12347,6470,2566,167663,4,48,84,639,129,77,26,11,0,1004,0,0,3,62,37,47,36,26,13,228,0,15,15,232,55,17,16,5,5,348,3,9,32,103,46,32,29,9,3,267,8,45,50,295,167,120,68,26,11,789
9000,0,0,0,4,4,8,14,0,0,32,0,0,0,0,6,0,0,0,0,11,0,0,0,13,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,8,0,0,0,4,6,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,6,0,0,16,75,14,3,3,5,0,115,14,43,24,110,61,56,54,23,0,385,132,313,196,665,347,382,322,120,31,2520,0,0,0,0,0,0,0,0,0,0,86,219,157,292,155,194,132,60,20,1319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
