UCL_CODE_2021,P_OthServ_0,P_OthServ_1_19,P_OthServ_20_29,P_OthServ_30_34,P_OthServ_35_39,P_OthServ_40_44,P_OthServ_45_49,P_OthServ_50_over,P_OthServ_hours_NS,P_OthServ_Tot,P_ID_NS_0,P_ID_NS_1_19,P_ID_NS_20_29,P_ID_NS_30_34,P_ID_NS_35_39,P_ID_NS_40_44,P_ID_NS_45_49,P_ID_NS_50_over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_19,P_Tot_20_29,P_Tot_30_34,P_Tot_35_39,P_Tot_40_44,P_Tot_45_49,P_Tot_50_over,P_Tot_hours_NS,P_Tot_Tot
UCL121128,3,5,0,5,3,4,3,0,0,38,0,0,5,0,7,3,0,9,3,29,34,87,54,37,100,107,31,70,6,529
UCL122001,0,0,0,3,5,4,0,0,0,7,3,0,0,0,3,0,0,0,0,5,15,23,14,8,30,24,7,11,0,131
UCL122002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,18,12,0,14,16,3,14,4,86
UCL122003,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,12,27,34,24,10,39,51,16,34,0,230
UCL122004,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,22,16,3,8,13,11,11,0,87
UCL122005,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,4,3,11,9,13,9,21,3,17,5,93
UCL122006,0,4,0,0,0,6,0,0,0,3,0,0,0,0,5,0,0,0,0,9,4,17,11,5,16,16,0,10,3,86
UCL122007,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,0,0,0,8,13,29,17,9,23,13,9,8,9,130
UCL122008,0,0,0,0,0,5,0,3,0,6,0,0,0,0,0,4,0,5,0,3,4,14,12,14,25,30,5,30,0,138
UCL122009,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,3,0,0,4,13,10,17,10,10,34,23,8,22,4,137
UCL122010,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,9,24,23,14,49,33,11,10,0,171
UCL122011,0,0,5,0,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,24,29,18,10,48,49,14,15,4,209
UCL122012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,12,9,12,17,29,4,16,0,105
UCL122013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,5,0,9,6,7,5,6,47
UCL122014,0,6,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,9,9,18,17,9,22,24,8,17,0,134
UCL122015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,7,19,13,10,11,18,5,28,0,112
UCL122016,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,5,11,7,4,30,40,11,10,0,129
UCL122017,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,11,25,16,8,26,21,10,15,3,128
UCL122018,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,11,17,14,7,19,14,6,13,3,92
UCL122019,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,8,20,19,15,22,16,7,12,0,118
UCL122020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,15,10,7,8,3,6,0,75
UCL122021,0,0,3,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,13,14,6,25,12,5,5,0,88
UCL122022,0,0,4,0,0,3,0,6,0,8,0,0,0,0,0,0,0,0,0,3,10,32,41,22,32,37,14,26,3,220
UCL122023,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,11,13,40,33,14,31,26,17,18,4,185
UCL122024,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,15,15,9,23,32,7,23,0,128
UCL122025,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,4,5,7,17,4,4,36,27,8,22,4,132
UCL122026,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,18,6,12,7,21,11,4,19,11,96
UCL122027,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,8,4,20,19,8,12,18,0,9,0,88
UCL122028,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,7,5,23,19,11,19,19,3,14,0,112
UCL122029,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,9,16,19,0,16,21,14,17,0,110
UCL122030,0,0,0,0,3,0,0,0,0,5,0,0,6,0,0,0,0,0,0,4,9,34,31,18,30,30,6,13,0,165
UCL122031,5,0,0,0,0,8,4,5,0,15,0,0,0,0,4,0,0,0,0,8,14,30,16,21,67,63,17,28,0,266
UCL122032,0,0,0,0,5,0,0,0,0,9,0,5,0,0,5,8,0,0,0,15,13,29,16,12,57,55,17,18,4,220
UCL122033,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,6,3,15,13,6,21,19,6,21,4,108
UCL122034,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,7,19,10,11,36,10,7,13,0,124
UCL122035,0,3,0,4,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,10,37,25,21,30,24,8,11,0,163
UCL122036,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,3,6,4,8,9,21,25,0,11,9,98
UCL122037,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,6,20,6,15,34,33,10,17,0,142
UCL122038,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,21,22,11,18,25,6,14,0,122
UCL122039,0,0,0,0,3,0,0,0,0,4,0,4,0,0,0,0,0,0,3,10,5,27,21,21,37,20,4,27,12,172
UCL122040,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,3,18,3,9,12,3,0,3,0,58
UCL122041,0,0,0,4,0,0,0,0,0,10,0,0,0,3,3,0,0,0,3,6,5,28,18,28,45,32,4,10,6,183
UCL122042,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,3,17,19,20,10,27,25,3,17,9,143
UCL122043,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,5,0,8,0,18,8,19,20,8,27,32,13,15,5,139
UCL122044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,5,0,4,0,10,7,4,4,0,36
UCL122045,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,16,14,4,15,9,4,12,0,84
UCL122046,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,5,8,37,25,8,27,36,9,29,0,185
UCL122047,0,0,0,0,5,0,0,0,0,5,0,0,4,0,0,4,0,0,3,8,15,24,22,14,10,31,3,19,3,148
UCL122048,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,11,3,15,13,7,29,19,5,7,6,97
UCL122049,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,5,6,0,17,12,11,12,13,6,10,5,81
UCL122050,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,5,0,3,0,8,0,8,14,4,10,8,5,10,4,61
UCL122051,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,7,5,12,14,8,14,14,6,12,4,84
UCL122052,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,9,3,24,17,16,13,22,9,7,0,114
UCL122053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,9,7,10,9,5,17,0,87
UCL122054,0,0,0,0,0,0,0,4,0,3,0,0,0,0,7,0,3,3,9,20,6,16,17,18,49,26,11,22,12,180
UCL122055,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,6,8,36,22,17,29,25,8,29,0,169
UCL122056,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,12,13,21,22,20,8,11,3,119
UCL122057,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,6,17,23,9,38,27,5,9,0,130
UCL122058,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,4,0,0,5,9,31,21,11,31,25,10,13,3,156
UCL122059,0,0,3,0,8,0,0,4,0,11,0,0,0,0,3,0,0,0,6,10,4,25,32,10,59,41,4,20,6,202
UCL122060,0,5,0,0,3,4,0,0,0,10,0,0,0,0,8,4,0,0,4,12,5,14,21,12,32,26,9,14,6,137
UCL122061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,10,3,9,6,36
UCL122062,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,8,3,20,7,11,21,30,10,33,3,144
UCL122063,0,0,0,0,3,3,0,0,0,6,0,0,0,5,0,0,0,5,0,14,12,22,18,9,15,29,5,20,0,132
UCL122064,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,8,5,14,8,7,8,25,4,9,3,88
UCL122065,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,6,16,15,14,19,35,6,15,7,132
UCL122066,0,5,5,4,7,6,0,0,0,20,0,0,0,0,0,0,0,0,0,4,13,33,33,12,40,35,14,26,0,199
UCL122067,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,7,31,24,20,42,37,7,12,0,180
UCL122068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,4,6,3,4,12,6,16,4,48
UCL122069,0,0,0,0,0,3,0,0,0,5,0,3,0,0,0,0,0,0,0,9,9,31,25,10,15,25,9,24,3,145
UCL122070,0,0,0,0,0,0,0,0,0,5,0,4,4,0,0,3,0,0,0,12,19,33,27,11,35,45,14,24,3,213
UCL122071,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,4,19,21,13,39,26,4,16,4,144
UCL122072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,21,13,9,17,16,5,25,0,111
UCL122073,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,3,0,0,0,5,7,29,19,10,12,24,4,4,0,103
UCL122074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,6,13,9,14,7,5,6,0,73
UCL122075,5,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,15,17,19,6,32,21,9,19,0,134
UCL122076,0,0,0,0,6,5,0,0,0,9,0,0,4,0,5,0,0,0,0,8,6,14,19,6,20,24,3,25,5,118
UCL122077,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,6,3,13,15,18,21,18,9,12,6,110
UCL122078,0,0,0,0,0,0,0,0,0,4,0,4,0,5,3,0,0,0,0,7,11,18,18,7,14,17,3,8,0,99
UCL122079,0,0,3,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,7,13,11,14,10,28,36,8,12,0,123
UCL122080,0,0,0,0,0,6,0,0,0,15,0,3,0,0,0,3,0,0,0,18,44,31,23,12,42,33,9,33,3,238
UCL122081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,21,7,9,17,22,5,15,0,108
UCL122082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11,19,7,8,0,5,5,0,62
UCL122083,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,4,19,15,10,27,40,14,20,0,155
UCL122084,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,14,11,6,9,7,11,5,12,0,85
UCL122085,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,3,11,7,9,7,8,5,14,0,72
UCL122086,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,16,6,11,18,18,4,22,5,101
UCL122087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11,11,6,14,15,0,5,0,68
UCL122088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,6,14,8,9,24,17,3,3,0,85
UCL122089,0,0,0,0,5,0,0,0,0,11,0,0,0,0,5,3,0,0,0,10,8,28,29,20,41,37,9,16,8,200
UCL122090,0,0,0,0,0,0,0,0,0,12,3,5,0,0,4,3,0,0,5,16,33,45,23,20,33,40,16,16,3,241
UCL122091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,4,24,10,10,23,26,7,15,6,123
UCL122092,0,0,3,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,9,32,19,15,36,21,12,16,0,168
UCL122093,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,5,20,12,12,29,25,7,21,7,148
UCL122094,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,5,14,25,11,28,28,5,11,4,128
UCL122095,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,3,16,16,13,23,19,3,14,0,103
UCL122096,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,10,6,16,12,14,16,14,0,16,0,105
UCL122097,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,6,20,11,7,14,18,7,22,0,101
UCL122098,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,4,8,32,22,11,19,15,5,3,0,114
UCL122099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,19,17,13,14,12,5,16,0,95
UCL122100,0,0,3,0,3,0,0,0,0,7,0,3,0,0,0,0,0,0,0,5,9,29,31,13,35,30,3,17,0,163
UCL122101,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,3,9,30,21,14,38,32,4,16,3,174
UCL122102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,6,15,12,0,20,12,9,10,5,83
UCL122103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,15,8,6,14,11,9,19,7,83
UCL122104,5,0,0,0,0,3,0,4,4,16,0,0,0,0,0,4,0,5,0,12,23,27,28,9,35,38,13,44,3,218
UCL122105,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,14,26,30,10,34,38,15,10,0,169
UCL122106,0,0,0,0,5,3,0,0,0,5,0,0,0,0,0,0,0,0,6,7,4,3,13,6,11,13,9,22,9,94
UCL122107,0,0,0,0,0,4,0,0,0,3,0,4,0,0,4,0,0,0,0,10,18,26,24,15,32,29,14,25,0,179
UCL122108,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,15,16,7,6,16,10,0,5,0,68
UCL122109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,6,5,13,10,6,6,20,0,74
UCL122110,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,5,4,11,20,19,12,38,33,24,25,5,181
UCL122111,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,4,19,33,24,17,28,40,5,25,7,197
UCL122112,0,0,0,0,6,0,0,0,0,9,0,0,0,0,0,6,0,0,0,6,8,26,17,16,20,10,5,8,0,113
UCL122113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,5,11,8,23,10,0,14,0,84
UCL122114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,12,6,22,14,4,16,11,4,7,3,88
UCL122115,0,4,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,3,0,8,10,21,19,6,22,21,0,12,0,110
UCL122116,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,13,22,22,8,20,19,0,5,0,101
UCL122117,0,0,3,3,0,3,4,0,0,15,0,0,0,0,0,0,0,0,0,4,20,28,28,18,29,58,19,33,3,232
UCL122118,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,8,24,6,8,27,35,8,16,3,144
UCL122119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,8,26,24,16,35,15,7,17,9,145
UCL122120,0,0,0,0,4,0,0,0,0,7,0,0,0,0,5,4,0,0,0,8,4,33,29,26,43,42,18,33,10,227
UCL122121,0,0,0,0,3,3,0,0,4,10,0,0,0,0,0,0,0,0,0,3,6,16,21,11,27,25,8,24,4,137
UCL122122,0,3,3,0,0,0,0,0,0,8,0,3,3,0,0,0,0,0,3,10,24,38,32,11,34,49,15,30,4,234
UCL122123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,9,0,13,12,0,7,0,55
UCL122124,0,0,0,0,0,3,0,3,0,7,0,0,0,0,0,0,0,0,0,6,4,18,16,13,32,38,14,29,0,165
UCL122125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,3,4,8,0,15,0,51
UCL122126,0,5,0,0,0,0,0,3,0,6,0,0,0,3,0,6,0,0,0,11,11,26,25,18,42,39,16,26,0,210
UCL122127,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,26,21,19,17,15,14,7,3,119
UCL122128,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,7,3,25,11,4,13,0,78
UCL122129,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,6,27,14,14,16,28,10,19,3,138
UCL122130,0,0,0,0,0,0,0,5,0,13,0,0,0,0,0,0,0,0,0,4,9,16,5,10,6,14,10,14,3,83
UCL122131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,9,6,48,29,17,21,45,9,47,7,218
UCL122132,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,6,15,16,16,23,17,6,8,7,109
UCL122133,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,3,3,9,8,8,11,13,3,10,0,71
UCL122134,3,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,15,28,22,19,44,34,14,15,3,196
UCL122135,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,7,0,0,11,5,16,19,4,21,26,13,16,4,124
UCL122136,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,3,0,3,0,6,5,0,0,3,7,26
UCL122137,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,5,17,11,8,7,11,0,18,3,79
UCL122138,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,7,16,13,5,16,25,8,16,4,118
UCL122139,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,5,14,16,17,18,17,0,14,3,108
UCL122140,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,9,15,4,3,8,11,7,12,0,62
UCL122141,0,0,4,0,0,0,0,0,0,8,0,3,0,0,0,0,0,5,4,8,12,38,35,17,29,31,18,27,3,211
UCL122142,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,5,11,11,23,9,10,8,6,9,0,82
UCL122143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,0,19,7,9,10,10,5,10,8,80
UCL122144,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,5,4,18,22,20,34,26,7,14,5,145
UCL122145,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,14,9,6,12,6,3,15,7,67
UCL122146,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,6,3,11,8,0,21,11,0,12,10,77
UCL122147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,6,8,6,0,37
UCL122148,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,9,12,3,10,11,6,11,0,64
UCL122149,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,6,5,9,3,16,13,6,27,36,8,12,5,124
UCL122150,0,0,0,0,3,4,0,0,0,12,0,0,0,0,0,0,0,4,0,11,9,43,28,35,40,37,9,21,3,228
UCL122151,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,11,7,18,9,6,12,10,3,16,6,86
UCL122152,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,13,7,15,14,8,0,9,0,72
UCL122153,0,0,5,4,3,0,0,3,0,13,0,0,0,0,0,0,0,0,0,3,10,26,20,17,36,26,6,27,3,177
UCL122154,0,0,0,0,0,4,0,0,0,14,0,0,0,0,6,6,0,0,4,11,14,46,30,25,35,42,8,22,3,224
UCL122155,0,5,0,0,0,5,6,3,0,10,0,0,0,0,0,4,0,0,9,17,17,27,29,20,36,49,10,51,14,249
UCL122156,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,27,24,16,31,47,10,26,3,182
UCL122157,3,0,0,0,6,5,0,0,0,19,8,3,0,0,5,5,0,0,3,16,36,36,21,19,53,47,11,20,6,248
UCL122158,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,3,5,7,4,9,17,16,5,10,3,77
UCL131001,815,1548,1098,678,1704,1970,546,1489,139,9992,833,1620,1076,676,1554,1948,408,1543,2348,11997,16360,40158,31788,20651,41549,50043,14830,51005,6212,272591
UCL179997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL199994,4,7,14,5,12,11,0,15,3,68,14,29,16,8,19,17,9,11,47,166,284,414,316,184,406,405,111,314,87,2511
UCL201001,6202,12802,11400,5990,15964,14045,3686,6380,756,77220,3856,11558,9921,6057,23805,22459,4396,9117,18458,109617,110713,321094,266467,174756,494055,512156,129008,240901,36970,2286127
UCL203001,112,284,224,135,352,298,75,156,19,1656,91,187,118,79,292,265,82,150,297,1571,2736,7690,6117,4341,10024,9475,2798,4928,650,48758
UCL203002,105,318,225,122,356,326,82,173,10,1704,65,188,141,83,286,283,54,152,287,1546,2558,7239,5691,4320,10125,8744,2506,4812,617,46618
UCL203003,208,537,433,212,583,552,116,228,28,2891,134,419,272,196,589,625,122,310,571,3239,4804,14535,10967,7348,17660,17921,4883,8734,1257,88098
UCL211001,47,105,87,39,147,139,39,69,8,686,21,79,51,34,138,114,34,41,145,651,853,2396,1942,1598,3926,3825,1139,1839,311,17840
UCL211002,86,155,153,63,293,244,62,99,15,1168,65,160,126,111,399,329,57,100,371,1717,1625,3952,3423,2448,7912,6708,1598,2858,785,31303
UCL212001,28,64,64,29,100,82,22,44,0,440,19,34,27,19,81,111,16,55,90,450,556,1407,1080,802,2142,2388,655,1312,218,10556
UCL212002,9,58,43,16,53,49,4,27,5,276,13,28,15,10,40,31,8,17,47,208,390,908,787,544,1284,1167,329,665,116,6191
UCL212003,39,79,61,41,136,96,20,39,11,521,39,73,67,47,127,96,27,42,188,706,718,2053,1727,1301,3700,2993,836,1601,393,15321
UCL212004,35,78,51,19,47,44,12,22,5,313,19,49,41,32,36,63,15,23,48,329,707,1802,1436,947,1601,2065,566,1140,171,10444
UCL212005,51,147,103,63,230,183,50,76,4,917,34,112,83,39,175,168,46,75,221,946,1030,3046,2349,1891,4722,4369,1313,2154,435,21306
UCL212006,67,117,80,49,134,145,50,80,13,726,23,84,43,41,154,153,27,82,113,728,1120,2572,2089,1527,4288,4374,1282,2065,255,19571
UCL212007,43,77,49,31,67,49,13,25,4,364,27,41,36,30,54,89,15,59,47,393,741,1885,1360,929,1917,2443,735,1442,117,11561
UCL212008,39,75,65,39,91,103,21,39,0,479,17,43,35,19,69,59,16,66,85,403,738,1829,1499,1092,2791,2443,868,1345,172,12775
UCL212009,31,93,89,43,114,105,20,54,5,561,23,71,48,20,81,98,20,53,101,513,875,2679,1954,1420,3245,3112,928,1511,223,15954
UCL213001,11,39,33,25,52,49,9,20,4,241,15,20,34,17,53,26,8,23,45,241,284,834,752,558,1161,968,296,507,131,5496
UCL213002,13,26,21,23,23,18,9,9,0,143,8,31,16,18,15,26,8,15,19,144,224,819,669,479,613,747,201,403,56,4207
UCL213003,10,41,18,14,42,44,14,31,7,216,20,28,11,12,40,29,5,18,53,210,323,921,635,452,1187,1082,377,616,110,5707
UCL213004,23,50,41,23,58,69,4,35,5,310,14,35,18,9,45,56,14,28,54,266,358,1000,791,564,1299,1245,356,745,129,6482
UCL213005,25,54,31,26,58,61,18,31,6,316,8,28,16,18,32,53,14,25,43,236,435,1210,926,651,1409,1464,407,660,96,7255
UCL213006,12,39,27,13,24,33,4,35,0,190,5,24,19,12,26,37,17,18,11,166,285,912,570,456,942,1186,376,755,68,5546
UCL213007,15,48,37,22,79,80,23,27,3,342,11,25,19,21,49,40,5,18,58,243,383,1096,852,744,1631,1580,430,756,130,7613
UCL213008,27,45,41,12,51,56,8,28,0,273,7,19,27,18,53,70,7,36,40,280,429,1053,898,594,1793,1837,478,907,98,8091
UCL213009,19,55,56,15,52,59,14,32,4,299,5,18,12,23,35,44,5,17,29,195,318,985,775,566,1236,1265,322,547,70,6094
UCL213010,11,42,30,15,56,62,12,20,5,252,18,30,16,8,38,49,14,35,62,273,306,913,727,514,1245,1082,284,491,149,5720
UCL213011,14,27,14,5,46,28,8,13,6,163,12,22,19,17,47,52,14,8,49,246,249,762,634,409,1017,745,223,385,136,4566
UCL213012,8,26,23,26,32,47,9,9,0,176,14,36,4,4,20,29,0,14,30,155,268,786,514,372,792,904,210,433,74,4361
UCL213013,8,40,42,10,40,39,10,13,3,213,11,15,13,9,31,42,4,16,51,194,296,940,759,482,1148,1247,359,687,104,6021
UCL213014,20,19,21,11,51,37,5,26,0,195,6,25,15,11,55,36,10,15,48,231,237,697,576,411,1074,1125,280,576,96,5076
UCL213015,23,41,38,23,73,62,18,23,3,299,8,19,28,24,101,78,23,41,64,382,345,842,772,565,1710,1609,441,738,158,7176
UCL213016,24,51,33,22,75,85,22,31,0,337,15,33,31,18,76,71,11,33,63,348,475,1341,1066,885,1932,1669,453,884,133,8842
UCL213017,29,62,48,42,87,76,25,54,0,424,14,35,16,13,51,59,20,28,54,293,498,1349,1009,772,1748,1725,501,1101,120,8831
UCL213018,8,18,12,5,17,32,9,14,0,121,9,17,8,3,13,16,0,3,16,86,223,560,393,297,590,659,196,371,62,3352
UCL214001,7,18,23,9,18,21,3,10,0,104,6,15,3,10,14,14,8,0,22,97,181,435,320,297,612,665,165,289,62,3027
UCL214002,7,24,10,3,27,30,7,13,0,119,0,19,10,7,17,29,3,14,16,121,192,464,356,248,576,650,179,368,36,3060
UCL214003,0,23,15,12,22,27,12,11,3,125,14,19,12,7,32,28,9,29,47,200,231,633,460,323,723,737,193,484,112,3899
UCL214004,11,15,6,9,10,19,8,8,0,86,0,15,15,11,14,16,7,0,26,98,116,310,278,195,398,409,154,251,46,2150
UCL214005,0,3,0,0,3,3,0,3,0,22,0,5,6,0,0,0,0,0,3,13,27,61,51,38,78,106,23,49,16,442
UCL214006,0,16,11,6,13,10,11,7,3,83,9,19,18,3,3,8,4,5,19,94,222,470,350,217,424,376,108,195,61,2426
UCL214007,5,13,17,4,22,28,8,9,0,118,9,10,9,4,34,26,0,5,19,116,151,278,308,171,729,684,161,250,42,2782
UCL214008,9,33,18,15,24,38,8,22,6,176,7,30,14,4,28,25,8,14,32,162,253,667,542,379,762,881,225,461,71,4249
