UCL_CODE_2021,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
UCL315077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL315078,8,0,0,0,0,8,6,0,0,0,0,6,0,0,0,0,0,0,20,0,0,0,0,20,28,0,0,0,0,28,110,0,0,0,0,112,62,0,0,0,0,62,39,0,0,0,0,39,9,0,0,0,0,9,9,0,0,0,0,9,0,0,0,0,0,0,18,0,0,0,0,18,313,4,0,0,0,319
UCL315079,11,0,0,0,0,11,13,0,0,0,0,13,10,0,0,0,0,14,10,0,0,0,0,15,15,0,0,0,0,15,39,0,0,0,0,40,58,0,0,0,0,58,71,0,0,0,0,71,17,0,0,0,0,17,11,0,0,0,0,11,4,0,0,0,0,4,11,0,0,0,0,11,269,5,0,0,0,275
UCL315080,12,11,0,3,0,25,0,0,3,0,0,9,7,7,0,0,0,15,4,10,14,0,0,26,17,13,5,0,0,36,30,28,16,0,0,73,58,15,18,0,0,90,89,10,0,0,0,95,35,3,0,0,0,39,16,0,0,0,0,12,6,0,0,0,0,11,27,12,6,0,0,45,304,116,60,5,0,483
UCL315081,20,0,0,0,0,19,10,0,0,0,0,10,12,0,0,0,0,10,17,0,0,0,0,14,27,0,8,0,0,36,111,0,0,0,0,110,68,0,5,0,0,71,49,0,0,0,0,49,14,0,0,0,0,14,13,0,0,0,0,13,3,0,0,0,0,3,24,0,4,0,0,30,362,4,13,0,0,383
UCL315082,0,0,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,5,7,0,3,0,0,9,11,3,0,0,0,11,18,0,0,0,0,19,20,5,0,0,0,23,8,0,0,0,0,8,4,0,0,0,0,8,9,0,0,0,0,4,6,0,0,0,0,6,87,11,3,0,0,104
UCL315083,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,10,0,0,0,0,10,12,0,0,0,0,12,31,0,0,0,0,31,41,0,0,0,0,41,47,0,0,0,0,47,15,0,0,0,0,15,10,0,0,0,0,10,9,0,0,0,0,9,14,0,0,0,0,14,190,0,0,0,0,188
UCL315084,7,0,0,0,0,7,13,0,0,0,0,13,12,0,0,0,0,14,16,0,0,0,0,16,20,0,0,0,0,14,66,0,0,0,0,66,55,0,0,0,0,53,52,0,0,0,0,58,10,0,0,0,0,10,7,0,0,0,0,7,3,0,0,0,0,3,17,0,0,0,0,17,265,0,0,4,5,278
UCL315085,11,0,0,0,0,11,6,0,0,0,0,6,6,0,0,0,0,6,10,0,0,0,0,10,26,0,0,0,0,26,102,0,0,0,0,102,73,0,0,0,0,73,43,0,0,0,0,43,10,0,0,0,0,10,4,0,0,0,0,4,0,0,0,0,0,0,10,0,0,0,0,10,305,0,0,0,0,305
UCL315086,40,0,0,0,0,40,43,0,0,0,0,40,28,0,0,0,0,28,45,0,0,0,0,45,55,0,0,0,0,55,90,0,0,0,0,92,29,0,0,0,0,29,21,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,24,0,0,0,0,24,380,0,0,0,0,386
UCL315087,24,0,0,0,0,24,9,0,0,0,0,9,7,0,0,0,0,7,7,0,0,0,0,7,12,0,0,0,0,12,31,0,0,0,0,31,43,0,0,0,0,37,71,0,0,0,0,72,63,0,0,0,0,63,90,0,0,0,0,90,60,0,0,0,0,60,25,0,0,0,0,25,430,0,0,0,3,436
UCL315088,12,0,0,0,0,7,4,0,0,0,0,4,8,0,0,0,0,8,13,0,0,0,0,13,27,0,0,0,0,25,88,0,0,0,0,93,74,0,0,0,0,74,68,0,0,0,0,68,17,0,0,0,0,17,19,0,0,0,0,19,4,0,0,0,0,4,23,0,0,0,0,23,358,8,0,0,0,363
UCL315089,12,0,0,0,0,5,13,0,0,0,0,13,7,0,0,0,0,7,20,0,0,0,0,20,29,0,0,0,0,29,55,0,0,0,0,53,46,0,0,0,0,46,28,0,0,0,0,28,5,0,0,0,0,5,7,0,0,0,0,7,5,0,0,0,0,5,10,0,0,0,0,10,226,0,0,0,0,230
UCL315090,24,0,0,0,0,29,17,0,0,0,0,17,18,0,0,0,0,18,30,3,0,0,0,35,51,0,0,0,0,51,128,3,0,0,0,128,79,0,0,0,0,79,49,0,0,0,0,49,14,0,0,0,0,14,7,0,0,0,0,7,4,0,0,0,0,4,13,0,0,0,0,10,442,6,0,0,0,452
UCL315091,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,4,19,0,0,0,0,27
UCL315092,10,0,0,0,0,10,7,0,0,0,0,4,3,0,0,0,0,3,8,3,0,0,0,7,11,0,3,0,0,12,22,0,0,0,0,22,26,0,0,0,0,22,23,0,0,0,0,21,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,6,108,4,4,0,3,119
UCL315093,5,0,0,0,0,5,4,0,0,0,0,4,3,0,0,0,0,3,11,0,0,0,0,11,19,0,0,0,0,19,23,0,0,0,0,23,13,0,0,0,0,13,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,92,0,0,0,0,92
UCL315094,15,0,0,0,0,15,5,0,0,0,0,5,3,0,0,0,0,4,13,0,0,0,0,13,20,0,0,0,0,20,49,0,0,0,0,49,43,0,0,0,0,43,37,0,0,0,0,37,8,0,0,0,0,8,9,0,0,0,0,9,0,0,0,0,0,0,18,0,0,0,0,18,223,0,3,0,0,229
UCL315095,4,0,0,0,0,4,13,0,0,0,0,10,5,0,0,0,0,5,12,0,0,0,0,12,27,0,0,0,0,27,51,0,0,0,0,51,27,0,0,0,0,27,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,162,0,0,0,0,164
UCL315096,24,0,0,0,0,21,3,0,0,0,0,4,5,0,0,0,0,5,11,0,0,0,0,11,18,0,0,0,0,18,74,0,0,0,0,77,124,0,0,0,0,124,141,0,0,0,0,138,48,0,0,0,0,48,33,0,0,0,0,33,3,0,0,0,0,5,35,0,0,0,0,36,523,7,0,6,0,534
UCL315097,10,0,0,0,0,10,4,0,0,0,0,4,4,0,0,0,0,4,8,0,0,0,0,10,11,0,0,0,0,11,42,0,0,0,0,42,78,0,0,0,0,78,57,0,0,0,0,57,19,0,0,0,0,19,13,0,0,0,0,13,4,0,0,0,0,4,9,0,0,0,0,9,265,0,0,0,0,264
UCL315098,5,0,0,0,0,5,5,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,7,6,0,0,0,15,19,9,0,0,0,25,32,3,0,0,0,40,73,10,0,0,0,87,44,11,0,0,0,55,21,3,0,0,0,27,14,0,0,0,0,17,18,0,0,0,0,18,248,37,0,0,0,288
UCL315099,11,0,0,0,0,11,6,0,0,0,0,5,3,0,0,0,0,3,12,0,0,0,0,12,26,0,0,0,0,26,87,0,0,0,0,87,173,10,0,0,0,177,270,0,0,0,0,270,56,0,0,0,0,56,24,0,0,0,0,24,13,0,0,0,0,13,29,0,0,0,0,29,710,14,0,0,0,719
UCL315100,13,0,0,0,0,13,6,0,0,0,0,6,4,0,0,0,0,4,8,0,0,0,0,8,9,0,0,0,0,11,31,0,0,0,0,31,47,0,0,0,0,47,40,0,0,0,0,40,12,0,0,0,0,12,14,0,0,0,0,14,7,0,0,0,0,7,7,0,0,0,0,7,193,0,0,0,0,196
UCL315101,7,0,0,0,0,7,8,0,0,0,0,8,3,0,0,0,0,3,14,0,0,0,0,14,17,0,0,0,0,17,76,0,0,0,0,79,85,0,0,0,0,85,95,3,0,0,0,96,16,0,0,0,0,20,19,0,0,0,0,19,4,0,0,0,0,7,16,0,0,0,0,16,348,3,0,0,0,356
UCL315102,10,0,0,0,0,10,15,0,0,0,0,15,15,0,0,0,0,17,26,0,0,0,0,26,32,0,0,0,0,30,43,0,0,0,0,43,25,0,0,0,0,24,11,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,191,0,0,0,0,196
UCL315103,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,9,22,0,0,0,0,21,16,0,0,0,0,18,26,0,0,0,0,26,5,0,0,0,0,5,4,0,0,0,0,4,9,0,0,0,0,9,9,0,0,0,0,12,101,3,5,0,0,118
UCL315104,18,0,0,0,0,18,5,0,0,0,0,5,8,0,0,0,0,8,13,0,0,0,0,13,19,0,0,0,0,19,57,0,0,0,0,57,93,0,0,0,0,93,73,0,0,0,0,73,27,0,0,0,0,27,16,0,0,0,0,16,7,0,0,0,0,7,20,0,0,0,0,26,356,0,0,0,0,358
UCL315105,7,0,0,0,0,7,0,0,0,0,0,0,8,0,0,0,0,8,4,0,0,0,0,4,5,0,0,0,0,5,15,0,0,3,0,17,10,0,0,0,0,14,7,0,0,0,0,10,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,75,3,0,3,0,78
UCL315106,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,13,0,0,0,0,13,14,0,0,0,0,14,93,0,0,0,0,93,94,0,0,0,0,94,56,0,0,0,0,56,18,0,0,0,0,18,12,0,0,0,0,12,0,0,0,0,0,0,18,0,0,0,0,18,317,0,0,0,0,317
UCL315107,6,5,0,0,0,3,7,0,0,0,0,3,6,0,0,0,0,6,4,0,0,0,0,9,9,0,0,0,0,13,58,4,3,0,0,73,97,3,0,0,0,101,154,6,0,0,0,155,27,0,0,0,0,27,13,0,0,0,0,18,6,0,0,0,0,6,19,0,0,0,0,21,417,17,11,0,0,444
UCL315108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL315109,14,0,0,0,0,14,4,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,8,4,0,0,0,0,9,22,0,0,0,0,21,19,0,0,0,0,19,18,0,0,0,5,20,10,0,0,0,0,10,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,98,0,0,0,3,104
UCL321001,4,0,0,0,0,4,4,0,0,0,0,4,3,0,0,0,0,3,23,0,0,0,0,23,13,0,0,0,0,13,36,0,0,0,0,36,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,101,0,0,0,0,101
UCL321002,3,0,0,0,0,3,7,0,0,0,0,6,5,0,0,0,0,5,14,0,0,0,0,14,12,0,0,0,0,12,29,0,0,0,0,29,13,0,0,0,0,13,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,88,0,0,0,0,86
UCL321003,5,0,0,0,0,5,11,0,0,0,0,11,4,0,0,0,0,4,14,0,0,0,0,14,14,0,0,0,0,14,15,0,0,0,0,15,8,0,0,0,0,8,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,67
UCL321004,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,8,21,0,0,0,0,21,20,0,0,0,0,20,15,0,0,0,0,15,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,74,0,0,0,0,77
UCL321005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,21,0,0,0,0,19,22,0,0,0,0,23,25,0,0,0,0,25,9,0,0,0,0,9,5,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,8,92,0,0,0,0,95
UCL321006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL321007,9,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,8,9,0,0,0,0,9,38,0,0,0,0,38,55,0,0,0,0,55,94,0,0,0,0,93,26,0,0,0,0,26,7,0,0,0,0,7,6,0,0,0,0,6,12,0,0,0,0,19,256,0,0,0,0,260
UCL321008,9,0,0,0,0,9,7,0,0,0,0,7,3,0,0,0,0,3,12,0,0,0,0,12,9,0,0,0,0,9,37,0,0,0,0,37,18,0,0,0,0,18,16,0,0,0,0,16,4,0,0,0,0,4,7,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,7,128,0,0,0,0,128
UCL321009,5,0,0,0,0,3,4,0,0,0,0,4,6,0,0,0,0,6,11,0,0,0,0,11,11,0,0,0,0,11,31,0,0,0,0,31,16,0,0,0,0,16,7,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,7,99,0,0,0,3,94
UCL321010,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,7,0,0,0,0,7,26,0,0,0,0,25,23,0,0,0,0,23,9,0,0,0,0,9,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,85,0,0,0,0,92
UCL321011,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,9,11,0,0,0,0,16,22,3,0,0,0,26,36,9,0,0,0,37,20,0,0,0,0,20,16,0,0,0,0,14,5,0,0,0,0,4,9,0,0,0,0,8,125,13,0,0,0,137
UCL321012,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,10,0,0,0,0,10,10,0,0,0,0,10,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,46,0,0,0,0,49
UCL321013,5,0,0,0,0,5,9,0,0,0,0,9,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,11,0,0,0,0,11,20,0,0,0,0,20,41,0,0,0,0,41,15,0,0,0,0,15,7,0,0,0,0,7,0,0,0,0,0,0,8,0,0,0,0,8,121,0,0,0,0,127
UCL321014,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,6,19,0,0,0,0,19,33,0,0,0,0,33,26,0,0,0,0,26,7,0,0,0,0,7,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,115,0,0,0,0,115
UCL321015,12,0,0,0,0,12,13,0,0,0,0,13,8,0,0,0,0,8,16,0,0,0,0,16,15,0,0,0,0,15,18,0,0,0,0,18,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,88,0,0,0,0,88
UCL321016,3,0,0,0,0,3,5,0,0,0,0,10,5,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,6,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,40,0,0,0,0,42
UCL321017,7,0,0,0,0,7,5,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,5,6,0,0,0,0,6,8,0,0,0,0,8,14,0,0,0,0,14,41,0,0,0,0,46,21,0,0,0,0,21,9,0,0,0,0,9,8,0,0,0,0,8,6,0,0,0,0,6,144,0,0,0,0,148
UCL321018,8,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,20,0,0,0,0,20,27,0,0,0,0,30,32,0,0,0,0,34,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,16,126,3,0,0,0,132
UCL321019,6,0,0,0,0,6,4,0,0,0,0,4,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,30,0,0,0,0,30,59,0,0,0,0,59,58,0,0,0,0,58,22,0,0,0,0,22,5,0,0,0,0,5,4,0,0,0,0,4,11,0,0,0,0,17,219,0,0,0,0,218
UCL321020,5,0,0,0,0,5,4,0,0,0,0,4,5,0,0,0,0,5,9,0,0,0,0,9,8,0,0,0,0,8,17,0,0,0,0,20,34,0,0,0,0,34,22,0,0,0,0,23,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,3,7,0,0,0,0,7,127,0,0,0,0,130
UCL321021,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,22,0,0,0,0,28,33,0,0,0,0,33,27,0,0,0,0,27,4,0,0,0,0,4,4,0,0,0,0,4,3,0,0,0,0,3,3,0,0,0,0,3,112,0,0,0,0,110
UCL321022,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,14,0,0,0,0,14,42,0,0,0,0,42,22,0,0,0,0,22,15,0,0,0,0,15,0,0,0,0,0,0,8,0,0,0,0,8,121,0,0,0,0,121
UCL321023,4,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,8,9,0,0,0,0,9,27,0,0,0,0,27,10,0,0,0,0,10,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,82,0,0,0,0,82
UCL321024,7,0,0,0,0,7,4,0,0,0,0,4,4,0,0,0,0,4,9,0,0,0,0,9,13,0,0,0,0,13,30,0,0,0,0,30,25,0,0,0,0,25,13,0,0,0,0,12,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,12,0,0,0,0,12,118,0,0,0,0,122
UCL321025,4,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,9,0,0,0,0,9,7,0,0,0,0,7,14,0,0,0,0,14,17,0,0,0,0,17,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,56
UCL321026,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,24,0,0,0,0,24,10,0,0,0,0,10,6,0,0,0,0,6,4,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,7,77,0,0,0,0,77
UCL321027,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,7,0,0,0,0,6,20,0,0,0,0,19,34,0,0,0,0,39,37,0,0,0,0,34,6,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,120,0,0,0,0,129
UCL321028,4,0,0,0,0,4,7,0,0,0,0,7,3,0,0,0,0,5,9,0,0,0,0,9,8,0,0,0,0,8,19,0,0,0,0,19,15,0,0,0,0,15,13,0,0,0,0,15,8,0,0,0,0,8,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,92,0,0,0,0,89
UCL321029,4,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,6,14,0,0,0,0,14,9,0,0,0,0,9,22,0,0,0,0,22,18,0,0,0,0,18,16,0,0,0,0,16,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,100,0,0,0,0,97
UCL321030,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,8,7,0,0,0,0,7,27,0,0,0,0,27,14,0,0,0,0,14,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,83,0,0,0,0,83
UCL321031,8,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,5,13,0,0,0,0,13,13,0,0,0,0,13,50,0,0,0,0,50,32,0,0,0,0,32,27,0,0,0,0,27,8,0,0,0,0,8,11,0,0,0,0,11,4,0,0,0,0,4,9,0,0,0,0,9,171,0,0,0,0,177
UCL321032,16,0,0,0,0,16,3,0,0,0,0,3,5,0,0,0,0,5,10,0,0,0,0,10,14,0,0,0,0,9,33,0,0,0,0,33,33,0,0,0,0,33,74,0,0,0,0,74,37,0,0,0,0,37,39,0,0,4,0,44,8,0,0,0,0,8,25,0,0,0,0,25,296,0,0,4,0,296
UCL321033,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,12,0,0,0,0,12,39,0,0,0,0,37,61,0,0,0,0,61,21,0,0,0,0,21,10,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,3,10,0,0,0,0,15,173,4,0,0,0,177
UCL321034,4,0,0,0,0,4,13,0,0,0,0,13,7,0,0,0,0,7,8,0,0,0,0,9,10,0,0,0,0,10,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,50,0,0,0,0,51
UCL321035,14,0,0,3,0,18,11,0,0,0,0,11,15,0,0,0,0,16,19,0,0,0,0,19,35,0,0,5,0,39,89,0,0,0,0,86,66,0,0,4,0,68,40,0,0,0,0,40,6,0,0,0,0,6,5,0,0,0,0,5,0,0,0,0,0,0,15,0,0,3,0,17,313,0,0,17,0,329
UCL321036,7,0,0,0,0,7,6,0,0,0,0,6,3,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,4,25,0,0,0,0,25,23,0,0,0,0,29,69,0,0,0,0,72,28,0,0,0,0,28,15,0,0,0,0,15,7,0,0,0,0,7,17,0,0,0,0,14,212,0,0,0,3,219
UCL321037,4,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,10,22,0,0,0,0,22,14,0,0,0,0,14,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,68
UCL321038,5,0,0,0,0,5,8,0,0,0,0,8,5,0,0,0,0,5,11,0,0,0,0,11,11,0,0,0,0,11,16,0,0,0,0,16,18,0,0,0,0,18,12,0,0,0,0,12,7,0,0,0,0,7,6,0,0,0,0,6,3,0,0,0,0,3,10,0,0,0,0,10,102,0,0,0,0,102
UCL321039,9,0,0,0,0,11,7,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,21,0,0,0,0,21,25,0,0,0,0,25,30,0,0,0,0,30,14,0,0,0,0,14,9,0,0,0,0,10,7,0,0,0,0,5,11,0,0,0,0,11,138,0,3,0,6,138
UCL321040,8,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,12,0,0,0,0,12,15,0,0,0,0,15,26,0,0,0,0,26,30,0,0,0,0,30,13,0,0,0,0,13,14,0,0,0,0,14,0,0,0,0,0,0,7,0,0,0,0,7,127,0,0,0,0,127
UCL321041,0,0,0,0,0,0,5,0,0,0,0,5,8,0,0,0,0,8,0,0,0,0,0,0,16,0,0,0,0,14,12,0,0,0,0,12,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,53,0,0,0,0,54
UCL321042,6,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,0,0,5,10,0,0,0,0,10,24,0,0,0,0,24,22,0,0,0,0,26,18,0,0,0,0,23,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,96,0,0,0,0,100
UCL321043,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,15,0,0,0,0,15,12,0,0,0,0,12,23,0,0,0,0,23,24,0,0,0,0,24,18,0,0,0,0,18,6,0,0,0,0,6,9,0,0,0,0,9,113,0,0,0,0,113
UCL321044,27,0,0,0,0,27,14,0,0,0,0,14,17,0,0,0,0,17,25,0,0,0,0,25,48,0,0,0,0,48,65,0,0,0,0,65,27,0,0,0,0,24,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19,252,0,0,0,0,252
UCL321045,3,0,0,0,0,3,5,0,0,0,0,5,4,0,0,0,0,4,6,0,0,0,0,6,9,0,0,0,0,9,21,0,0,0,0,21,47,0,0,0,0,47,85,0,0,0,0,85,37,0,0,0,0,37,11,0,0,0,0,11,8,0,0,0,0,8,10,0,0,0,0,10,254,0,0,0,0,254
