UCL_CODE_2021,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
UCL315030,433,256,244,159,137,109,34,6,4,1387
UCL315031,601,360,519,423,393,301,114,25,4,2738
UCL315032,878,384,460,524,540,751,760,424,140,4860
UCL315033,121,79,72,93,139,231,298,159,32,1230
UCL315034,256,99,118,144,182,153,115,41,8,1119
UCL315035,868,322,432,479,401,337,249,86,13,3193
UCL315036,261,206,186,163,194,214,244,167,52,1695
UCL315037,815,435,436,546,535,526,480,231,62,4065
UCL315038,513,226,223,299,276,284,144,57,12,2030
UCL315039,248,187,145,155,126,91,36,24,0,1022
UCL315040,78,418,648,212,150,146,85,19,0,1759
UCL315041,230,137,151,176,190,212,155,56,11,1306
UCL315042,431,291,244,253,330,393,406,231,129,2712
UCL315043,137,89,63,66,121,171,234,122,46,1042
UCL315044,685,446,436,393,499,633,544,450,250,4334
UCL315045,527,275,324,388,456,431,307,117,17,2862
UCL315046,452,222,371,397,228,252,239,129,64,2351
UCL315047,495,215,284,256,273,226,159,85,22,2012
UCL315048,245,126,100,151,256,296,320,136,28,1649
UCL315049,426,203,197,324,348,425,323,166,34,2456
UCL315050,728,460,421,391,433,467,528,367,174,3976
UCL315051,845,538,587,541,683,620,499,261,70,4635
UCL315052,680,407,401,459,479,413,429,236,42,3542
UCL315053,514,333,378,351,296,381,265,133,79,2738
UCL315054,838,471,415,418,462,526,450,233,59,3873
UCL315055,243,163,143,212,369,689,887,402,82,3193
UCL315056,313,148,117,165,208,245,268,177,77,1707
UCL315057,338,213,170,241,352,454,640,408,168,2976
UCL315058,1022,430,568,611,448,298,162,64,9,3615
UCL315059,328,194,145,217,232,129,107,127,40,1533
UCL315060,703,257,347,388,271,237,130,54,11,2392
UCL315061,370,236,455,332,278,179,31,0,0,1884
UCL315062,247,175,190,140,161,138,129,103,58,1349
UCL315063,253,124,178,152,170,172,156,125,34,1371
UCL315064,411,186,209,213,170,134,123,69,39,1554
UCL315065,132,109,86,75,124,162,159,106,79,1021
UCL315066,655,359,352,458,460,411,316,143,32,3191
UCL315067,375,215,160,197,309,396,432,177,31,2293
UCL315068,370,181,172,184,234,232,212,113,47,1744
UCL315069,336,226,181,219,333,457,442,219,66,2487
UCL315070,456,228,290,255,200,190,145,67,18,1843
UCL315071,228,96,98,157,134,175,104,41,6,1042
UCL315072,151,121,220,104,112,127,105,89,44,1066
UCL315073,372,219,190,161,216,259,270,174,94,1966
UCL315074,523,311,285,309,402,502,648,352,102,3438
UCL315075,122,57,96,126,143,262,262,108,28,1194
UCL315076,884,528,463,481,570,514,455,300,114,4319
UCL315077,659,334,318,226,243,203,91,19,0,2098
UCL315078,628,343,287,292,315,278,327,264,197,2933
UCL315079,282,152,135,201,263,313,245,114,23,1735
UCL315080,463,358,901,605,590,711,631,301,64,4624
UCL315081,660,394,341,378,434,433,376,293,128,3440
UCL315082,134,80,79,111,166,257,239,102,10,1176
UCL315083,155,134,92,136,169,203,109,32,9,1039
UCL315084,263,171,157,180,273,453,396,128,23,2044
UCL315085,622,406,348,338,343,392,341,196,84,3074
UCL315086,351,221,167,278,521,836,866,403,49,3698
UCL315087,553,356,159,293,472,444,299,114,23,2712
UCL315088,728,419,405,435,391,462,373,190,85,3487
UCL315089,541,312,366,261,295,318,246,128,45,2508
UCL315090,758,435,493,467,543,628,804,523,213,4873
UCL315091,757,426,417,381,328,287,141,48,12,2805
UCL315092,146,105,80,107,211,461,701,374,102,2274
UCL315093,119,70,66,68,106,145,195,143,48,957
UCL315094,376,170,159,219,273,401,505,216,28,2344
UCL315095,370,271,380,261,259,249,217,162,74,2252
UCL315096,815,439,525,425,458,451,285,123,46,3567
UCL315097,452,251,306,226,240,203,178,63,14,1927
UCL315098,1052,556,797,636,572,364,91,31,10,4097
UCL315099,1026,514,506,601,527,355,243,82,13,3864
UCL315100,260,152,138,169,162,175,175,61,9,1300
UCL315101,436,192,195,283,234,248,143,59,12,1796
UCL315102,252,172,166,131,202,253,282,240,87,1782
UCL315103,221,89,137,151,180,232,220,84,13,1323
UCL315104,401,418,865,637,442,381,351,160,81,3734
UCL315105,90,40,61,63,114,320,464,176,30,1359
UCL315106,532,224,383,267,175,165,110,39,8,1897
UCL315107,555,238,466,329,323,302,245,108,30,2595
UCL315108,399,237,212,136,125,101,51,11,5,1273
UCL315109,147,84,71,100,139,167,209,109,30,1052
UCL321001,105,76,48,65,71,91,95,43,9,603
UCL321002,140,74,77,64,81,113,141,90,55,843
UCL321003,79,43,57,53,87,99,103,50,4,574
UCL321004,108,55,60,67,46,89,59,45,20,553
UCL321005,154,80,85,107,113,82,83,36,3,742
UCL321006,241,96,88,107,71,61,29,9,0,704
UCL321007,337,172,287,236,207,188,108,43,3,1590
UCL321008,113,62,51,76,140,210,235,107,9,998
UCL321009,224,132,151,133,166,154,126,113,40,1243
UCL321010,238,89,139,109,74,118,91,49,9,912
UCL321011,163,82,49,115,140,120,60,31,0,765
UCL321012,74,65,36,43,74,89,130,111,28,657
UCL321013,109,75,52,89,135,129,134,63,0,783
UCL321014,130,50,86,83,66,52,37,15,0,527
UCL321015,159,95,105,96,109,172,177,107,50,1064
UCL321016,75,43,37,44,56,96,163,76,19,606
UCL321017,187,89,77,111,119,184,134,81,6,988
UCL321018,170,51,88,99,93,98,81,33,4,715
UCL321019,264,95,100,181,152,129,77,18,4,1026
UCL321020,150,88,80,88,124,149,116,62,10,860
UCL321021,137,59,76,104,102,130,98,51,9,758
UCL321022,161,88,45,100,126,77,65,22,6,677
UCL321023,131,68,76,80,96,129,121,46,14,754
UCL321024,123,59,64,67,74,72,58,30,8,560
UCL321025,73,34,31,44,52,156,138,50,10,582
UCL321026,88,57,55,69,59,81,72,26,5,511
UCL321027,143,77,77,117,130,112,68,46,9,793
UCL321028,255,111,146,125,99,109,85,32,9,974
UCL321029,70,38,28,45,108,209,230,100,25,850
UCL321030,77,49,30,54,86,99,79,33,4,513
UCL321031,196,93,99,135,142,161,118,52,9,1021
UCL321032,387,217,134,217,336,325,255,109,6,1990
UCL321033,223,71,106,144,160,175,129,40,0,1046
UCL321034,266,113,122,112,138,155,121,61,31,1124
UCL321035,367,179,186,219,259,336,288,112,14,1956
UCL321036,240,107,163,137,157,120,100,38,9,1074
UCL321037,153,78,60,79,110,113,129,57,15,795
UCL321038,140,78,69,79,110,191,170,72,13,912
UCL321039,100,69,69,78,117,199,207,110,45,992
UCL321040,119,66,41,92,92,145,66,25,10,658
UCL321041,135,115,90,73,104,135,146,88,40,914
UCL321042,125,103,62,68,94,98,63,40,9,662
UCL321043,118,115,40,87,128,133,72,35,4,723
UCL321044,231,128,121,164,275,484,429,135,18,1995
UCL321045,262,110,120,200,162,129,76,24,3,1085
UCL321046,72,74,30,41,99,101,96,53,8,556
UCL321047,171,87,85,67,88,116,107,52,8,786
UCL321048,90,47,55,52,50,83,85,55,14,523
UCL321049,136,51,87,57,81,70,39,28,0,559
UCL321050,192,100,123,74,108,104,82,42,9,830
UCL321051,187,126,64,62,103,169,155,93,36,984
UCL321052,276,138,154,109,109,63,32,15,3,895
UCL321053,136,97,90,65,62,53,25,5,0,533
UCL321054,62,34,49,49,74,162,131,37,8,611
UCL321055,196,104,137,83,120,128,132,74,29,1004
UCL321056,142,59,79,72,91,115,94,79,26,760
UCL321057,124,41,60,51,86,126,118,85,46,734
UCL321058,196,102,105,130,113,118,129,61,20,980
UCL321059,239,141,92,140,196,168,132,42,10,1168
UCL321060,84,71,36,50,92,115,125,82,36,685
UCL321061,92,44,44,60,84,117,132,81,13,674
UCL321062,282,190,184,103,169,85,49,12,0,1079
UCL321063,156,101,68,97,156,169,133,70,11,968
UCL321064,51,56,36,30,89,135,137,68,15,624
UCL321065,227,123,102,135,177,229,169,102,15,1272
UCL321066,16,40,8,31,66,133,129,63,21,504
UCL321067,167,110,98,70,78,45,29,13,6,606
UCL321068,169,65,104,135,124,108,74,32,12,828
UCL321069,123,62,60,92,118,179,214,139,22,1014
UCL321070,148,64,69,107,86,95,84,31,8,696
UCL321071,101,65,60,63,93,96,79,39,3,597
UCL321072,215,98,103,111,132,89,83,27,10,860
UCL321073,122,67,132,87,115,174,115,50,8,872
UCL321074,159,89,88,89,91,109,121,66,23,835
UCL321075,303,133,123,185,202,133,92,32,4,1209
UCL321076,246,156,118,114,104,86,40,7,0,883
UCL321077,109,57,126,90,94,101,35,11,0,618
UCL321078,59,53,50,31,90,107,80,28,0,507
UCL321079,358,176,193,152,161,150,82,41,3,1326
UCL321080,383,258,461,430,292,271,218,87,14,2413
UCL321081,90,63,49,67,72,94,58,27,10,534
UCL321082,114,58,43,72,86,97,93,34,8,603
UCL321083,330,188,208,217,178,196,153,81,10,1565
UCL321084,88,66,57,72,108,150,155,68,14,780
UCL321085,16,19,18,15,37,160,244,59,13,576
UCL321086,138,91,78,98,101,59,32,9,0,606
UCL321087,99,66,39,76,79,89,93,55,5,600
UCL321088,121,83,66,54,112,125,131,69,27,786
UCL321089,50,15,20,34,68,132,127,56,12,518
UCL321090,171,69,35,84,141,74,121,99,28,819
UCL321091,57,25,25,28,80,109,120,64,13,518
UCL321092,61,38,25,43,59,118,95,71,9,516
UCL321093,102,85,43,77,82,114,114,56,13,673
UCL321094,97,71,50,73,92,83,103,48,16,640
UCL321095,159,69,70,100,135,167,168,70,17,956
UCL321096,131,71,90,93,76,111,70,71,29,731
UCL321097,203,109,85,122,176,157,100,50,6,1009
UCL321098,90,76,41,65,82,76,53,23,9,498
UCL321099,137,90,96,76,81,95,87,38,23,728
UCL321100,104,65,73,52,62,59,60,74,23,578
UCL321101,124,58,68,61,64,101,114,86,40,707
UCL321102,140,97,75,96,117,116,75,35,0,765
UCL321103,199,89,118,116,141,197,143,64,16,1076
UCL321104,197,105,115,133,95,74,4,0,0,724
UCL321105,258,116,108,164,188,225,222,109,19,1410
UCL321106,235,127,170,157,126,152,181,92,35,1277
UCL321107,83,44,50,55,88,162,122,71,18,701
UCL321108,120,49,56,73,63,80,77,22,14,567
UCL321109,152,77,86,106,112,123,110,75,21,856
UCL321110,135,62,62,71,129,145,188,92,22,904
UCL321111,175,70,78,76,115,136,151,52,10,860
UCL321112,362,172,172,98,108,69,36,8,0,1019
UCL321113,111,63,64,98,84,123,77,23,4,651
UCL321114,150,79,60,70,107,136,180,126,29,932
UCL322001,66,39,25,43,51,74,41,16,0,352
UCL322002,35,21,40,18,44,44,32,24,7,259
UCL322003,18,14,6,11,23,37,39,25,5,171
UCL322004,40,29,30,37,57,77,107,43,7,425
UCL322005,45,20,23,26,31,41,26,15,0,226
UCL322006,13,5,9,26,19,65,68,37,8,248
UCL322007,58,18,41,26,46,65,41,27,9,328
UCL322008,53,28,19,35,30,26,27,15,0,225
UCL322009,37,18,31,30,28,47,18,37,12,260
UCL322010,13,17,21,19,67,99,113,37,3,384
UCL322011,54,26,38,63,58,97,80,22,3,440
UCL322012,34,21,21,36,34,64,77,61,13,349
UCL322013,115,56,70,73,52,62,32,20,3,487
UCL322014,44,24,16,29,28,33,44,23,9,246
UCL322015,65,22,18,42,62,80,57,20,9,367
UCL322016,25,18,23,23,47,47,27,8,0,229
UCL322017,64,38,32,15,16,22,6,0,0,199
UCL322018,50,19,8,40,50,109,181,43,3,497
UCL322019,21,10,14,23,46,88,90,34,13,336
UCL322020,52,23,27,27,32,26,25,12,0,218
UCL322021,10,0,11,8,12,30,52,18,5,150
UCL322022,25,29,26,11,19,20,19,8,3,167
UCL322023,44,32,20,28,63,102,98,33,5,430
UCL322024,83,44,44,72,66,74,77,40,6,500
UCL322025,39,19,23,15,18,24,16,0,0,152
UCL322026,45,18,34,17,38,36,24,25,0,238
UCL322027,28,9,11,16,30,25,25,9,5,150
UCL322028,19,22,19,18,23,37,35,24,10,208
UCL322029,75,33,58,31,27,27,14,11,0,279
UCL322030,51,31,35,36,31,67,66,38,8,358
UCL322031,43,12,23,28,37,74,66,25,5,307
UCL322032,12,11,0,13,21,19,25,9,0,93
UCL322033,56,18,23,12,13,13,3,0,0,131
UCL322034,67,40,36,22,53,46,42,41,10,366
UCL322035,57,32,36,26,52,63,47,28,8,364
UCL322036,37,29,41,40,54,115,111,71,3,500
UCL322037,45,16,27,10,36,29,26,14,9,192
UCL322038,83,37,30,46,48,60,68,40,8,426
UCL322039,43,24,28,26,31,43,29,17,7,245
UCL322040,94,58,35,65,85,51,25,13,0,423
UCL322041,94,41,55,39,31,39,23,5,5,326
UCL322042,75,22,49,53,28,35,26,15,0,296
UCL322043,57,43,33,28,49,57,18,15,3,303
UCL322044,55,8,20,30,35,33,32,27,3,250
UCL322045,64,47,22,36,61,73,63,20,8,395
UCL322046,70,103,47,33,50,52,41,9,5,418
UCL322047,0,8,25,0,9,11,0,0,0,67
UCL322048,46,11,36,23,35,27,24,9,6,222
UCL322049,32,23,27,30,36,43,48,29,0,272
UCL322050,106,43,84,96,83,53,11,0,0,477
UCL322051,30,24,19,24,37,29,47,7,3,222
UCL322052,31,26,19,24,24,31,23,15,3,202
UCL322053,47,26,42,35,47,97,61,29,6,389
UCL322054,25,26,13,37,52,98,59,33,3,334
UCL322055,47,31,17,27,41,85,91,40,5,390
UCL322056,89,50,31,26,40,12,8,9,0,261
UCL322057,106,66,49,66,58,68,48,27,0,490
UCL322058,31,19,12,28,43,108,113,39,15,390
UCL322059,79,39,54,27,38,24,10,0,0,275
UCL322060,74,42,19,49,56,103,79,28,11,467
UCL322061,218,94,73,45,13,31,22,4,0,493
UCL322062,60,27,43,21,38,46,40,16,10,301
UCL322063,74,44,59,45,39,58,34,12,5,377
UCL322064,46,34,26,33,37,49,35,17,0,276
UCL322065,54,22,25,21,32,38,20,19,3,234
UCL322066,10,10,9,14,22,68,74,26,0,240
UCL322067,41,28,41,46,78,125,84,44,6,487
UCL322068,47,19,31,26,29,43,49,21,5,272
UCL322069,29,24,19,23,52,72,73,55,8,346
UCL322070,73,23,27,39,63,75,76,43,14,429
UCL322071,24,8,17,15,13,16,14,3,0,101
UCL322072,47,27,22,27,36,36,31,25,3,257
UCL322073,59,19,34,39,36,78,102,51,15,431
UCL322074,4,9,3,11,15,75,88,35,7,249
UCL322075,84,52,35,30,26,15,5,0,0,253
UCL322076,128,70,75,48,33,40,29,7,0,425
UCL322077,99,83,51,55,46,32,34,9,0,406
UCL322078,38,28,22,19,29,38,36,15,3,228
UCL322079,92,35,37,50,48,34,16,8,0,317
UCL322080,28,10,11,32,33,46,36,26,3,221
UCL322081,51,28,30,26,31,64,53,19,12,314
UCL322082,53,34,29,42,53,66,54,40,7,385
UCL322083,50,18,20,29,25,30,30,13,4,221
UCL322084,51,12,33,19,42,38,35,22,4,253
UCL322085,75,56,44,55,89,72,61,23,6,477
UCL322086,40,25,19,25,25,45,38,12,3,238
UCL322087,62,29,46,61,81,75,61,19,0,430
UCL322088,40,20,19,22,33,42,56,18,4,250
UCL322089,75,37,43,45,55,53,44,25,11,391
UCL322090,45,24,33,31,34,42,22,3,3,233
UCL322091,45,17,19,15,26,49,32,12,4,227
UCL322092,132,71,71,30,45,34,14,0,0,398
UCL322093,32,13,25,36,48,70,33,42,4,313
UCL322094,14,15,9,17,26,59,30,11,5,186
UCL322095,36,19,23,31,42,62,87,53,11,364
UCL322096,132,48,45,77,78,55,40,24,4,498
UCL322097,29,38,28,27,45,95,97,19,9,383
UCL322098,64,61,22,48,57,57,38,10,4,354
UCL322099,46,29,27,19,34,37,57,29,0,281
UCL322100,97,31,69,51,56,76,50,21,6,451
UCL322101,107,31,71,46,55,68,51,29,6,459
UCL322102,127,35,57,41,26,24,19,7,5,340
UCL322103,53,30,28,34,59,59,60,25,10,363
UCL322104,60,38,24,40,74,91,39,22,7,385
UCL322105,65,21,30,15,30,46,38,20,6,268
UCL322106,73,48,45,37,37,35,18,5,0,293
UCL322107,11,8,16,15,8,31,21,11,0,125
UCL322108,34,18,25,16,35,29,33,15,3,211
UCL322109,70,38,47,47,56,58,57,14,0,398
UCL322110,71,41,60,48,67,83,50,19,5,442
UCL322111,71,44,35,34,37,46,27,16,0,311
UCL322112,44,17,35,47,41,49,35,9,4,292
UCL322113,77,22,46,35,36,31,22,12,0,278
UCL322114,82,21,50,46,39,65,61,26,9,402
UCL322115,50,21,30,26,32,45,49,27,3,283
UCL322116,40,17,13,21,32,61,43,21,3,244
UCL322117,12,13,13,21,22,66,83,49,11,297
UCL322118,44,31,39,24,29,39,30,23,4,254
UCL322119,38,17,30,37,22,32,16,5,0,194
UCL322120,88,38,77,48,43,50,46,52,15,451
UCL322121,68,26,41,31,49,88,118,46,8,472
UCL322122,9,23,20,15,31,58,64,59,6,290
UCL322123,33,21,13,22,42,35,24,17,6,218
UCL322124,20,12,18,16,24,53,25,27,0,193
UCL322125,96,42,38,37,47,64,72,26,4,428
UCL322126,42,24,13,21,16,36,39,36,42,270
UCL322127,48,31,24,37,51,93,110,70,12,477
UCL322128,159,66,58,40,34,26,6,3,0,394
UCL322129,39,14,18,22,22,41,36,20,0,213
UCL322130,43,23,28,36,38,86,78,19,8,360
UCL322131,31,20,19,18,30,34,34,17,4,199
UCL322132,102,42,71,41,48,48,34,24,5,417
UCL322133,101,39,54,47,23,14,11,0,4,287
UCL322134,3,0,7,5,15,20,26,15,5,101
UCL322135,80,29,53,29,35,36,10,8,0,276
UCL322136,69,30,33,37,58,66,47,18,0,365
UCL322137,37,16,9,18,24,37,28,10,3,189
UCL322138,39,22,18,17,24,29,39,30,4,222
UCL322139,98,26,58,28,24,27,13,3,0,283
UCL331001,78009,46780,41750,51750,67583,74122,58073,25367,5145,448574
UCL379997,0,16,49,64,45,5,3,0,0,183
UCL399994,1437,1495,2649,2077,1929,2468,2124,444,44,14670
UCL401001,211465,152601,178542,167621,155078,148698,124690,73023,33293,1245011
UCL412001,5157,3508,3371,3343,3685,3836,2889,1928,838,28562
UCL412002,4335,2689,3041,2886,2727,2186,2109,1164,415,21554
UCL412003,4859,3135,3379,3015,3273,3374,3036,1867,804,26734
UCL412004,3771,2394,2693,2336,2880,2886,2070,1409,447,20880
UCL413001,3057,1750,1211,1981,2460,2137,2027,878,275,15783
UCL413002,2933,1985,2238,1950,2074,2242,2029,1447,549,17457
UCL413003,2345,1423,2008,1536,1538,1661,1280,746,243,12788
UCL413004,2599,1642,1806,1626,1783,1907,1656,959,432,14404
UCL413005,2344,1689,1595,1371,1746,1815,1616,1092,437,13708
UCL413006,1936,1103,1038,1294,1516,2341,3743,2682,1056,16709
UCL414001,855,516,510,605,818,1363,2209,1434,435,8756
UCL414002,1140,580,748,675,714,581,455,160,31,5082
UCL414003,959,540,751,710,560,570,545,398,191,5223
UCL414004,978,682,685,744,734,735,847,571,234,6204
UCL414005,1108,660,652,639,793,834,904,639,209,6429
UCL415001,418,192,186,259,310,323,293,167,47,2184
UCL415002,922,554,539,520,574,460,284,183,62,4088
UCL415003,356,204,202,164,225,237,267,182,108,1956
UCL415004,290,181,182,200,222,216,206,119,44,1660
UCL415005,270,179,203,189,214,220,292,206,127,1895
UCL415006,667,523,515,472,498,489,523,292,166,4143
UCL415007,489,322,425,368,296,313,276,237,109,2840
UCL415008,465,223,338,232,308,274,267,140,45,2290
UCL415009,555,331,422,354,399,422,463,296,131,3379
UCL415010,179,111,204,155,176,208,225,148,29,1437
UCL415011,255,89,132,135,128,177,199,143,67,1322
UCL415012,627,305,369,323,277,285,224,69,37,2516
UCL415013,357,217,137,249,310,290,313,250,184,2313
UCL415014,232,130,152,118,148,218,179,142,68,1389
UCL415015,781,487,497,498,545,645,624,409,180,4666
UCL415016,439,233,266,258,302,427,370,260,77,2633
UCL415017,283,142,226,162,207,311,312,199,80,1915
UCL415018,206,137,134,128,169,244,330,205,79,1637
UCL415019,361,293,203,238,405,402,177,75,26,2174
UCL415020,416,206,258,256,273,310,206,171,72,2174
UCL415021,694,369,409,393,451,473,548,423,194,3947
UCL415022,351,198,205,239,255,265,234,110,26,1883
UCL415023,159,90,89,85,109,188,149,140,63,1079
UCL415024,331,216,198,165,294,380,492,343,114,2537
UCL415025,304,142,79,199,200,109,94,42,6,1175
UCL415026,440,276,216,305,389,508,514,444,187,3277
UCL415027,274,102,200,191,134,125,67,31,11,1126
UCL415028,165,98,90,117,135,168,190,75,15,1057
UCL415029,709,549,402,467,610,728,695,397,210,4760
UCL415030,541,282,353,307,483,758,1095,609,198,4627
UCL415031,281,146,131,179,173,152,136,37,5,1232
UCL415032,266,126,117,178,196,438,608,261,67,2262
UCL415033,183,101,159,116,125,133,140,64,13,1026
UCL415034,227,111,148,150,184,216,202,105,35,1376
UCL415035,187,109,107,128,183,271,264,138,41,1428
UCL415036,123,59,67,61,90,191,257,181,85,1116
UCL415037,733,499,625,517,518,547,653,412,200,4703
UCL415038,149,79,115,113,126,210,233,110,29,1156
UCL415039,1023,395,759,674,457,311,50,14,3,3671
UCL415040,209,171,129,125,176,217,193,149,44,1412
UCL415041,706,359,391,516,579,614,637,386,210,4394
UCL415042,181,93,102,129,143,220,313,234,104,1511
UCL415043,622,359,496,366,386,345,231,93,35,2947
UCL415044,437,165,392,251,184,149,71,31,17,1687
UCL415045,247,145,188,140,142,182,310,198,121,1670
UCL415046,541,290,288,392,460,780,873,485,140,4241
UCL415047,462,255,260,272,335,303,224,78,52,2238
UCL415048,420,236,152,273,363,335,322,164,39,2300
UCL415049,286,177,174,222,234,271,250,188,83,1890
UCL421001,124,67,86,88,92,200,286,168,79,1188
UCL421002,63,21,46,44,61,92,136,56,15,530
UCL421003,190,111,93,98,141,132,102,47,18,932
UCL421004,138,72,70,73,91,162,181,98,29,922
UCL421005,132,47,84,75,76,119,115,92,46,796
UCL421006,143,83,53,96,101,123,60,20,7,688
UCL421007,82,32,52,67,76,123,145,74,7,667
UCL421008,139,67,96,92,124,161,205,87,35,1004
UCL421009,148,65,76,79,87,86,98,71,43,748
UCL421010,141,68,73,108,91,71,61,16,8,630
UCL421011,73,54,52,48,62,91,111,78,32,601
UCL421012,108,61,59,61,72,97,112,55,8,623
UCL421013,200,103,104,112,178,179,112,34,16,1045
UCL421014,114,92,71,71,103,100,71,42,58,721
UCL421015,110,69,49,83,75,101,71,32,33,615
UCL421016,66,68,33,45,85,109,76,22,0,511
UCL421017,131,54,53,98,71,58,40,5,0,511
UCL421018,203,113,124,124,134,160,154,82,43,1140
UCL421019,98,45,65,61,53,90,79,73,35,608
UCL421020,95,38,65,56,68,69,70,72,30,567
UCL421021,103,37,48,50,50,74,74,60,27,522
UCL421022,158,89,120,107,148,170,142,39,9,977
UCL421023,167,94,149,130,92,118,71,52,18,887
UCL421024,124,59,94,82,64,140,151,109,41,860
UCL421025,88,63,80,61,100,169,189,56,15,831
UCL421026,101,55,60,62,73,103,144,111,63,759
UCL421027,111,45,72,70,78,81,85,49,21,618
UCL421028,93,74,36,51,88,125,53,18,5,543
UCL421029,66,44,44,42,58,84,84,44,47,516
UCL421030,72,48,92,68,56,98,78,39,24,575
UCL421031,75,55,47,49,82,130,142,61,25,660
UCL421032,104,63,81,57,81,85,75,39,8,593
UCL421033,130,103,88,77,48,36,22,13,0,519
UCL421034,161,91,115,92,130,190,215,119,38,1150
UCL421035,107,72,51,48,83,118,139,113,55,795
UCL421036,208,156,95,133,156,140,66,22,11,987
UCL421037,166,81,120,83,101,139,154,71,52,967
UCL421038,169,106,90,125,115,154,115,45,20,931
UCL421039,160,65,82,108,94,97,37,11,0,661
UCL421040,122,88,42,71,111,82,92,33,7,661
UCL421041,94,31,61,58,52,77,76,32,29,516
UCL421042,86,55,47,57,93,113,160,112,68,795
UCL421043,83,56,45,48,92,103,144,68,28,667
UCL422001,68,26,30,45,37,41,30,3,4,277
UCL422002,105,63,87,40,55,36,6,8,0,393
UCL422003,20,9,18,17,30,62,82,31,7,280
UCL422004,27,17,17,22,40,59,51,24,10,260
UCL422005,36,11,21,20,16,33,57,13,4,219
UCL422006,37,22,30,30,54,63,91,28,8,370
UCL422007,23,10,13,20,32,63,63,21,10,247
UCL422008,78,58,48,54,42,70,53,34,3,442
UCL422009,24,16,25,16,22,44,43,46,33,266
UCL422010,83,18,17,49,53,68,64,30,5,390
UCL422011,23,9,8,18,30,37,56,33,5,228
UCL422012,77,66,58,55,71,78,49,20,0,478
UCL422013,67,28,35,39,57,48,27,13,0,317
UCL422014,25,24,14,17,25,46,28,9,0,193
UCL422015,27,13,24,20,44,95,109,42,12,386
UCL422016,27,12,11,14,23,47,33,15,7,197
UCL422017,22,19,10,11,29,33,46,33,14,222
UCL422018,16,12,24,18,20,32,48,19,3,193
UCL422019,37,22,25,30,42,101,156,67,14,497
UCL422020,67,23,22,51,29,52,48,31,8,333
UCL422021,31,12,26,20,34,32,43,17,10,226
UCL422022,75,77,63,44,37,19,10,4,6,338
UCL422023,50,27,30,28,50,51,42,22,0,287
UCL422024,53,62,50,43,26,19,4,3,0,261
UCL422025,53,25,36,23,28,50,70,38,31,337
UCL422026,94,43,68,46,57,57,31,15,3,417
UCL422027,13,9,21,14,9,21,6,0,0,91
UCL422028,40,27,29,29,21,51,60,23,9,288
UCL422029,69,57,67,31,30,20,4,3,0,277
UCL422030,52,25,29,32,31,59,65,32,5,326
UCL422031,44,32,19,31,50,60,56,24,9,324
UCL422032,68,33,27,46,44,55,35,7,3,324
UCL422033,25,42,11,14,58,69,33,10,5,270
UCL422034,46,39,38,17,51,64,49,17,7,324
UCL422035,98,61,58,51,60,59,35,22,3,443
UCL422036,81,37,44,57,52,74,65,33,3,456
UCL422037,67,30,21,40,37,26,43,25,0,291
UCL422038,38,27,20,21,38,31,32,32,3,251
UCL422039,30,12,21,16,26,47,48,20,0,227
UCL422040,29,15,21,31,39,37,52,31,10,269
UCL422041,36,25,24,21,28,56,79,51,0,327
UCL422042,19,17,24,11,45,70,58,43,5,282
UCL422043,10,3,11,5,29,39,34,17,4,154
UCL422044,40,12,16,24,38,56,65,52,10,321
UCL422045,21,15,20,21,40,101,164,72,33,494
UCL422046,48,30,40,34,42,74,68,41,11,397
UCL422047,17,11,6,20,13,47,30,6,8,162
UCL422048,58,15,28,30,35,69,62,42,18,356
UCL422049,47,23,35,32,27,69,31,23,8,292
UCL422050,33,13,16,28,24,31,36,14,0,194
UCL422051,76,39,35,42,63,73,55,6,3,398
UCL422052,44,13,38,17,47,93,116,93,12,480
UCL422053,11,13,21,20,38,61,64,39,10,274
UCL422054,25,33,10,11,38,49,33,24,7,226
UCL422055,38,27,31,25,66,58,45,29,5,329
UCL422056,51,27,47,32,22,32,28,21,18,277
UCL422057,61,53,45,58,52,56,53,11,4,396
UCL422058,38,15,19,16,13,30,30,19,8,194
UCL422059,87,47,37,46,48,85,72,38,7,472
UCL422060,20,11,7,17,23,48,53,16,10,206
UCL422061,18,11,19,21,26,30,5,3,0,132
UCL422062,53,20,29,31,27,24,15,6,0,211
UCL422063,68,66,47,35,59,28,5,0,0,302
UCL431001,24978,15122,12777,16088,21437,25136,19900,8239,1738,145402
UCL479997,0,0,0,3,5,0,0,0,0,12
UCL499994,409,394,627,534,478,513,359,64,11,3377
UCL501001,387885,246891,295897,297929,263686,229678,182320,99540,39936,2043762
UCL511001,14972,8488,9322,9920,9801,9377,7670,4119,1523,75196
UCL512001,5431,3413,3469,3451,3878,4117,3864,2432,1066,31128
UCL512002,4900,2591,2622,3266,3560,3486,3722,2196,884,27233
UCL512003,6482,3882,3846,4050,4359,4229,3237,1863,762,32717
UCL512004,6476,3575,4745,4344,3886,3399,1770,669,202,29068
UCL513001,3421,1552,2504,2413,2075,1573,819,237,63,14660
UCL513002,1959,1140,1217,1197,1256,1337,1090,760,255,10218
UCL513003,4497,1816,3195,3353,2357,1328,384,75,11,17013
