UCL_CODE_2021,Sme_Usl_ad_5_yr_ago_as_2021_M,Sme_Usl_ad_5_yr_ago_as_2021_F,Sme_Usl_ad_5_yr_ago_as_2021_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
UCL122013,75,56,128,3,3,4,16,21,34,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,19,41,0,3,3,0,0,0,20,25,49,9,15,22,102,97,204
UCL122014,104,94,204,15,17,27,24,22,43,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,0,0,0,28,34,54,0,0,0,0,0,0,39,42,86,14,4,20,154,150,304
UCL122015,60,55,120,8,10,15,34,42,73,0,0,0,3,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,44,74,0,0,0,0,0,0,41,54,96,12,18,32,119,132,249
UCL122016,72,74,146,8,12,20,18,11,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,33,6,5,4,3,0,3,32,33,65,13,15,27,119,117,239
UCL122017,91,71,166,8,7,14,11,22,33,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,11,10,25,0,0,0,33,38,68,0,0,0,0,0,0,42,39,83,28,18,40,159,129,287
UCL122018,122,109,232,19,14,34,21,27,47,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,27,53,0,0,5,0,0,0,49,45,94,32,31,58,200,186,382
UCL122019,78,89,165,13,8,15,23,22,43,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,23,24,54,4,4,6,3,0,3,42,32,78,17,18,32,136,138,279
UCL122020,79,73,146,3,8,17,37,28,60,4,0,6,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,49,32,78,0,0,0,0,0,0,52,43,97,9,8,18,147,123,267
UCL122021,74,51,120,5,3,12,30,18,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,19,48,0,0,0,0,0,0,38,28,62,0,0,3,109,81,188
UCL122022,149,143,295,15,14,25,49,46,98,0,0,3,3,12,14,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,0,60,64,122,6,0,7,0,3,4,80,81,159,6,7,10,234,232,463
UCL122023,136,124,261,19,17,35,42,41,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,48,92,0,0,0,0,0,0,67,60,131,3,6,13,207,191,398
UCL122024,93,86,178,3,3,14,25,21,43,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,9,12,15,0,0,0,39,32,74,0,0,0,0,0,0,46,41,81,10,8,20,151,130,282
UCL122025,66,51,118,10,12,22,12,13,27,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,0,0,25,14,44,0,0,0,38,36,74,0,0,0,0,0,0,52,49,93,3,10,17,124,104,235
UCL122026,72,64,140,7,7,8,34,21,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,21,46,0,4,0,0,0,0,35,25,63,8,8,16,121,100,219
UCL122027,72,56,126,13,14,28,14,14,31,0,4,4,7,4,14,0,0,0,0,3,5,0,0,0,0,0,0,0,0,6,0,0,0,32,32,61,0,0,5,0,0,0,46,49,92,8,8,16,125,116,238
UCL122028,98,94,194,10,14,23,40,37,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,36,83,0,0,0,0,3,5,57,59,114,25,21,52,185,176,353
UCL122029,58,64,121,5,4,10,51,48,94,4,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,49,97,0,0,0,0,0,0,56,53,113,15,8,24,129,129,256
UCL122030,110,116,224,14,17,32,23,22,48,0,0,3,4,3,7,0,0,0,0,0,0,0,0,0,0,0,3,5,4,9,0,0,0,34,33,67,0,0,0,0,0,0,49,51,104,20,30,47,178,193,373
UCL122031,113,112,224,4,9,18,70,86,156,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,91,162,0,0,0,0,0,0,79,99,177,8,4,12,203,215,419
UCL122032,131,121,251,17,13,37,24,28,51,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,42,0,0,0,49,51,99,5,3,8,0,5,5,71,71,144,20,18,40,224,208,428
UCL122033,76,78,156,4,8,11,16,21,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,21,38,0,0,0,3,0,0,22,27,54,10,7,19,104,117,221
UCL122034,74,65,142,4,8,12,28,23,54,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,30,57,0,5,6,0,0,0,33,37,72,0,5,5,108,106,217
UCL122035,99,113,212,34,32,66,29,36,71,6,3,6,0,4,6,0,0,0,0,0,0,0,0,4,0,0,0,0,4,9,0,0,0,45,53,92,0,0,0,0,0,0,75,89,160,9,16,23,179,215,398
UCL122036,95,93,192,11,16,33,19,14,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,14,40,7,4,12,0,0,3,37,43,80,59,64,130,195,203,394
UCL122037,70,73,139,0,4,7,16,18,32,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,22,20,39,0,0,0,38,41,77,5,0,0,0,0,0,45,45,86,4,8,14,113,123,240
UCL122038,82,68,152,9,4,8,41,45,79,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,42,92,0,0,0,5,0,4,50,53,108,13,9,17,145,127,269
UCL122039,124,127,251,6,11,14,44,58,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,58,110,0,0,0,0,0,0,57,71,128,18,14,29,198,214,408
UCL122040,57,50,104,15,10,29,24,43,69,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,43,70,0,0,0,0,0,0,41,61,101,6,10,21,107,120,228
UCL122041,121,109,227,7,11,12,37,43,78,0,0,0,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,43,45,86,0,3,0,0,0,0,48,54,105,18,14,31,188,180,365
UCL122042,87,76,162,13,15,28,30,24,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,24,60,0,0,0,0,0,0,43,47,90,14,8,20,144,124,268
UCL122043,104,83,195,22,13,34,25,25,49,0,0,0,3,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,31,56,0,0,0,0,0,0,48,37,89,8,11,21,166,137,302
UCL122044,44,45,88,0,0,0,5,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,14,0,0,0,0,0,0,13,11,15,0,0,3,53,58,110
UCL122045,83,66,145,12,15,24,19,24,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,20,24,45,0,0,4,0,0,0,34,37,76,15,8,23,132,110,241
UCL122046,147,134,284,14,18,29,50,61,114,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,53,66,117,5,0,8,0,0,3,70,84,159,13,14,33,232,238,466
UCL122047,88,99,182,11,9,22,38,35,71,0,5,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,36,80,0,3,11,0,0,0,57,55,113,6,8,15,152,155,308
UCL122048,119,106,225,10,21,29,7,9,18,14,9,27,0,3,10,0,0,4,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,29,32,58,5,3,7,3,0,3,45,51,98,58,60,117,226,214,440
UCL122049,90,100,193,4,11,20,26,17,38,0,0,0,13,9,20,0,0,0,0,0,0,3,0,3,0,0,0,0,4,5,0,0,0,41,30,70,0,0,5,0,0,0,52,45,97,13,11,27,151,158,312
UCL122050,63,62,125,11,8,17,12,13,28,5,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,21,37,0,0,0,0,0,0,22,27,50,11,14,22,95,104,196
UCL122051,77,69,143,8,10,19,18,27,50,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,30,57,0,0,0,0,4,5,36,43,79,20,24,48,136,134,269
UCL122052,60,65,124,23,19,33,36,35,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,36,74,0,0,0,0,0,0,54,53,102,16,13,23,121,128,250
UCL122053,96,89,180,0,14,15,23,23,44,0,0,3,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,30,59,0,0,0,0,5,5,30,47,72,17,15,29,139,150,288
UCL122054,119,123,245,10,5,17,6,4,5,31,23,54,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,33,62,6,14,19,4,3,3,48,49,103,60,64,128,235,234,470
UCL122055,105,130,237,11,12,19,59,58,111,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,65,116,0,0,0,0,0,0,68,71,142,7,10,20,181,209,397
UCL122056,91,92,182,11,15,29,34,26,59,0,0,0,6,3,14,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,40,37,73,0,0,0,0,0,3,54,51,106,3,6,9,146,152,296
UCL122057,83,85,166,0,0,5,30,32,67,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,39,71,0,0,0,0,0,0,43,36,80,3,4,9,122,128,253
UCL122058,145,120,265,13,10,22,60,59,121,4,0,3,0,0,3,0,0,0,4,5,8,0,0,0,0,0,0,0,0,3,0,0,0,65,67,136,0,0,0,0,5,3,77,83,161,19,16,39,239,223,460
UCL122059,121,128,249,11,15,33,47,49,91,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,47,99,0,0,0,4,0,3,70,65,135,18,20,39,208,213,420
UCL122060,116,111,228,7,10,17,26,38,63,0,0,0,3,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,39,75,0,0,0,0,0,0,40,56,92,30,24,52,186,188,376
UCL122061,48,54,106,4,3,7,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,8,9,15,20,25,41,80,83,163
UCL122062,88,78,164,16,18,38,18,15,33,4,5,8,6,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,24,55,0,0,0,0,0,6,45,46,89,29,24,54,161,145,301
UCL122063,86,80,163,15,30,40,24,31,54,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,35,62,0,0,0,0,0,3,44,65,106,8,7,19,139,149,286
UCL122064,88,96,188,16,26,37,21,27,49,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,31,55,0,3,3,0,0,0,44,55,99,20,19,39,152,172,319
UCL122065,114,99,216,17,11,26,31,31,61,0,0,0,10,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,41,78,0,0,4,0,0,0,53,57,113,18,7,30,190,162,356
UCL122066,115,133,248,6,12,19,38,39,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,41,85,0,0,4,0,0,0,48,58,106,3,3,4,166,190,357
UCL122067,110,116,223,13,19,33,51,62,112,8,8,17,5,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,59,72,138,0,0,3,0,0,0,81,93,172,13,17,26,206,220,427
UCL122068,32,39,71,5,3,8,9,9,18,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,27,0,0,0,0,0,0,26,14,36,23,24,47,78,78,158
UCL122069,62,79,144,25,23,46,36,43,81,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,32,45,83,4,7,10,3,6,7,65,77,147,8,7,16,135,165,301
UCL122070,133,143,277,4,15,21,41,47,89,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,47,88,3,3,9,0,4,3,55,73,124,6,4,9,193,218,412
UCL122071,50,68,115,44,54,99,51,38,91,7,4,7,5,0,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,64,50,111,0,0,0,0,0,3,109,107,215,9,3,11,161,176,337
UCL122072,48,44,96,8,20,30,23,24,50,11,12,23,5,5,18,0,0,0,0,3,0,0,0,0,0,0,0,5,7,8,0,0,0,55,49,97,0,0,0,0,0,0,61,65,125,9,10,17,122,116,235
UCL122073,72,68,142,9,4,18,37,39,75,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,0,0,0,40,41,85,0,6,8,0,0,0,51,49,106,20,10,27,145,132,275
UCL122074,85,65,155,9,7,13,27,31,57,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,63,0,0,0,0,0,0,36,37,77,18,18,37,140,130,265
UCL122075,70,81,146,11,10,25,28,32,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,30,60,3,0,8,4,0,4,43,51,89,11,4,12,124,129,253
UCL122076,62,67,131,12,11,25,18,17,38,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,25,46,0,0,0,0,0,0,35,40,70,6,4,8,101,104,209
UCL122077,99,115,216,14,14,26,23,24,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,24,46,0,0,0,0,0,0,39,36,74,23,27,49,155,181,337
UCL122078,54,83,138,4,6,11,21,25,53,4,4,11,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,41,72,3,3,10,0,0,0,43,52,93,14,9,25,117,144,257
UCL122079,103,96,198,5,4,11,20,29,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,27,45,0,4,6,0,0,0,24,34,57,5,0,5,130,130,261
UCL122080,153,162,319,12,4,14,34,28,62,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,31,66,0,0,6,0,0,7,47,44,87,9,5,17,210,208,423
UCL122081,74,75,154,9,19,22,18,14,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,27,0,0,0,0,0,0,24,29,53,17,19,38,114,132,243
UCL122082,64,63,130,3,4,11,35,38,70,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,37,73,0,0,0,0,0,0,44,42,80,9,0,13,115,106,225
UCL122083,102,90,190,23,18,47,9,16,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,18,32,0,0,0,0,0,0,40,40,78,6,5,10,147,134,284
UCL122084,53,48,103,9,9,17,19,25,40,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,21,47,0,0,0,0,0,0,32,34,61,18,13,32,101,88,195
UCL122085,71,65,135,15,10,25,33,27,59,0,0,0,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,39,27,68,0,0,4,0,0,3,52,44,97,21,17,39,138,119,267
UCL122086,123,96,217,8,11,22,17,29,47,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,37,54,0,0,3,0,0,0,35,50,80,30,30,65,184,181,366
UCL122087,62,58,119,3,8,15,14,17,28,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,15,38,0,0,0,0,0,0,21,24,52,3,4,12,94,89,183
UCL122088,80,59,141,5,7,13,17,21,36,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,21,27,47,0,0,0,0,0,0,28,30,64,13,20,31,125,112,240
UCL122089,103,106,207,37,49,86,34,28,62,0,3,3,9,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,43,41,82,0,0,4,0,0,0,84,91,176,26,16,49,213,212,432
UCL122090,144,142,284,3,5,7,49,46,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,46,92,7,5,13,0,0,0,54,50,107,19,8,31,221,206,425
UCL122091,75,71,153,16,21,36,11,10,20,11,11,16,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,23,52,3,14,20,0,0,0,49,58,104,28,29,55,152,164,316
UCL122092,110,125,231,0,8,7,41,48,87,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,49,97,0,6,6,0,0,0,50,60,104,10,9,15,167,190,357
UCL122093,76,92,174,13,17,33,13,28,43,4,3,0,11,16,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,42,63,4,6,11,0,0,0,43,69,107,22,34,56,143,192,332
UCL122094,90,91,182,5,8,17,40,39,84,0,4,11,5,5,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,51,53,99,5,6,11,0,3,4,60,67,123,16,14,29,161,169,337
UCL122095,60,62,123,0,0,0,38,25,63,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,42,27,70,0,0,5,0,0,0,43,27,70,12,11,26,119,105,223
UCL122096,64,59,127,4,5,14,43,32,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,39,36,76,0,0,0,0,0,0,50,40,88,15,14,30,126,113,239
UCL122097,57,54,116,0,7,14,27,22,46,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,25,26,55,0,4,4,0,0,0,32,38,65,15,7,17,102,100,199
UCL122098,98,78,174,25,39,69,20,39,56,3,0,7,3,8,19,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,36,52,91,5,3,5,4,3,5,68,96,166,58,74,133,223,247,475
UCL122099,71,58,131,10,5,14,23,27,55,0,4,4,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,30,38,67,0,3,3,0,0,0,36,46,85,15,9,16,124,114,233
UCL122100,125,119,242,13,12,27,76,64,138,0,4,3,3,0,9,0,0,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,0,83,76,157,0,0,0,0,0,0,96,85,184,25,31,58,252,233,482
UCL122101,97,98,197,15,11,29,45,44,89,0,0,5,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,51,50,108,0,4,4,0,0,0,74,70,141,11,12,20,185,180,359
UCL122102,78,77,153,15,8,24,22,30,52,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,33,55,0,0,3,0,0,0,39,42,85,41,26,66,159,139,301
UCL122103,59,62,127,6,3,11,10,12,22,7,8,15,0,0,3,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,15,27,40,0,0,0,0,0,0,25,28,52,9,0,9,95,94,196
UCL122104,153,148,301,0,0,0,47,51,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,51,96,3,3,3,0,0,0,49,50,105,0,0,0,208,200,403
UCL122105,114,87,200,13,10,21,29,24,51,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,30,27,56,0,0,3,0,3,3,48,37,86,8,0,7,165,129,289
UCL122106,64,68,135,6,10,19,24,16,35,0,0,0,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,18,47,0,0,0,0,0,0,34,30,60,44,53,101,146,147,292
UCL122107,111,103,216,11,14,30,20,28,49,0,0,0,3,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,29,58,5,5,9,0,0,0,42,52,94,3,4,10,158,157,322
UCL122108,54,49,98,5,6,14,24,29,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,29,58,0,0,3,0,3,0,37,38,70,20,14,34,104,103,207
UCL122109,24,17,44,5,0,8,5,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,12,10,9,21,0,0,0,24,17,45,6,3,11,54,41,95
UCL122110,106,130,241,8,8,12,40,42,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,48,86,0,0,0,0,0,0,49,57,100,7,0,4,162,185,344
UCL122111,116,110,223,9,6,11,54,40,94,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,37,95,0,3,4,0,0,0,65,46,113,4,6,13,189,164,349
UCL122112,81,75,154,11,5,18,37,39,70,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,38,80,0,0,0,0,0,0,48,43,100,9,14,23,142,133,277
UCL122113,66,55,124,5,9,6,20,19,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,19,43,0,0,0,0,0,0,23,27,56,3,6,7,94,89,184
UCL122114,90,92,182,18,15,33,11,18,34,0,0,5,5,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,25,42,0,0,0,0,0,0,35,45,83,7,10,18,137,141,281
UCL122115,70,68,140,9,8,21,28,29,58,3,4,9,4,0,4,0,0,0,0,0,3,0,0,0,0,6,3,0,0,0,0,0,0,39,42,77,0,0,0,0,0,0,49,54,105,12,14,23,139,132,268
UCL122116,88,74,161,3,3,9,23,27,53,4,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,7,5,14,0,0,0,35,37,71,4,3,10,0,0,0,41,48,91,15,10,28,146,136,281
UCL122117,152,135,286,4,11,13,42,48,91,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,50,98,0,0,0,0,0,0,53,57,110,9,0,11,220,194,407
UCL122118,95,92,183,0,7,6,35,35,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,33,72,0,0,0,0,0,0,35,38,78,11,5,12,138,135,275
UCL122119,93,90,184,0,0,4,29,35,67,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,9,11,12,0,0,0,43,50,91,0,0,3,0,0,0,47,56,104,9,12,20,151,158,314
UCL122120,126,127,251,31,32,62,27,23,49,11,12,24,3,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,0,0,0,41,54,101,0,0,0,0,0,0,72,92,162,9,13,26,212,228,444
UCL122121,82,85,162,13,10,23,26,28,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,60,0,0,0,0,0,0,38,39,85,19,22,37,145,141,284
UCL122122,148,154,308,14,12,30,41,37,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,37,83,4,4,6,0,3,5,65,60,126,7,0,11,225,217,442
UCL122123,58,77,134,5,4,10,15,13,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,27,0,0,0,0,3,3,25,23,48,8,6,17,90,104,196
UCL122124,81,75,158,7,16,21,4,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,31,60,0,0,0,41,38,80,0,3,8,0,0,0,50,54,107,4,4,3,137,131,265
UCL122125,64,57,118,3,0,4,17,10,30,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,15,40,0,3,3,0,0,0,26,24,47,21,19,41,103,99,203
UCL122126,105,106,210,43,33,75,39,38,75,0,0,0,0,0,0,0,0,0,4,4,8,0,0,0,0,0,0,0,0,4,0,0,0,41,47,90,4,0,4,0,3,3,90,77,167,3,0,3,200,191,384
UCL122127,88,81,167,13,25,35,24,25,56,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,34,30,61,0,0,0,0,0,0,44,51,97,12,13,20,145,140,282
UCL122128,53,49,110,6,13,18,17,20,39,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,17,27,48,0,0,0,0,0,0,28,37,64,8,15,22,93,99,196
UCL122129,89,93,177,19,16,26,15,22,33,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,18,31,47,0,0,0,0,0,0,38,46,79,12,8,13,130,141,273
