UCL_CODE_2021,P_Oth_scs_15_19,P_Oth_scs_20_24,P_Oth_scs_25_34,P_Oth_scs_35_44,P_Oth_scs_45_54,P_Oth_scs_55_64,P_Oth_scs_65_74,P_Oth_scs_75_84,P_Oth_scs_85ov,P_Oth_scs_Tot,P_ID_NS_15_19,P_ID_NS_20_24,P_ID_NS_25_34,P_ID_NS_35_44,P_ID_NS_45_54,P_ID_NS_55_64,P_ID_NS_65_74,P_ID_NS_75_84,P_ID_NS_85ov,P_ID_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
UCL121118,0,0,0,3,0,3,0,0,0,14,0,0,0,0,7,0,0,0,0,6,16,23,34,54,85,42,15,0,0,258
UCL121119,0,5,5,5,3,7,0,0,0,32,0,0,0,0,4,4,0,0,0,15,29,30,49,68,99,78,28,3,0,378
UCL121120,0,0,0,0,4,4,0,0,0,7,4,0,0,0,0,0,0,0,0,7,7,11,15,10,29,18,4,0,0,96
UCL121121,0,3,4,6,0,3,0,0,0,10,0,0,6,0,0,0,0,0,0,14,6,25,60,44,47,46,15,4,0,248
UCL121122,0,0,4,4,3,0,0,0,0,19,0,0,4,4,0,5,0,0,0,13,14,15,49,77,65,55,14,0,0,283
UCL121123,0,3,3,0,4,0,0,0,0,10,0,0,3,4,8,0,0,0,0,13,24,32,54,51,72,37,15,3,0,281
UCL121124,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,5,8,8,16,17,44,47,23,0,0,170
UCL121125,0,3,0,0,4,3,0,0,0,9,0,0,4,0,0,0,0,0,0,11,23,16,40,52,62,78,25,0,0,286
UCL121126,0,0,0,0,0,4,0,0,0,12,0,0,0,0,3,0,0,0,0,6,23,13,46,52,72,48,21,4,0,270
UCL121127,0,8,3,0,0,0,0,0,0,13,3,0,0,8,7,0,0,0,0,17,33,28,66,77,79,44,16,0,0,350
UCL121128,0,0,13,8,5,3,0,0,0,38,3,7,9,8,7,0,0,0,0,29,52,51,93,100,116,88,23,0,0,529
UCL122001,0,0,0,0,4,0,0,0,0,7,0,0,5,0,0,0,0,0,0,5,14,13,28,27,35,15,6,0,0,131
UCL122002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,15,14,21,27,3,4,0,86
UCL122003,0,0,0,5,0,0,0,0,0,8,0,0,3,4,0,0,0,0,0,12,19,25,49,39,63,31,9,0,0,230
UCL122004,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,3,11,14,15,20,14,0,0,87
UCL122005,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,4,3,0,19,10,20,25,3,0,0,93
UCL122006,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,9,0,5,5,19,17,20,15,0,0,86
UCL122007,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,3,0,0,8,6,11,15,21,31,37,12,0,0,130
UCL122008,0,7,5,0,0,0,0,0,0,6,0,0,3,0,5,4,0,0,0,3,10,13,38,15,25,31,5,0,0,138
UCL122009,0,0,4,0,0,0,0,0,0,6,0,3,0,0,5,3,0,0,0,13,4,12,32,33,29,18,3,0,0,137
UCL122010,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,14,21,30,29,47,37,3,0,0,171
UCL122011,0,0,0,0,3,3,0,0,0,11,0,0,0,0,4,0,0,0,0,4,11,25,35,30,45,46,16,0,0,209
UCL122012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,19,19,18,30,8,0,0,105
UCL122013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,7,13,14,3,0,0,47
UCL122014,0,0,0,6,0,0,0,0,0,6,0,0,0,5,4,0,0,0,0,9,5,8,20,25,31,29,12,0,0,134
UCL122015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,7,7,3,14,21,22,25,15,4,0,112
UCL122016,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,5,4,4,37,15,25,23,6,0,0,129
UCL122017,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,6,0,19,31,28,33,5,5,0,128
UCL122018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,7,12,13,16,20,21,4,0,0,92
UCL122019,0,0,0,0,0,5,0,0,0,6,0,5,0,0,0,3,0,0,0,3,7,8,12,20,26,38,6,0,0,118
UCL122020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,15,13,30,8,4,0,75
UCL122021,0,0,0,4,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,7,10,8,17,20,20,4,0,0,88
UCL122022,0,3,0,6,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,13,20,33,42,39,65,16,0,0,220
UCL122023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,11,18,16,23,33,42,42,18,5,0,185
UCL122024,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,14,20,25,38,23,5,0,0,128
UCL122025,0,0,0,0,0,0,0,0,0,6,0,0,3,0,4,0,0,0,0,5,11,7,24,10,41,32,5,0,0,132
UCL122026,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,10,30,27,14,8,0,0,96
UCL122027,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,8,10,3,13,8,23,24,8,0,0,88
UCL122028,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,5,0,0,0,7,3,7,17,15,24,33,6,0,3,112
UCL122029,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,11,3,8,11,21,27,24,14,0,0,110
UCL122030,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,4,16,9,25,34,32,39,7,0,0,165
UCL122031,3,3,3,3,0,0,0,0,0,15,0,0,0,0,0,5,0,0,0,8,27,27,37,75,62,30,5,0,0,266
UCL122032,0,0,7,0,0,4,0,0,0,9,0,0,5,0,0,0,0,0,0,15,8,12,56,48,40,49,9,0,0,220
UCL122033,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,6,6,6,29,27,26,16,4,0,0,108
UCL122034,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,14,10,23,19,26,33,7,0,0,124
UCL122035,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,15,17,18,33,29,40,10,0,0,163
UCL122036,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,3,6,15,14,21,17,18,12,0,0,98
UCL122037,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,5,5,25,45,35,18,0,0,0,142
UCL122038,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,3,22,28,35,22,7,0,0,122
UCL122039,3,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,10,18,5,24,31,34,42,18,0,0,172
UCL122040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,11,7,13,12,3,0,0,58
UCL122041,0,0,7,0,0,0,0,0,0,10,6,0,4,0,0,0,3,0,0,6,7,20,33,32,34,44,12,0,0,183
UCL122042,5,0,0,5,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,10,19,20,25,35,18,9,0,0,143
UCL122043,0,3,0,0,0,0,0,0,0,3,0,0,4,7,3,0,0,0,0,18,5,11,23,30,29,33,11,0,0,139
UCL122044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,4,10,11,9,0,0,0,36
UCL122045,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,5,13,15,17,23,4,3,0,84
UCL122046,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,3,0,0,5,9,10,20,25,25,70,10,0,0,185
UCL122047,0,0,0,0,0,0,3,0,0,5,0,0,0,6,3,4,3,0,0,8,0,5,6,22,39,51,23,0,0,148
UCL122048,0,0,0,0,0,3,0,0,0,5,0,4,3,0,6,0,0,0,0,11,0,7,16,18,18,26,9,0,0,97
UCL122049,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,5,9,9,14,24,14,13,0,0,81
UCL122050,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,8,0,4,7,10,13,24,0,0,0,61
UCL122051,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,7,8,8,11,24,15,21,3,0,0,84
UCL122052,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,9,8,4,7,24,30,25,16,0,0,114
UCL122053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,15,25,21,8,0,0,87
UCL122054,0,0,5,0,0,0,0,0,0,3,0,3,6,0,0,3,3,0,0,20,11,9,51,30,35,30,20,0,0,180
UCL122055,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,4,0,0,0,6,7,12,11,21,46,44,21,8,0,169
UCL122056,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,14,5,13,32,29,17,13,0,0,119
UCL122057,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,7,10,8,20,22,37,20,16,0,0,130
UCL122058,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,6,6,39,33,29,31,5,0,0,156
UCL122059,0,0,0,3,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,10,11,18,31,36,42,40,11,0,0,202
UCL122060,0,0,4,0,4,0,0,0,0,10,0,0,4,6,0,5,0,0,0,12,11,7,25,29,25,32,6,0,0,137
UCL122061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,6,14,5,4,0,0,36
UCL122062,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,8,18,39,20,31,30,7,0,0,144
UCL122063,0,0,4,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,14,4,3,30,33,28,24,6,4,0,132
UCL122064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,3,9,11,14,16,24,8,0,0,88
UCL122065,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,9,23,23,24,48,6,0,0,132
UCL122066,0,3,0,8,0,7,0,0,0,20,0,0,0,0,4,0,0,0,0,4,14,24,23,40,48,41,11,0,0,199
UCL122067,0,0,0,0,3,0,0,0,0,7,4,0,0,0,0,0,0,0,0,6,17,8,20,25,52,45,16,0,0,180
UCL122068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,6,7,12,12,5,3,0,48
UCL122069,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,9,9,7,16,23,34,45,11,0,0,145
UCL122070,0,0,0,0,4,7,0,0,0,5,0,0,0,0,3,4,9,0,0,12,19,18,23,46,45,35,21,5,0,213
UCL122071,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,9,15,41,28,25,21,8,0,0,144
UCL122072,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,9,14,19,15,22,24,4,8,0,111
UCL122073,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,5,5,6,21,23,20,25,4,0,0,103
UCL122074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,4,10,12,8,18,25,6,0,0,73
UCL122075,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,12,13,22,30,30,20,4,0,0,134
UCL122076,0,0,0,0,6,0,0,0,0,9,0,0,0,0,0,5,4,0,0,8,7,3,13,31,25,26,7,0,0,118
UCL122077,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,6,5,11,23,15,16,37,7,0,0,110
UCL122078,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,7,6,4,14,13,13,27,13,0,0,99
UCL122079,0,0,0,3,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,7,6,9,20,29,38,23,4,0,0,123
UCL122080,0,3,4,3,0,3,0,0,0,15,4,0,3,0,0,4,0,0,0,18,17,23,40,50,43,45,15,3,0,238
UCL122081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,4,13,23,33,24,11,0,0,108
UCL122082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,3,3,7,22,19,6,0,0,62
UCL122083,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,10,15,22,19,46,38,0,0,0,155
UCL122084,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,3,7,8,20,16,21,14,0,0,0,85
UCL122085,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,3,3,16,9,14,8,8,4,0,72
UCL122086,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,29,17,20,22,11,0,0,101
UCL122087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,8,5,5,15,13,9,11,0,0,68
UCL122088,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,5,7,8,13,18,19,17,7,0,0,85
UCL122089,0,0,3,3,0,0,0,0,0,11,0,0,0,0,0,3,0,0,0,10,9,9,54,44,27,40,11,0,0,200
UCL122090,0,0,5,4,4,0,0,0,0,12,0,0,3,7,3,0,0,0,0,16,10,18,39,47,45,51,23,3,0,241
UCL122091,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,4,9,28,23,17,34,0,0,0,123
UCL122092,0,0,4,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,7,22,20,43,31,35,9,0,0,168
UCL122093,0,0,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,4,5,10,19,31,35,37,12,0,0,148
UCL122094,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,10,9,17,19,41,34,0,0,0,128
UCL122095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,4,4,19,18,27,34,3,0,0,103
UCL122096,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,10,6,4,10,18,23,31,9,0,0,105
UCL122097,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,6,8,17,11,12,35,21,6,0,0,101
UCL122098,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,4,4,9,22,22,24,31,13,0,0,114
UCL122099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,11,22,9,10,21,7,0,0,95
UCL122100,0,0,0,0,0,5,0,0,0,7,0,0,0,0,3,0,0,0,0,5,5,0,15,24,41,59,18,0,0,163
UCL122101,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,9,14,15,38,50,28,18,0,0,174
UCL122102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,4,5,12,10,24,29,8,0,0,83
UCL122103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,4,3,14,14,12,28,9,0,0,83
UCL122104,0,5,3,0,8,5,0,0,0,16,0,5,0,0,3,0,3,0,0,12,10,39,15,21,66,51,12,0,0,218
UCL122105,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,15,19,46,41,42,5,0,0,169
UCL122106,0,5,3,0,3,0,0,0,0,5,0,0,0,0,0,6,0,0,0,7,0,5,32,7,15,25,5,0,0,94
UCL122107,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,8,0,0,0,10,8,11,35,39,36,43,13,0,0,179
UCL122108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,10,10,27,9,5,0,68
UCL122109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,6,27,14,10,7,6,0,0,74
UCL122110,0,0,5,5,0,0,0,0,0,10,0,0,0,0,4,0,0,0,0,4,12,8,35,45,32,36,9,5,0,181
UCL122111,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,9,18,21,45,42,44,7,3,0,197
UCL122112,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,4,0,0,0,6,5,8,8,7,31,37,14,7,0,113
UCL122113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,7,10,16,23,22,6,0,0,84
UCL122114,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,12,8,0,12,14,21,22,6,0,0,88
UCL122115,0,0,0,0,0,5,0,0,0,7,0,0,0,5,0,0,0,0,0,8,0,6,14,31,27,23,5,9,0,110
UCL122116,0,0,0,0,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,7,6,11,3,36,28,9,5,0,101
UCL122117,3,0,4,6,0,3,0,0,0,15,0,0,0,0,5,0,0,0,0,4,20,19,46,35,48,48,6,0,0,232
UCL122118,0,3,3,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,3,8,17,29,33,34,19,0,0,0,144
UCL122119,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,6,0,0,9,10,3,19,25,30,42,18,6,0,145
UCL122120,0,6,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,8,10,10,44,45,60,50,3,0,0,227
UCL122121,0,0,0,3,0,6,0,0,0,10,0,0,0,0,0,0,0,0,0,3,14,8,24,40,27,23,7,0,0,137
UCL122122,0,0,0,3,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,10,12,26,43,55,61,39,6,0,0,234
UCL122123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,13,19,19,3,0,0,55
UCL122124,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,11,19,27,39,46,16,7,0,0,165
UCL122125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,9,19,4,0,0,51
UCL122126,0,0,0,0,0,0,0,0,0,6,3,0,4,0,3,0,0,0,0,11,16,17,17,40,42,61,12,0,0,210
UCL122127,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,5,13,10,17,38,28,11,0,0,119
UCL122128,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,7,23,10,7,13,6,0,0,78
UCL122129,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,4,0,0,0,4,8,12,28,17,34,30,13,0,0,138
UCL122130,0,0,0,0,6,0,0,0,0,13,0,0,0,0,0,6,0,0,0,4,6,0,15,13,21,21,4,0,0,83
UCL122131,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,9,5,23,56,36,49,37,5,3,0,218
UCL122132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,19,20,15,21,27,6,0,0,109
UCL122133,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,4,10,23,18,11,4,0,71
UCL122134,0,0,0,0,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,19,17,28,44,52,40,4,0,0,196
UCL122135,0,0,0,0,0,0,0,0,0,3,0,0,0,6,4,0,0,0,0,11,0,11,34,32,29,12,3,3,0,124
UCL122136,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,3,7,3,0,0,9,4,0,0,0,26
UCL122137,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,6,0,9,17,11,14,22,3,4,0,79
UCL122138,0,0,0,0,0,0,3,0,0,4,0,0,0,0,3,0,0,0,0,3,3,8,22,20,25,29,7,0,0,118
UCL122139,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,8,12,15,17,30,3,0,0,108
UCL122140,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,19,12,4,18,4,0,0,62
UCL122141,0,0,0,0,0,5,0,0,0,8,4,0,0,3,0,3,3,0,0,8,17,11,46,38,35,55,9,0,0,211
UCL122142,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,3,9,8,15,20,26,3,0,0,82
UCL122143,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,7,5,3,10,20,22,14,7,0,0,80
UCL122144,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,5,12,7,29,27,33,32,13,0,0,145
UCL122145,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,4,17,8,8,20,8,0,0,67
UCL122146,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,6,4,5,9,10,17,23,6,5,0,77
UCL122147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,19,9,9,0,0,37
UCL122148,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,11,7,17,26,5,0,0,64
UCL122149,0,0,0,0,0,0,0,0,0,3,0,0,4,5,0,4,0,0,0,9,8,15,16,17,30,30,4,0,0,124
UCL122150,0,0,0,0,0,0,0,0,0,12,0,0,5,6,4,0,0,0,0,11,7,20,47,59,36,55,10,0,0,228
UCL122151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,0,0,15,12,16,23,9,3,0,86
UCL122152,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,4,0,14,15,7,24,4,0,0,72
UCL122153,6,6,0,3,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,8,8,18,37,50,41,14,4,0,177
UCL122154,0,0,3,0,3,4,0,0,0,14,0,0,0,3,4,0,0,0,0,11,8,8,24,52,48,74,16,0,0,224
UCL122155,0,0,0,3,0,5,0,0,0,10,0,0,0,4,0,4,0,0,0,17,17,17,48,39,50,60,15,0,0,249
UCL122156,0,0,0,3,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,7,8,19,34,32,41,35,10,0,0,182
UCL122157,0,3,0,3,11,3,0,0,0,19,0,6,4,0,4,4,0,0,0,16,33,33,25,27,66,51,12,0,0,248
UCL122158,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,3,5,10,14,15,17,21,7,0,0,77
UCL131001,853,946,1644,1785,2223,1891,573,70,3,9992,912,893,1620,1951,2650,2351,1064,478,81,11997,17786,18723,36665,47243,63617,59369,23286,5252,658,272591
UCL179997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL199994,5,8,19,21,11,13,0,0,0,68,10,13,47,34,29,22,8,0,0,166,123,245,809,492,412,338,86,6,0,2511
UCL201001,2071,7293,19598,17350,15837,11325,3258,456,33,77220,3096,10223,29770,26214,20996,14210,4063,855,205,109617,95299,215141,579478,543945,451095,307531,82816,10048,767,2286127
UCL203001,66,219,433,315,294,246,69,6,3,1656,86,172,375,272,303,264,61,30,8,1571,3084,5002,11381,10166,9564,7502,1849,191,23,48758
UCL203002,69,163,440,352,296,289,91,10,0,1704,80,146,355,326,275,252,66,26,4,1546,2962,4679,10749,9669,9017,7373,1947,196,21,46618
UCL203003,116,365,771,584,502,418,98,26,0,2891,127,365,835,653,620,445,143,43,8,3239,4809,9587,22751,18550,16431,12384,3207,348,28,88098
UCL211001,30,75,185,151,106,98,32,3,0,686,40,63,156,130,124,99,23,7,0,651,1295,1687,4053,3736,3524,2763,692,82,7,17840
UCL211002,54,135,350,271,190,120,47,0,0,1168,59,183,494,475,299,165,36,6,0,1717,1479,2967,8785,8422,5458,3359,792,48,4,31303
UCL212001,19,49,115,106,85,42,16,3,0,440,35,40,98,97,89,61,18,6,0,450,584,945,2613,2420,2111,1471,367,35,0,10556
UCL212002,16,24,62,43,49,67,13,0,0,276,11,18,42,32,51,41,8,5,0,208,415,552,1226,1103,1285,1216,352,37,6,6191
UCL212003,18,69,156,101,68,73,28,0,0,521,37,75,193,118,139,104,19,8,0,706,885,1471,3737,2997,3005,2501,662,51,11,15321
UCL212004,18,25,53,91,60,50,15,0,0,313,19,15,61,78,77,53,20,12,7,329,673,638,1550,2546,2525,1894,548,70,4,10444
UCL212005,37,98,212,172,193,139,53,6,0,917,41,85,235,231,171,126,41,8,8,946,1334,1958,4901,4370,4195,3446,975,106,19,21306
UCL212006,31,69,181,155,150,105,26,6,0,726,33,63,158,181,162,90,34,0,3,728,1082,1732,4375,4220,4201,3167,726,65,4,19571
UCL212007,11,41,62,95,92,57,9,3,0,364,20,29,74,123,99,47,11,0,0,393,651,802,1982,3204,2771,1657,458,36,0,11561
UCL212008,30,51,136,106,81,62,16,0,0,479,17,35,96,74,94,64,20,8,0,403,885,1104,3034,2756,2477,1984,488,51,0,12775
UCL212009,36,66,149,104,99,67,32,8,0,561,30,52,120,94,115,71,20,11,0,513,1172,1357,3433,3107,3229,2840,733,93,0,15954
UCL213001,6,39,54,34,50,46,15,0,0,241,12,21,47,34,55,38,21,8,6,241,370,506,1184,991,1077,990,333,46,3,5496
UCL213002,4,7,22,34,34,27,12,4,0,143,17,9,16,32,20,35,13,0,0,144,222,198,603,899,1031,906,315,32,3,4207
UCL213003,6,27,56,41,36,34,17,0,0,216,21,11,39,36,50,29,20,0,3,210,426,535,1277,1087,1092,944,302,32,10,5707
UCL213004,9,36,82,53,54,51,15,7,0,310,11,26,55,56,63,47,6,3,0,266,367,574,1622,1292,1257,1047,285,43,0,6482
UCL213005,11,35,85,67,51,43,20,4,0,316,9,16,43,70,49,41,12,0,0,236,437,560,1384,1563,1518,1384,375,29,0,7255
UCL213006,13,23,23,51,43,32,5,0,0,190,8,9,22,45,46,28,9,3,0,166,415,388,787,1501,1406,861,175,22,0,5546
UCL213007,23,38,89,70,57,46,19,6,0,342,10,21,65,49,35,42,15,11,0,243,472,686,1750,1444,1423,1336,403,84,6,7613
UCL213008,13,20,77,58,59,37,8,0,0,273,14,24,89,59,56,34,6,0,0,280,492,660,1971,1925,1732,1052,243,8,0,8091
UCL213009,10,32,80,72,58,34,7,0,0,299,11,11,48,40,47,26,11,3,0,195,392,531,1297,1343,1313,989,205,24,0,6094
UCL213010,12,36,60,41,38,47,8,3,0,252,12,24,75,41,44,40,20,5,0,273,341,548,1331,1035,1114,1045,275,26,9,5720
UCL213011,11,24,55,21,30,22,3,0,0,163,12,25,51,42,55,43,12,3,0,246,269,476,1017,821,944,812,213,17,0,4566
UCL213012,13,20,33,36,34,27,17,0,0,176,13,17,22,28,33,18,21,6,3,155,313,349,735,800,973,892,265,30,5,4361
UCL213013,4,17,63,45,36,34,10,5,0,213,12,23,50,34,31,27,10,3,0,194,377,520,1363,1215,1199,1026,274,39,3,6021
UCL213014,9,27,60,42,23,27,11,0,0,195,7,23,59,64,37,29,6,7,0,231,308,517,1259,1022,826,852,256,32,3,5076
UCL213015,9,19,83,82,57,36,8,3,0,299,14,36,123,102,61,43,6,0,0,382,395,614,1876,1809,1371,910,199,9,0,7176
UCL213016,23,33,84,66,66,45,21,0,0,337,33,41,60,52,81,60,23,6,0,348,659,720,1800,1739,1835,1571,465,46,5,8842
