SED_CODE_2021,P_OthServ_0,P_OthServ_1_19,P_OthServ_20_29,P_OthServ_30_34,P_OthServ_35_39,P_OthServ_40_44,P_OthServ_45_49,P_OthServ_50_over,P_OthServ_hours_NS,P_OthServ_Tot,P_ID_NS_0,P_ID_NS_1_19,P_ID_NS_20_29,P_ID_NS_30_34,P_ID_NS_35_39,P_ID_NS_40_44,P_ID_NS_45_49,P_ID_NS_50_over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_19,P_Tot_20_29,P_Tot_30_34,P_Tot_35_39,P_Tot_40_44,P_Tot_45_49,P_Tot_50_over,P_Tot_hours_NS,P_Tot_Tot
SED28107,112,268,273,140,455,319,89,120,30,1800,112,310,374,217,786,648,91,178,886,3591,2614,7461,7876,4648,15952,14248,2623,4435,1741,61610
SED28203,88,218,205,89,280,250,57,80,25,1293,82,223,198,136,540,414,58,108,434,2179,1478,4570,4454,2800,9140,7259,1487,2403,909,34515
SED28301,74,213,166,82,174,220,54,103,14,1098,60,195,146,82,255,258,55,145,181,1375,1447,5419,3791,2296,5499,6676,1612,3699,340,30778
SED28408,60,162,125,72,192,172,53,94,11,936,55,109,78,50,163,164,49,99,183,942,1612,4638,3643,2516,5832,5610,1753,3087,382,29079
SED28507,96,207,175,102,333,260,64,105,19,1372,69,178,193,124,488,462,73,137,423,2146,1971,5107,4570,3247,10599,9757,2126,3482,848,41710
SED28607,100,186,160,106,212,204,72,139,10,1187,52,115,134,88,258,327,78,186,197,1440,2092,4645,3992,3008,7329,9289,2805,5755,388,39304
SED28704,166,319,283,122,402,416,112,204,18,2041,82,184,162,119,505,497,114,224,340,2209,2676,7012,5755,4023,11290,11648,3135,5529,806,51874
SED28803,158,297,329,123,490,401,83,129,30,2039,97,334,300,179,773,637,108,179,699,3304,2538,7701,6967,4346,14634,12403,2696,4572,1482,57338
SED29494,7,4,5,3,11,15,0,0,4,56,20,10,10,8,17,19,0,7,36,126,164,300,218,132,329,340,91,164,69,1797
SED29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,15
SED30001,168,155,152,74,272,247,70,109,18,1264,70,130,147,88,382,346,64,115,318,1662,1957,3621,3460,2322,7838,6176,1509,2829,623,30334
SED30002,169,133,99,59,186,174,47,111,4,996,48,95,89,44,214,190,40,107,162,980,2227,3547,2900,1997,5984,5876,1593,3320,350,27790
SED30003,209,140,128,76,235,227,56,114,11,1195,51,99,102,57,259,262,64,147,237,1279,2053,3444,2865,2165,6374,5419,1458,3024,479,27290
SED30004,32,166,147,100,238,236,55,122,9,1109,44,136,101,55,166,136,40,111,175,967,1575,4088,3420,2638,5975,5221,1551,3560,416,28445
SED30005,182,177,132,70,185,188,45,81,15,1070,70,149,135,84,245,244,56,113,217,1316,2425,4005,3378,2334,5638,4674,1178,2455,492,26574
SED30006,158,163,91,48,152,161,36,81,15,894,54,127,123,69,174,209,56,149,186,1154,1647,3184,2642,1735,4069,4127,1148,2979,400,21922
SED30007,206,167,117,69,167,166,48,79,3,1018,75,147,97,51,188,164,40,95,182,1043,2418,4525,3476,2364,5054,4710,1359,3150,423,27474
SED30008,149,144,92,64,212,182,49,108,5,1011,58,109,111,63,222,291,71,195,168,1277,2344,3795,3098,2212,6864,7563,2351,5066,366,33662
SED30009,19,123,115,59,181,154,47,111,4,816,34,120,72,50,195,129,43,107,212,961,841,2705,2434,1943,4544,3285,1126,2520,425,19815
SED30010,173,151,112,81,311,245,70,104,18,1272,89,176,120,108,486,356,76,147,415,1972,2156,3506,3118,2355,7949,5822,1607,2947,776,30229
SED30011,24,138,89,52,165,183,78,158,15,902,37,95,80,36,146,157,42,177,232,1005,1198,2736,2304,1563,3783,4140,1919,7715,629,25983
SED30012,186,144,106,73,166,136,33,93,25,967,49,157,113,72,207,226,48,131,192,1200,2074,3807,3164,2260,4660,4904,1272,2971,436,25560
SED30013,17,108,97,66,126,136,34,102,8,692,41,127,79,54,119,133,27,100,197,873,968,2742,2360,1725,3584,3418,1119,3319,460,19704
SED30014,32,173,139,114,279,205,86,139,11,1164,40,139,106,71,192,153,29,117,239,1078,1198,3816,3400,2594,6344,4639,1382,3164,489,27031
SED30015,28,122,65,53,107,131,62,135,14,726,61,105,89,58,97,163,50,251,244,1108,1088,2738,2050,1456,2834,3809,1580,6229,644,22426
SED30016,183,146,99,56,174,165,42,85,9,970,61,138,107,72,209,201,44,136,190,1159,2250,3797,3139,2235,4841,4250,1353,3120,419,25416
SED30017,195,153,112,85,270,205,68,146,17,1258,44,102,94,68,259,241,62,134,151,1142,2023,3307,2654,2022,5807,5140,1629,2997,342,25929
SED30018,163,111,84,47,184,206,46,96,5,939,44,112,75,55,208,221,57,124,149,1053,2051,3604,2823,1903,5623,6063,1723,3765,323,27874
SED30019,170,132,98,54,202,174,68,114,8,1015,70,125,107,64,230,296,72,174,185,1323,2531,3984,3518,2254,7145,7470,2197,5013,389,34513
SED30020,37,163,118,93,220,243,91,179,8,1139,41,106,86,59,174,201,58,185,209,1122,1206,3417,2933,2141,5151,4770,1678,5042,500,26830
SED30021,24,102,85,50,126,134,32,104,16,668,51,93,69,42,120,120,25,88,312,921,1139,2650,2237,1659,4021,3618,1067,3746,737,20878
SED30022,266,237,160,112,398,355,91,219,21,1868,102,201,162,111,471,483,104,211,389,2233,3173,5287,4521,3250,9456,8114,2441,5216,818,42272
SED30023,139,145,88,72,142,133,40,78,4,835,40,114,78,60,163,195,55,124,124,957,2511,4287,3099,1968,5166,6268,1934,4455,244,29941
SED30024,121,143,90,79,121,136,33,81,7,820,59,155,124,84,169,226,51,131,180,1169,1865,3761,3132,2198,4106,4136,1123,2687,404,23418
SED30025,191,148,124,70,214,183,56,124,12,1130,48,84,83,38,192,217,43,123,125,949,2313,3847,3121,2072,5960,6341,1920,3642,302,29522
SED30026,167,116,100,64,172,185,52,90,7,949,41,73,70,35,142,156,47,104,98,768,2313,3388,2866,1911,5504,6267,1783,3424,262,27708
SED30027,183,132,121,87,173,215,40,123,25,1109,68,162,135,83,231,227,55,129,200,1288,2068,3434,2997,2141,5252,4435,1252,2678,435,24688
SED30028,24,141,98,90,190,161,70,118,8,894,43,106,71,63,178,172,80,191,194,1097,1190,2902,2446,1575,3833,4181,2341,4457,410,23335
SED30029,136,126,74,44,159,192,36,108,17,890,88,144,74,62,161,175,42,132,209,1083,1956,3344,2593,1791,3764,3720,1175,3161,479,21972
SED30030,159,125,102,51,175,168,41,92,7,916,31,111,68,62,168,212,53,123,134,959,2340,3885,3166,2172,6632,6701,2019,4100,306,31322
SED30031,25,92,59,45,107,142,64,176,7,715,40,61,44,31,89,104,33,154,188,747,840,2049,1669,1138,2660,3251,1400,6341,492,19845
SED30032,53,169,85,61,188,181,40,119,7,914,61,141,95,70,151,151,35,128,216,1052,1157,3277,2750,1972,3500,3093,1007,3064,517,20340
SED30033,35,131,97,76,188,157,40,63,14,801,33,97,70,67,127,103,20,65,166,748,938,2754,2579,1901,3975,2932,869,2020,383,18348
SED30034,15,132,89,64,167,173,47,139,14,851,67,155,119,76,190,152,46,131,269,1204,1079,3299,2752,2030,4362,3835,1274,3948,690,23274
SED30035,39,148,114,67,238,229,64,145,4,1051,58,90,70,59,181,193,41,139,216,1047,1263,2793,2482,1866,4971,4772,1631,4432,483,24693
SED30036,269,258,223,109,298,206,63,80,21,1534,83,176,144,117,433,270,56,109,324,1714,1912,3458,3096,1966,6932,4924,1290,2316,602,26498
SED30037,141,114,93,52,225,146,36,85,4,906,53,85,59,38,207,203,62,103,201,1008,1778,2745,2224,1706,5616,4391,1321,2499,426,22700
SED30038,156,127,105,59,202,158,65,96,18,991,54,97,61,37,256,184,69,135,190,1078,1949,3001,2327,1706,5649,4704,1514,2752,407,23998
SED30039,197,183,131,95,309,280,78,160,13,1454,78,112,111,91,422,396,92,181,266,1743,2463,3721,3339,2624,8887,7642,2143,4266,567,35645
SED30040,176,154,100,56,169,168,38,96,11,960,69,154,73,71,161,194,39,103,173,1034,2099,3728,2995,2190,4543,4296,1273,2972,358,24459
SED30041,32,151,111,77,239,190,63,149,15,1027,29,101,61,56,145,125,33,104,181,840,1332,3222,2696,1957,5262,4257,1499,4190,472,24879
SED30042,188,147,104,79,254,251,73,136,18,1251,51,103,89,69,266,263,71,158,218,1283,2170,3678,2933,2166,6596,5600,1648,3145,462,28400
SED30043,133,127,61,57,172,147,48,102,12,857,69,121,80,63,204,185,64,120,191,1097,1716,2987,2359,1789,4579,4107,1369,3411,480,22798
SED30044,177,179,137,99,323,306,98,175,27,1517,72,172,141,89,392,372,82,170,349,1843,1986,3595,3047,2304,6751,6047,1769,3882,675,30052
SED30045,185,129,97,55,226,202,48,107,5,1055,49,114,90,66,238,256,52,130,160,1162,2026,3432,2703,1965,5833,5848,1802,3543,334,27485
SED30046,155,124,107,77,260,231,64,114,15,1148,69,136,127,72,338,289,69,145,269,1510,1994,3241,2843,2052,6513,5257,1574,3031,538,27045
SED30047,46,134,120,85,352,242,148,229,6,1358,34,97,77,70,215,201,76,177,226,1165,1113,3168,2562,2064,5499,4889,1946,4971,501,26711
SED30048,166,180,89,74,156,137,33,70,4,911,78,183,117,52,179,244,45,131,154,1186,3511,5810,3686,2085,6179,6616,1784,4151,346,34169
SED30049,131,158,102,64,216,217,45,99,7,1037,71,153,106,60,263,230,43,96,197,1212,1959,4176,3234,2246,6633,6001,1424,2940,387,29003
SED30050,187,147,102,84,165,138,40,71,11,939,40,103,102,69,178,149,42,110,200,996,2164,3670,3058,2175,4593,4186,1246,2810,415,24314
SED30051,31,136,111,60,165,151,35,87,7,783,46,116,76,48,141,121,33,86,169,839,983,2696,2360,1693,3986,2901,963,2325,400,18307
SED30052,237,187,155,69,258,192,68,116,15,1303,108,198,192,100,304,374,78,213,259,1844,3496,5030,4691,2408,9378,9568,2601,5557,536,43258
SED30053,227,156,126,85,170,185,52,90,13,1109,82,163,155,104,232,282,36,123,233,1407,2469,4280,3379,2454,5455,5313,1364,2990,459,28173
SED30054,111,126,81,49,135,133,44,80,6,759,32,108,91,51,146,201,51,109,117,920,2236,3887,3014,1995,5321,5790,1688,3666,274,27863
SED30055,42,143,107,57,229,206,85,249,15,1131,45,113,56,57,170,195,56,158,199,1046,1181,2643,2225,1565,3936,3965,1562,5436,556,23065
SED30056,111,116,107,54,114,138,49,82,4,776,40,100,71,51,126,194,29,92,82,786,2099,3696,2736,1741,4408,5347,1563,3660,202,25454
SED30057,167,109,88,53,201,181,61,83,10,964,68,131,104,76,264,225,46,113,244,1288,1889,3237,2970,2129,5524,4203,1211,2474,489,24124
SED30058,186,148,111,73,163,181,44,79,9,985,42,114,79,59,210,207,50,94,130,978,2146,3428,2766,1772,5826,5612,1509,3095,300,26454
SED30059,222,188,139,77,212,217,70,143,23,1283,73,172,133,91,244,252,50,163,219,1393,2248,4470,3443,2506,5721,5411,1503,3458,485,29247
SED30060,50,162,139,110,326,290,104,182,13,1378,45,106,80,63,177,168,36,108,225,1004,1250,3277,2849,2285,5977,4634,1409,3247,450,25381
SED30061,29,122,97,78,219,173,48,119,7,886,19,112,64,33,139,124,27,84,189,789,1092,3505,2533,1895,5173,4896,1641,3345,398,24481
SED30062,222,148,126,94,312,238,71,135,14,1346,52,142,108,79,357,284,66,141,262,1483,2569,4011,3567,2700,8136,6651,1845,3262,543,33281
SED30063,49,103,59,43,116,114,36,88,8,626,70,106,61,65,161,134,33,122,226,980,1054,2697,2245,1664,3749,3012,1016,3558,538,19539
SED30064,173,144,73,80,172,183,50,98,12,986,83,136,105,78,160,145,43,102,204,1058,2022,3497,2873,2133,4065,3770,1124,2585,450,22526
SED30065,210,166,129,87,199,186,55,122,16,1169,75,158,112,73,177,205,36,129,214,1183,2403,4244,3358,2400,4534,4685,1322,3215,426,26594
SED30066,155,147,103,66,131,124,25,71,17,840,63,149,109,73,141,154,37,124,162,1011,2136,3950,2863,1983,3146,3369,896,2526,403,21279
SED30067,153,140,123,87,246,218,60,108,6,1136,45,96,102,71,278,245,64,119,171,1203,2336,3436,3108,2188,7533,6536,1907,3466,383,30899
SED30068,132,105,93,73,139,136,34,96,10,811,46,94,71,58,177,188,47,101,123,898,1640,3091,2410,1637,4051,4238,1206,2919,277,21469
SED30069,181,142,123,69,234,241,83,130,10,1211,64,120,109,58,237,259,54,117,176,1203,2192,3632,3023,2065,5966,5793,1690,3376,365,28097
SED30070,158,110,74,50,154,153,36,81,7,822,72,121,71,64,177,152,41,107,192,981,1733,2773,2197,1577,3792,3100,958,2348,409,18888
SED30071,154,145,84,66,167,155,47,78,9,914,58,108,86,58,203,239,53,103,141,1050,1944,3169,2459,1863,4691,4426,1212,2694,344,22794
SED30072,183,141,109,79,221,193,54,118,10,1111,71,127,92,63,223,229,57,134,166,1160,1990,3407,2646,1927,5014,4726,1400,2994,388,24490
SED30073,38,122,112,69,256,256,77,133,9,1076,24,104,61,38,154,140,38,109,212,880,1190,2937,2608,1948,5653,4194,1341,3535,499,23908
SED30074,159,130,104,73,161,197,52,78,10,957,52,141,96,62,272,214,51,111,178,1175,2061,3378,2951,2159,6236,5585,1499,2669,344,26896
SED30075,153,134,106,62,188,193,70,159,18,1085,91,149,104,72,210,211,65,171,270,1345,1950,3360,2644,1860,4345,4415,1410,3871,619,24475
SED30076,171,178,121,78,277,155,48,86,15,1133,78,189,118,71,279,277,67,157,201,1448,3059,5249,4088,2298,8283,8187,2129,4655,467,38424
SED30077,29,109,86,59,133,184,54,137,5,798,60,123,77,54,141,149,46,130,205,989,942,3023,2458,1855,3524,3502,1275,4125,495,21185
SED30078,190,181,158,73,202,158,39,83,16,1095,86,186,134,86,249,233,52,116,250,1385,2513,4391,3437,2249,5223,4484,1091,2563,547,26505
SED30079,188,163,99,74,240,254,60,147,8,1238,54,105,91,57,234,263,64,131,157,1149,1999,3470,2916,2100,6036,5797,1636,3196,331,27481
SED30080,190,145,103,62,229,169,41,83,9,1031,62,106,81,58,206,218,48,124,145,1046,2529,3836,3245,2271,6628,6592,1921,3841,354,31226
SED30081,129,133,143,69,218,169,47,75,6,986,63,173,198,79,356,279,58,110,294,1609,1716,3920,3647,2113,6914,5385,1216,2286,528,27736
SED30082,171,178,126,69,165,136,21,93,13,980,77,192,185,88,204,242,55,152,259,1455,2506,4221,3718,2228,4616,4578,1116,3152,580,26720
SED30083,207,182,149,87,246,229,79,146,17,1339,88,115,120,79,311,303,65,168,243,1503,2379,4033,3285,2471,6443,5770,1612,3509,534,30035
SED30084,32,125,107,74,247,231,65,133,7,1017,24,103,69,40,192,147,42,93,183,899,1134,2990,2595,1953,5670,4600,1552,3111,393,23991
SED30085,134,142,142,54,222,171,51,73,10,999,73,183,195,91,322,261,51,89,344,1599,2059,3992,3742,2144,6589,5522,1314,2360,645,28360
SED30086,36,147,115,80,192,198,69,118,7,956,34,110,60,51,137,160,46,102,128,827,1054,3378,2760,2008,5112,4575,1590,3438,297,24218
SED30087,37,171,147,88,269,194,83,129,13,1127,36,100,79,42,151,165,60,128,143,905,1076,3625,3190,2334,5965,4698,1637,3333,354,26217
SED30088,21,111,103,73,217,185,52,124,4,896,25,101,67,42,158,132,42,104,160,836,1087,3009,2568,2027,5437,5039,1642,3810,373,24992
SED30089,20,79,46,44,125,150,64,148,18,699,42,64,40,24,80,89,39,118,265,759,976,1709,1395,1019,2922,3515,2072,5340,599,19549
SED30090,23,107,63,59,138,162,58,155,9,779,42,99,77,27,143,139,39,233,215,1013,855,2227,1835,1329,3352,3498,1169,5440,514,20205
SED30091,144,120,116,60,263,200,47,94,19,1061,66,131,119,87,377,273,58,107,313,1535,1753,3189,2710,2060,6457,4632,1258,2300,587,24931
SED30092,39,168,141,81,262,262,88,203,9,1262,45,124,89,53,187,196,60,139,264,1160,1332,3319,2940,2094,5184,4855,1807,5537,548,27618
SED30093,125,125,104,78,280,205,54,80,17,1068,77,165,136,117,510,337,62,116,374,1906,1634,3321,2994,2193,6878,4654,1308,2278,744,26006
SED39494,14,12,11,7,23,12,4,5,0,95,14,23,10,14,17,25,0,27,57,194,371,466,404,251,535,500,136,436,124,3219
SED39797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,5,0,26,5,29
SED40001,19,113,105,51,129,111,49,53,9,639,14,108,75,39,112,115,25,67,111,663,868,3910,2890,1719,5128,4171,1354,2661,274,22971
SED40002,20,120,132,53,205,124,38,62,6,765,14,54,88,47,142,82,24,27,133,609,853,3119,3116,2059,5591,3822,1204,1878,289,21935
SED40003,25,127,122,76,147,131,39,64,6,735,13,41,35,29,121,93,21,60,63,480,805,2737,2432,1760,4293,3395,1070,1866,175,18543
SED40004,17,92,73,25,94,93,26,64,10,495,23,75,49,23,73,83,15,54,58,449,618,3251,2386,1531,3449,3214,1051,2447,156,18106
SED40005,20,74,70,45,131,118,39,69,17,577,36,85,68,34,136,78,33,65,128,670,676,2196,1944,1478,3133,2951,895,2220,404,15915
SED40006,20,146,125,67,213,140,46,68,7,840,23,89,92,52,182,106,29,43,131,744,762,2765,2627,1791,5316,3536,1134,1652,291,19868
SED40007,20,127,110,68,178,135,37,81,3,762,18,74,50,38,131,91,28,63,76,568,759,2924,2341,1624,3985,3437,1196,2236,193,18703
SED40008,28,179,156,86,252,106,39,53,15,917,29,117,90,49,173,109,21,65,167,823,758,2943,2828,1769,5443,3404,1043,1711,379,20278
SED40009,27,127,111,73,188,152,36,93,8,811,23,58,55,24,111,104,22,60,72,528,879,2911,2474,1735,4236,3387,1115,1818,163,18715
SED40010,12,129,112,80,151,128,31,63,4,699,12,60,49,41,116,81,31,54,67,514,718,3265,2663,1727,4282,3641,1279,2445,175,20206
SED40011,21,155,104,67,176,131,45,72,0,777,17,81,55,31,96,85,19,47,83,502,796,3209,2695,1884,4614,3443,1116,1906,186,19851
SED40012,22,71,70,50,178,112,35,38,3,577,33,77,61,33,166,117,17,47,169,727,717,2076,1924,1400,4014,2594,786,1327,382,15217
SED40013,21,143,128,88,230,148,44,83,13,890,20,98,64,43,195,112,23,41,158,755,774,2961,2840,1904,5859,3964,1164,1911,318,21694
SED40014,26,92,61,42,100,97,33,59,5,513,26,68,53,26,46,53,16,30,88,406,662,2425,1846,1250,1910,1695,585,1228,212,11815
SED40015,22,111,79,85,122,138,43,68,14,680,40,78,56,27,88,71,16,49,138,558,910,2413,2145,1449,2721,2709,887,2637,392,16260
SED40016,29,116,104,61,198,133,54,58,11,758,25,90,72,36,199,92,31,41,132,732,706,2538,2351,1563,4813,3193,936,1448,259,17816
SED40017,26,104,75,63,137,145,35,90,14,694,46,85,52,39,118,128,32,89,126,724,836,2625,2209,1575,3165,3127,1071,2774,368,17753
SED40018,23,116,97,64,155,98,31,52,4,637,21,53,43,37,109,80,15,45,112,521,812,2881,2440,1689,4056,3254,1015,1704,232,18092
SED40019,15,77,59,35,93,65,29,60,11,441,26,54,26,16,68,61,17,75,154,506,790,1814,1603,1080,2932,2376,1025,3349,389,15362
SED40020,24,100,75,53,139,139,51,71,3,661,25,75,52,36,108,66,14,58,130,569,710,2421,2052,1380,3102,2646,902,1909,337,15464
SED40021,20,121,129,72,233,129,28,77,5,821,19,83,75,24,146,91,25,39,105,605,674,3063,2660,1702,4909,3365,997,1658,240,19268
SED40022,13,134,98,39,97,138,37,85,7,648,23,88,65,40,87,91,25,66,60,529,788,3170,2349,1706,3018,3292,1136,2444,220,18123
SED40023,30,109,95,56,203,162,43,66,11,777,23,49,33,31,129,80,24,44,74,487,732,2292,2199,1622,3888,2851,893,1338,200,16014
SED40024,25,118,89,70,217,147,39,73,10,781,27,47,42,39,137,101,31,44,91,562,936,2700,2415,1699,4409,3269,1021,1691,245,18384
SED40025,34,128,90,73,201,171,45,85,3,825,39,83,44,34,100,85,26,60,95,558,959,3022,2469,1726,3970,3632,1254,2246,273,19550
SED40026,36,108,95,74,169,166,58,80,3,797,27,66,45,19,130,84,25,47,92,538,789,2602,2222,1678,4527,3577,1177,1838,222,18630
SED40027,28,115,104,67,176,128,29,58,12,709,20,61,51,28,144,121,21,46,73,567,653,2227,1957,1366,3924,2955,911,1546,191,15729
SED40028,23,96,77,55,157,156,38,59,7,663,20,55,41,28,123,108,35,43,105,569,788,2294,2038,1429,4022,3225,1035,1660,238,16738
SED40029,14,83,83,48,114,140,35,76,10,595,51,74,60,31,113,76,24,75,160,654,854,2627,2121,1599,3018,3308,1205,3207,424,18365
SED40030,33,99,109,55,137,116,26,59,7,635,28,69,58,50,104,73,17,42,102,551,858,3023,2370,1625,3084,2770,851,1903,279,16759
SED40031,18,138,104,65,157,146,39,69,0,745,17,70,56,41,116,100,23,53,76,555,710,3009,2439,1684,4582,3532,1039,1859,167,19019
SED40032,18,126,90,51,153,101,42,68,5,657,18,64,44,25,98,83,10,46,77,472,765,2680,2347,1545,3796,3277,1085,2019,151,17671
SED40033,17,87,78,56,151,156,53,85,3,681,30,79,49,33,101,97,44,75,109,612,715,2418,2152,1368,3334,2866,1122,2174,326,16478
SED40034,19,78,50,47,96,95,15,59,8,459,42,55,31,23,54,48,11,35,117,414,659,1997,1595,1113,1755,1957,644,1897,257,11867
SED40035,18,108,104,73,183,175,38,67,6,771,21,58,49,23,137,88,28,34,79,517,756,2390,2232,1535,4272,3160,1100,1501,187,17129
SED40036,21,130,121,67,181,133,37,63,3,759,15,74,83,66,242,114,33,53,144,818,657,2530,2431,1719,5279,3080,979,1439,292,18397
SED40037,25,114,88,65,211,140,36,57,7,745,25,55,60,26,158,125,24,61,69,617,817,2363,2048,1583,4345,3412,1076,1832,178,17649
SED40038,23,128,88,46,196,150,38,33,8,709,40,102,94,58,233,139,34,56,179,920,623,2317,2049,1560,4430,2672,818,1311,377,16148
SED40039,32,117,85,66,191,145,38,59,7,741,32,74,48,39,124,79,12,38,97,535,738,2362,2082,1564,4011,2695,773,1194,232,15660
SED40040,18,101,73,55,143,131,45,71,10,649,33,70,55,36,94,92,26,75,106,583,914,2917,2260,1574,3416,3776,1223,2479,314,18870
SED40041,30,82,62,44,136,116,35,74,9,583,17,40,33,28,70,52,23,51,98,408,690,2080,1701,1155,2497,2324,1005,2216,272,13940
SED40042,20,97,84,58,196,123,49,58,7,692,27,81,67,46,178,124,23,52,163,752,789,2249,2111,1490,4375,3016,1015,1630,378,17057
SED40043,17,129,141,75,230,132,49,57,10,840,18,70,77,56,162,96,29,46,135,685,839,2914,2944,1948,5684,3529,1140,1655,283,20931
SED40044,19,115,74,45,122,88,35,66,4,575,17,78,53,30,67,90,37,57,65,488,725,3243,2459,1566,3677,3373,1254,2583,169,19048
SED40045,23,111,92,60,132,145,39,66,0,667,20,62,40,40,83,83,23,57,61,468,848,3109,2465,1724,3583,3578,1265,2216,152,18937
SED40046,20,125,124,77,220,128,43,70,12,814,12,80,77,57,147,107,17,46,96,638,781,2942,2735,1786,4899,3618,1072,1819,246,19891
SED40047,24,104,106,59,202,168,33,58,6,766,13,55,45,42,160,101,30,38,71,547,747,2523,2294,1586,4597,3299,1039,1572,219,17864
SED49494,0,8,0,0,4,6,6,0,0,22,4,6,0,3,7,3,4,5,16,42,70,122,87,60,133,94,31,93,38,724
SED49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
SED50106,35,104,84,64,151,160,42,86,7,734,41,115,68,38,61,84,24,79,116,617,934,2942,2246,1597,2984,3081,1178,2336,300,17599
SED50202,37,141,104,86,216,191,67,104,14,961,44,113,83,59,245,284,85,173,228,1314,969,2806,2467,1786,4688,4172,1434,2923,456,21707
SED50304,23,166,143,79,238,184,68,96,15,1006,25,135,120,63,216,207,50,92,167,1083,831,3271,3061,1898,5338,5200,1503,2893,397,24400
SED50405,38,166,154,77,207,203,81,151,20,1083,43,104,90,58,225,269,71,186,202,1253,1360,3583,3020,1980,5498,5588,1755,4838,483,28091
SED50502,20,149,136,63,183,169,46,100,12,881,28,133,101,57,235,240,58,135,175,1159,798,2881,2619,1598,4589,4162,1293,2737,336,21017
SED50605,18,132,108,64,116,118,34,90,5,684,24,151,94,60,126,222,48,114,132,971,761,4002,2794,1635,3615,4650,1412,3134,251,22253
SED50702,24,133,131,101,211,212,65,106,10,1006,29,107,89,67,222,273,71,163,214,1235,1013,3147,2878,1787,5117,5465,1694,3813,457,25364
SED50805,23,134,104,47,90,117,38,84,4,635,29,115,90,30,119,155,41,129,62,771,851,3515,2497,1566,3054,3951,1443,3210,171,20250
SED50906,23,121,91,57,187,156,66,119,5,829,33,94,52,44,102,116,45,114,132,734,1053,2947,2363,1669,3635,3656,1358,3382,296,20355
SED51004,39,167,142,95,226,193,64,124,6,1050,35,123,91,55,182,243,54,140,170,1097,1069,3576,3008,1949,4691,4990,1510,3404,409,24604
SED51104,42,204,165,95,267,254,63,134,13,1224,33,116,71,80,204,221,52,147,207,1134,1349,3705,3067,2112,5306,5100,1520,4143,514,26826
SED51205,29,168,191,85,229,225,51,109,24,1121,28,194,181,89,260,275,71,141,316,1568,880,3720,3715,2019,5883,5032,1387,2899,609,26148
SED51304,18,145,100,67,97,136,29,83,3,676,24,120,90,43,98,202,43,110,90,825,881,3712,2806,1630,2952,4358,1439,3142,190,21117
SED51401,22,85,50,33,84,129,46,101,3,556,36,78,46,26,79,74,31,106,145,623,874,2118,1697,1094,2036,2770,1131,4069,349,16128
SED51504,11,110,87,45,119,95,23,62,11,573,41,149,92,58,100,166,45,137,111,892,824,3993,3097,1814,3399,4719,1549,3567,243,23208
SED51605,45,217,148,106,204,213,62,130,22,1140,28,131,91,62,253,300,77,174,145,1268,1109,3672,3003,1943,5077,5545,1752,3912,348,26353
SED51706,35,168,97,65,130,129,70,142,10,842,55,106,51,40,96,131,41,134,164,825,1207,2997,2392,1535,2930,3759,1407,3817,371,20419
SED51804,14,172,77,47,87,76,23,71,0,565,28,155,98,53,81,178,67,149,103,917,843,4151,2689,1675,2447,4203,1459,3969,224,21658
SED51902,33,204,127,79,207,208,84,190,8,1145,54,145,98,57,196,253,54,169,199,1232,1194,3300,2670,1768,4147,4738,1615,4220,398,24059
SED52006,20,138,111,47,116,133,35,80,4,690,43,100,72,40,78,102,31,109,138,716,1058,2907,2167,1308,2815,2640,987,3197,322,17412
SED52102,33,155,119,68,209,205,76,146,10,1031,27,116,84,75,197,225,63,121,205,1107,888,2767,2293,1517,4264,4133,1399,3246,419,20930
SED52205,24,131,131,79,145,129,41,98,7,785,37,153,104,82,138,231,52,159,141,1089,1043,3471,2812,1900,3692,4421,1475,3422,296,22527
SED52301,31,97,79,52,133,180,46,146,6,777,29,93,67,45,80,106,38,109,106,664,927,2553,1999,1489,2977,3164,1202,3147,286,17751
SED52404,31,166,122,61,135,169,60,93,8,846,37,126,74,53,141,205,55,129,95,914,1006,3450,2721,1695,3696,4465,1478,3252,225,21983
SED52505,29,149,139,93,207,225,62,129,12,1050,34,203,130,75,272,308,91,163,185,1464,1179,4058,3416,2238,6516,6629,1944,3750,409,30135
SED52604,27,153,125,80,156,190,62,124,4,927,28,126,82,53,171,199,55,110,113,928,946,3500,2756,1671,4015,4501,1359,3066,245,22065
SED52702,27,161,111,81,149,150,43,106,9,831,26,126,75,53,105,171,43,101,88,795,942,3258,2371,1506,2966,3580,1268,3251,221,19361
SED52803,37,64,51,32,98,130,60,285,11,769,38,61,53,37,85,134,39,171,149,758,866,1623,1384,877,2326,3002,1576,6317,389,18354
SED52903,18,57,42,31,97,110,40,119,5,524,39,61,38,27,106,85,27,101,203,691,726,1254,1069,994,2941,2726,939,2878,390,13914
SED53004,33,157,119,76,142,172,55,91,3,846,39,102,84,36,130,173,43,97,91,804,972,3359,2741,1686,3725,4361,1424,2806,201,21267
