SOSR_CODE_2021,M_Ptn_in_RM_0_14,M_Ptn_in_RM_15_24,M_Ptn_in_RM_25_34,M_Ptn_in_RM_35_44,M_Ptn_in_RM_45_54,M_Ptn_in_RM_55_64,M_Ptn_in_RM_65_74,M_Ptn_in_RM_75_84,M_Ptn_in_RM_85ov,M_Ptn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ptn_in_RM_0_14,F_Ptn_in_RM_15_24,F_Ptn_in_RM_25_34,F_Ptn_in_RM_35_44,F_Ptn_in_RM_45_54,F_Ptn_in_RM_55_64,F_Ptn_in_RM_65_74,F_Ptn_in_RM_75_84,F_Ptn_in_RM_85ov,F_Ptn_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
SOSR421,..,26,392,783,922,1266,1383,716,172,5667,..,97,380,243,242,239,126,42,8,1365,..,4,15,56,72,61,20,11,13,254,2464,..,..,..,..,..,..,..,..,2464,..,508,..,..,..,..,..,..,..,508,..,480,218,80,51,28,12,0,0,869,..,70,43,11,14,47,25,15,4,243,..,24,27,9,14,14,5,0,0,98,..,52,72,41,43,53,49,20,7,331,..,79,167,171,276,413,475,239,108,1925,49,51,57,50,47,43,47,15,6,357,2515,1387,1378,1443,1682,2172,2133,1070,312,14087,..,39,549,922,1022,1359,1274,553,77,5788,..,144,434,275,237,222,106,28,8,1446,..,22,148,208,252,106,53,40,30,851,2377,..,..,..,..,..,..,..,..,2377,..,565,..,..,..,..,..,..,..,565,..,322,112,39,24,21,3,0,0,526,..,56,31,3,20,38,42,32,12,247,..,31,18,6,8,6,6,4,4,78
SOSR422,..,34,251,381,457,744,838,460,90,3252,..,71,213,132,158,158,114,27,0,867,..,3,13,42,69,46,29,11,5,217,1363,..,..,..,..,..,..,..,..,1363,..,224,..,..,..,..,..,..,..,224,..,319,158,65,54,21,4,0,0,625,..,84,43,25,35,31,28,8,5,255,..,15,12,8,11,14,3,0,0,64,..,16,17,12,35,45,36,7,4,178,..,37,100,104,229,371,375,184,69,1471,23,39,33,35,41,42,37,20,7,272,1383,845,843,798,1085,1473,1463,719,176,8790,..,41,325,433,519,841,772,337,41,3307,..,93,231,155,174,162,88,22,0,924,..,22,97,138,130,74,30,23,20,536,1295,..,..,..,..,..,..,..,..,1295,..,235,..,..,..,..,..,..,..,235,..,169,78,24,18,18,4,0,0,308,..,47,19,21,17,38,27,13,13,192,..,15,5,3,0,6,0,0,0,30
SOSR431,..,65,1748,4156,5906,7119,6386,2878,456,28720,..,323,1318,1105,1291,1304,666,163,16,6181,..,17,50,187,405,266,131,61,50,1162,11937,..,..,..,..,..,..,..,..,11937,..,2764,..,..,..,..,..,..,..,2764,..,2964,1275,476,324,157,25,0,0,5217,..,242,125,61,104,178,137,100,53,1002,..,160,157,70,70,83,41,11,6,595,..,126,226,139,180,288,200,55,14,1227,..,212,458,552,1161,2050,1816,829,204,7292,170,298,214,152,202,262,228,80,12,1628,12106,7157,5582,6905,9647,11710,9632,4190,806,67741,..,142,2374,4991,6489,7358,5724,1926,206,29218,..,517,1430,1203,1404,1205,501,95,9,6370,..,65,349,536,680,398,211,171,99,2513,11157,..,..,..,..,..,..,..,..,11157,..,2923,..,..,..,..,..,..,..,2923,..,1700,708,202,152,95,10,0,0,2868,..,171,91,39,69,158,209,197,100,1029,..,178,122,47,39,39,21,8,0,460
SOSR479,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SOSR499,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,82,85,131,109,100,83,53,11,3,669,82,85,131,109,100,83,53,11,3,669,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SOSR501,..,991,35610,79413,74330,65437,55211,29840,7320,348143,..,6556,31339,18712,12468,8545,4190,1282,223,83304,..,172,1097,3417,5331,3503,1586,735,459,16309,189663,..,..,..,..,..,..,..,..,189663,..,50210,..,..,..,..,..,..,..,50210,..,35926,20992,6873,4151,1809,328,3,0,70075,..,5966,5398,2009,1611,1881,1514,847,438,19663,..,3018,4554,1819,1118,689,340,124,13,11683,..,8034,13862,4565,3152,2791,1874,683,145,35108,..,3645,13953,13973,13832,15292,13517,7823,3439,85477,2121,2569,2775,2029,1507,1195,958,481,146,13775,191783,117075,129581,132807,117494,101137,79518,41823,12187,923410,..,2361,53421,89261,77572,65301,50258,21779,3477,363434,..,10582,35683,18656,12473,7687,3196,833,107,89216,..,1563,9424,17142,19050,10604,4599,2925,1968,67281,179680,..,..,..,..,..,..,..,..,179680,..,51636,..,..,..,..,..,..,..,51636,..,25208,12741,3112,2004,1445,369,13,0,44889,..,5453,3528,1194,1597,3735,4436,2702,1628,24273,..,2815,2886,857,512,408,180,52,22,7744
SOSR511,..,47,1103,2334,2421,2459,2170,1227,269,12034,..,390,1107,608,465,393,201,51,7,3222,..,11,43,204,238,96,50,22,22,695,7301,..,..,..,..,..,..,..,..,7301,..,1327,..,..,..,..,..,..,..,1327,..,1404,482,214,117,64,12,0,0,2294,..,185,148,66,47,51,45,22,11,582,..,123,127,70,44,24,9,4,0,401,..,183,276,120,119,112,81,20,5,913,..,174,485,464,551,626,524,311,134,3270,125,122,117,96,68,83,75,29,6,725,7433,3958,3883,4176,4088,3906,3169,1685,466,32768,..,92,1667,2746,2721,2503,2004,904,132,12768,..,577,1215,660,526,380,139,36,0,3545,..,110,530,857,737,279,140,99,65,2824,6814,..,..,..,..,..,..,..,..,6814,..,1499,..,..,..,..,..,..,..,1499,..,972,270,95,66,52,15,0,0,1466,..,125,77,21,55,118,124,69,42,637,..,124,89,43,25,12,10,5,0,304
SOSR512,..,61,1660,3207,3550,3700,3324,1943,514,17969,..,657,1750,1138,903,713,344,90,25,5619,..,20,88,254,365,189,82,48,32,1074,10837,..,..,..,..,..,..,..,..,10837,..,1872,..,..,..,..,..,..,..,1872,..,2212,808,314,232,91,15,0,0,3676,..,364,230,118,92,123,117,41,27,1111,..,189,194,93,74,41,18,7,0,614,..,349,468,199,176,194,102,45,9,1539,..,289,749,742,929,1224,1048,575,255,5828,181,204,212,155,162,173,178,79,19,1370,11018,6217,6147,6232,6485,6457,5237,2834,885,51502,..,149,2334,3823,3990,3732,3106,1493,256,18885,..,1004,1907,1184,998,645,262,83,5,6091,..,159,719,1185,1067,518,226,170,96,4135,10336,..,..,..,..,..,..,..,..,10336,..,1944,..,..,..,..,..,..,..,1944,..,1386,406,135,124,94,24,0,0,2166,..,287,110,52,109,190,204,142,59,1152,..,199,119,41,29,31,12,3,0,422
SOSR513,..,34,1140,2407,1951,1552,896,395,66,8436,..,330,1430,1027,652,393,114,23,0,3969,..,13,44,145,167,97,36,12,9,532,7272,..,..,..,..,..,..,..,..,7272,..,941,..,..,..,..,..,..,..,941,..,1035,358,130,68,25,0,0,0,1619,..,218,135,83,70,66,49,29,8,655,..,99,136,53,38,28,3,0,0,371,..,139,301,151,137,117,65,9,0,913,..,188,544,510,588,605,319,169,49,2968,140,134,140,103,96,103,40,16,3,779,7416,3144,4236,4596,3762,2979,1531,661,136,28457,..,57,1738,2639,1929,1414,746,271,34,8834,..,509,1682,1026,603,310,74,22,0,4225,..,83,432,612,443,199,96,50,21,1947,6926,..,..,..,..,..,..,..,..,6926,..,922,..,..,..,..,..,..,..,922,..,634,156,60,35,22,7,0,0,911,..,194,74,32,64,117,89,41,22,642,..,100,115,35,29,19,4,0,0,296
SOSR514,..,9,289,774,808,787,878,479,91,4108,..,96,401,320,234,157,97,19,0,1324,..,0,18,48,91,38,20,15,11,239,2662,..,..,..,..,..,..,..,..,2662,..,460,..,..,..,..,..,..,..,460,..,451,181,67,39,26,9,0,0,768,..,67,34,21,13,24,30,5,4,207,..,29,60,35,21,10,8,0,0,162,..,85,181,64,68,55,27,10,3,485,..,49,110,171,205,270,302,123,59,1295,63,60,50,53,42,35,31,11,5,363,2722,1313,1318,1555,1519,1406,1400,664,166,12065,..,22,460,1000,859,837,814,342,41,4374,..,155,473,357,254,151,64,13,0,1456,..,15,148,319,324,117,57,29,25,1042,2512,..,..,..,..,..,..,..,..,2512,..,415,..,..,..,..,..,..,..,415,..,268,83,37,25,15,8,0,0,431,..,42,15,11,13,36,28,33,19,202,..,48,49,18,10,8,4,0,0,131
SOSR515,..,54,1284,2332,2457,2628,2467,1391,319,12921,..,439,1433,970,775,617,310,99,14,4654,..,14,83,181,234,146,72,34,20,785,8457,..,..,..,..,..,..,..,..,8457,..,1214,..,..,..,..,..,..,..,1214,..,1459,498,246,166,76,6,0,0,2451,..,257,158,80,76,98,73,38,16,803,..,122,133,59,40,38,24,4,0,428,..,158,301,144,144,160,112,41,5,1066,..,230,577,519,865,1007,978,490,190,4863,154,169,167,154,170,150,136,48,14,1152,8602,4119,4636,4679,4919,4929,4177,2137,580,38785,..,119,1798,2843,2643,2781,2331,979,151,13636,..,670,1656,1019,778,566,250,56,11,5012,..,111,539,774,718,313,170,102,69,2802,7866,..,..,..,..,..,..,..,..,7866,..,1217,..,..,..,..,..,..,..,1217,..,938,260,90,93,44,18,0,0,1440,..,199,85,54,91,164,149,91,39,868,..,113,80,30,24,13,13,9,0,280
SOSR521,..,41,426,785,900,1104,1141,584,131,5118,..,166,478,309,290,327,163,49,0,1781,..,5,23,67,109,73,42,28,8,343,3181,..,..,..,..,..,..,..,..,3181,..,401,..,..,..,..,..,..,..,401,..,601,259,135,107,41,0,0,0,1151,..,149,84,56,57,65,46,14,8,476,..,35,42,30,21,22,14,5,0,166,..,51,66,53,52,85,62,19,5,398,..,91,188,206,372,549,522,260,84,2269,84,67,65,58,64,68,59,28,3,504,3266,1613,1628,1696,1976,2327,2055,988,242,15781,..,57,613,972,1003,1175,1062,422,64,5368,..,240,550,364,353,275,119,28,0,1931,..,60,256,375,296,144,95,71,19,1325,2929,..,..,..,..,..,..,..,..,2929,..,454,..,..,..,..,..,..,..,454,..,392,114,57,44,28,6,0,0,642,..,135,59,35,55,80,79,39,26,503,..,31,27,11,6,15,7,0,0,99
SOSR522,..,51,261,420,471,581,634,353,84,2851,..,116,311,211,183,144,74,26,5,1071,..,4,21,43,47,40,21,5,4,186,1862,..,..,..,..,..,..,..,..,1862,..,197,..,..,..,..,..,..,..,197,..,360,156,86,59,14,0,0,0,679,..,161,81,53,42,41,25,8,4,410,..,17,18,4,4,5,5,3,0,64,..,14,42,19,34,50,34,17,0,204,..,49,118,125,235,341,346,159,41,1411,51,55,46,30,42,51,45,17,4,331,1907,1023,1053,997,1114,1267,1180,585,139,9275,..,66,355,485,508,636,570,255,35,2918,..,164,327,232,177,137,55,15,0,1119,..,56,172,190,169,111,50,38,16,794,1822,..,..,..,..,..,..,..,..,1822,..,230,..,..,..,..,..,..,..,230,..,279,76,32,19,15,3,0,0,426,..,113,43,37,45,66,51,24,12,384,..,16,12,0,4,9,5,0,0,35
SOSR531,..,70,1546,4094,5974,7123,6135,2691,437,28078,..,336,1294,1209,1357,1269,684,159,15,6322,..,15,60,203,315,262,133,76,36,1107,12251,..,..,..,..,..,..,..,..,12251,..,2373,..,..,..,..,..,..,..,2373,..,2867,1132,493,342,142,14,0,0,4992,..,316,158,103,118,180,223,113,59,1270,..,150,184,87,102,90,73,24,3,715,..,108,238,138,170,234,204,72,8,1172,..,261,506,559,1057,1623,1569,687,157,6419,206,297,240,226,259,291,291,103,33,1947,12455,6800,5359,7108,9699,11216,9323,3927,753,66643,..,124,2313,5243,6767,7488,5386,1802,182,29292,..,508,1574,1358,1552,1221,442,102,3,6770,..,68,348,647,702,365,216,174,105,2628,11277,..,..,..,..,..,..,..,..,11277,..,2504,..,..,..,..,..,..,..,2504,..,1737,665,209,136,99,21,0,0,2868,..,224,85,47,89,206,269,255,177,1358,..,188,160,71,68,64,35,22,7,611
SOSR579,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SOSR599,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,96,148,195,182,126,107,64,21,8,953,96,148,195,182,126,107,64,21,8,953,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SOSR603,..,118,3983,5919,5547,5591,5565,3204,798,30723,..,728,3519,2073,1513,1084,583,214,30,9738,..,29,163,449,619,428,168,77,44,1980,15722,..,..,..,..,..,..,..,..,15722,..,3953,..,..,..,..,..,..,..,3953,..,3159,1816,684,496,219,37,0,0,6410,..,533,548,166,148,201,186,90,48,1919,..,534,1574,292,102,52,41,19,7,2633,..,1056,2693,540,290,292,205,68,20,5168,..,266,1197,1143,1390,1877,1622,965,470,8936,207,308,431,228,174,147,155,56,20,1719,15925,10683,15919,11482,10287,9904,8565,4692,1435,88896,..,287,5048,6207,5768,5749,5141,2468,388,31056,..,1073,3823,2051,1463,988,483,121,13,10017,..,255,1225,2001,2052,1121,528,365,226,7759,14802,..,..,..,..,..,..,..,..,14802,..,3958,..,..,..,..,..,..,..,3958,..,2101,1047,309,225,162,35,0,0,3876,..,436,316,103,158,348,380,246,125,2117,..,503,1131,199,50,40,24,6,3,1963
SOSR611,..,58,1527,2280,2335,2348,2242,1411,313,12512,..,410,1282,748,586,395,203,53,12,3697,..,19,101,171,229,154,51,38,27,788,6573,..,..,..,..,..,..,..,..,6573,..,1557,..,..,..,..,..,..,..,1557,..,1447,752,266,199,80,11,0,0,2755,..,218,213,63,51,75,79,40,9,744,..,171,361,56,27,29,17,5,0,668,..,404,806,187,123,142,105,35,16,1818,..,191,602,537,711,827,699,467,215,4244,93,136,138,94,76,79,33,29,7,681,6666,4603,5771,4399,4341,4130,3438,2082,597,36027,..,123,1952,2385,2509,2392,2060,1051,167,12642,..,601,1361,720,535,353,146,37,3,3768,..,135,591,885,948,458,210,145,76,3442,6342,..,..,..,..,..,..,..,..,6342,..,1623,..,..,..,..,..,..,..,1623,..,912,340,121,112,60,15,0,0,1564,..,179,124,47,67,134,131,93,47,821,..,182,205,42,11,13,8,3,0,462
SOSR612,..,42,681,970,1164,1390,1367,958,212,6786,..,236,706,404,353,247,131,41,3,2128,..,3,53,121,147,79,40,29,15,485,3677,..,..,..,..,..,..,..,..,3677,..,776,..,..,..,..,..,..,..,776,..,847,385,153,138,54,11,0,0,1579,..,117,76,39,45,44,31,17,7,376,..,83,128,28,15,13,6,4,0,279,..,91,244,58,71,95,61,30,12,658,..,112,298,311,448,542,521,304,128,2659,68,82,108,55,63,37,45,26,0,479,3754,2389,2679,2138,2437,2500,2228,1404,366,19893,..,84,852,1168,1237,1437,1383,682,100,6938,..,356,761,367,392,223,106,19,3,2217,..,115,443,602,527,239,109,93,50,2182,3612,..,..,..,..,..,..,..,..,3612,..,811,..,..,..,..,..,..,..,811,..,566,172,56,44,45,8,0,0,895,..,84,33,13,29,98,69,53,17,409,..,67,75,15,14,11,5,3,0,193
SOSR613,..,12,138,262,332,476,515,345,100,2180,..,46,152,91,88,83,33,16,7,520,..,6,7,37,38,26,8,9,3,131,933,..,..,..,..,..,..,..,..,933,..,217,..,..,..,..,..,..,..,217,..,243,98,39,36,14,4,0,0,435,..,29,18,9,7,13,10,3,4,98,..,16,20,5,3,4,3,0,0,55,..,13,42,9,12,17,13,16,0,123,..,21,60,77,96,133,140,100,42,674,21,27,23,13,10,7,22,3,5,124,946,625,559,538,628,779,754,499,158,5497,..,13,209,306,383,513,511,261,43,2233,..,69,171,84,104,75,26,12,0,540,..,11,89,147,139,63,48,21,22,542,866,..,..,..,..,..,..,..,..,866,..,247,..,..,..,..,..,..,..,247,..,175,45,18,19,18,5,0,0,281,..,26,3,4,11,19,30,14,11,106,..,19,14,5,0,4,0,0,0,48
SOSR614,..,9,201,384,352,597,614,321,62,2549,..,84,293,207,137,137,61,20,3,941,..,9,21,44,55,45,12,17,0,201,1424,..,..,..,..,..,..,..,..,1424,..,243,..,..,..,..,..,..,..,243,..,330,154,47,48,25,5,0,0,610,..,48,24,18,14,23,13,10,7,147,..,24,27,15,19,8,4,0,0,92,..,29,24,11,27,42,26,6,0,165,..,22,87,82,154,232,188,113,42,921,18,49,33,23,23,19,29,3,0,198,1442,833,865,834,830,1124,948,494,119,7489,..,26,256,417,455,599,542,253,30,2573,..,116,311,204,149,102,59,18,0,959,..,26,151,196,193,80,40,32,23,747,1322,..,..,..,..,..,..,..,..,1322,..,276,..,..,..,..,..,..,..,276,..,218,88,30,31,10,5,0,0,377,..,32,16,7,15,43,15,20,4,147,..,24,14,3,4,4,4,0,0,45
SOSR615,..,52,1025,1577,1694,2206,2568,1518,330,10965,..,315,1047,600,477,478,243,86,10,3265,..,9,47,123,200,110,70,33,25,615,5303,..,..,..,..,..,..,..,..,5303,..,1044,..,..,..,..,..,..,..,1044,..,1201,499,223,182,63,17,0,0,2187,..,126,94,33,70,72,49,40,12,500,..,91,120,37,31,22,15,0,0,328,..,77,195,64,88,99,91,46,14,669,..,90,316,290,509,750,855,427,189,3429,82,124,104,68,63,74,69,49,9,631,5388,3140,3447,3023,3315,3867,3981,2203,585,28931,..,93,1340,1717,1872,2323,2435,1157,151,11102,..,461,1091,597,509,407,208,56,4,3335,..,98,487,672,641,270,148,142,72,2534,4991,..,..,..,..,..,..,..,..,4991,..,1052,..,..,..,..,..,..,..,1052,..,754,263,96,97,68,14,0,0,1295,..,87,37,23,46,110,105,77,37,518,..,91,48,16,14,11,5,6,3,200
SOSR621,..,8,268,519,669,856,959,523,84,3880,..,65,282,239,195,195,125,34,3,1154,..,3,22,48,61,44,17,8,7,209,1654,..,..,..,..,..,..,..,..,1654,..,330,..,..,..,..,..,..,..,330,..,359,185,72,62,24,3,0,0,706,..,35,33,16,16,21,14,5,0,145,..,31,34,15,5,5,0,0,0,94,..,32,41,21,28,41,35,18,3,209,..,36,116,124,200,304,289,182,62,1321,16,32,45,19,22,48,42,12,4,247,1672,934,1025,1080,1258,1544,1484,799,160,9956,..,18,354,592,741,953,858,355,31,3914,..,95,338,231,202,199,77,24,0,1163,..,25,120,163,156,90,46,32,13,640,1613,..,..,..,..,..,..,..,..,1613,..,342,..,..,..,..,..,..,..,342,..,212,88,27,22,22,0,0,0,363,..,24,14,11,12,23,41,22,5,154,..,26,24,7,4,3,0,0,0,75
SOSR622,..,7,96,183,266,414,452,224,29,1670,..,28,120,85,94,85,55,10,0,468,..,0,9,20,22,17,11,5,8,91,628,..,..,..,..,..,..,..,..,628,..,128,..,..,..,..,..,..,..,128,..,158,78,38,31,10,0,0,0,321,..,12,7,5,9,10,7,7,3,53,..,8,6,3,5,6,8,3,0,47,..,12,13,11,12,20,23,7,3,99,..,3,28,31,89,160,195,86,19,609,6,16,9,22,14,20,27,8,0,122,638,360,363,407,548,741,776,342,59,4225,..,10,122,207,314,465,401,147,20,1690,..,39,117,104,91,73,53,5,0,478,..,9,40,61,64,38,22,13,7,261,596,..,..,..,..,..,..,..,..,596,..,141,..,..,..,..,..,..,..,141,..,96,40,12,19,8,0,0,0,176,..,6,5,5,9,16,19,16,4,72,..,11,3,0,3,0,0,0,0,24
SOSR631,..,39,1224,2912,3969,5194,4726,2003,291,20362,..,282,1232,1169,1261,1153,623,136,15,5872,..,11,67,209,310,235,102,67,21,1021,8564,..,..,..,..,..,..,..,..,8564,..,1922,..,..,..,..,..,..,..,1922,..,2164,1024,368,261,103,17,0,0,3929,..,158,90,54,80,143,126,61,42,760,..,147,145,74,63,60,34,7,5,541,..,100,254,98,128,178,168,69,10,1011,..,106,351,434,786,1438,1365,590,150,5225,142,234,192,135,153,213,162,58,7,1287,8700,5172,4572,5464,7022,8713,7314,2996,540,50492,..,92,1674,3471,4502,5417,4060,1301,118,20629,..,412,1429,1244,1249,1037,412,68,3,5860,..,71,347,565,613,382,182,141,60,2358,8050,..,..,..,..,..,..,..,..,8050,..,1996,..,..,..,..,..,..,..,1996,..,1300,542,183,124,73,13,0,0,2229,..,133,47,28,50,158,155,118,92,788,..,167,132,45,32,34,23,4,0,428
SOSR679,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
