SOSR_CODE_2021,Sme_Usl_ad_5_yr_ago_as_2021_M,Sme_Usl_ad_5_yr_ago_as_2021_F,Sme_Usl_ad_5_yr_ago_as_2021_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
SOSR599,365,234,595,139,96,234,161,141,302,131,129,257,206,200,407,42,44,91,889,802,1698,27,27,53,34,30,60,7,14,21,0,0,0,1499,1391,2889,228,255,488,32,21,50,1901,1766,3664,2225,1267,3492,4491,3264,7755
SOSR603,48889,53047,101941,3906,4390,8293,3159,2849,6004,3174,3047,6220,1374,1477,2849,233,303,539,498,501,1003,17717,19305,37017,164,162,329,196,219,417,0,0,0,26509,27865,54376,5377,5805,11178,790,649,1436,36580,38708,75281,5118,4897,10017,90584,96656,187237
SOSR611,19986,21321,41311,1602,1876,3478,926,895,1824,962,868,1831,676,727,1398,112,121,237,229,251,478,8111,9284,17396,74,73,143,44,53,96,0,4,4,11139,12270,23405,1844,1762,3612,279,260,545,14867,16169,31039,2160,2170,4333,37018,39662,76686
SOSR612,11322,12313,23632,1525,1773,3295,428,398,822,404,357,757,351,390,739,61,53,113,138,169,302,3972,4686,8669,26,32,70,32,28,59,0,0,0,5411,6114,11528,533,562,1101,140,149,287,7614,8596,16208,1260,1356,2619,20194,22265,42457
SOSR613,3496,3754,7245,374,432,806,100,106,209,103,98,200,99,129,228,7,13,23,34,45,75,1032,1319,2349,14,15,23,9,10,14,0,0,0,1390,1727,3112,61,74,135,19,30,49,1843,2260,4105,424,394,819,5765,6404,12172
SOSR614,4431,4632,9064,787,832,1617,115,120,236,125,149,279,137,142,280,32,26,54,33,43,72,1308,1482,2792,10,7,14,15,13,26,0,0,0,1769,1987,3758,74,91,166,48,30,80,2678,2940,5619,560,605,1169,7667,8181,15845
SOSR615,16392,17318,33711,2910,3353,6261,698,789,1488,582,612,1197,682,715,1401,87,91,172,215,217,430,5168,5931,11097,66,56,121,38,41,77,0,3,4,7526,8470,15988,527,529,1055,188,144,330,11153,12491,23644,2022,2081,4106,29567,31894,61460
SOSR621,6128,6086,12213,878,967,1844,270,298,569,228,213,441,248,255,506,29,33,62,79,90,170,1515,1569,3085,26,27,55,16,28,49,4,3,3,2421,2513,4935,180,184,356,36,22,60,3514,3685,7197,786,734,1520,10430,10502,20930
SOSR622,2576,2509,5092,370,364,741,141,141,277,96,95,191,125,141,268,23,25,48,30,41,72,632,643,1276,7,20,30,8,4,13,0,0,0,1071,1105,2174,52,61,116,30,27,55,1523,1559,3084,352,329,683,4454,4403,8856
SOSR631,33296,30516,63809,3205,3098,6301,1335,1240,2566,1067,1028,2093,1080,1125,2205,200,203,399,373,411,777,7139,7356,14495,117,115,236,90,75,167,3,3,3,11396,11551,22943,819,782,1598,205,169,378,15624,15604,31225,3892,3370,7264,52809,49490,102294
SOSR679,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,6,0,5,4,0,4,13,0,19
SOSR699,102,76,176,27,26,49,15,22,36,26,34,55,33,46,77,11,8,16,12,7,16,258,214,474,0,0,0,0,0,0,0,0,0,362,321,685,21,29,51,12,4,15,416,383,801,227,137,359,746,593,1338
SOSR703,22666,22404,45065,1977,1965,3940,2122,1999,4125,1981,2058,4041,2204,2141,4344,851,946,1796,1190,1222,2412,157,162,318,12300,12860,25159,277,291,569,10,10,17,21088,21695,42785,4222,4859,9080,722,583,1307,28011,29107,57112,6536,4952,11490,57204,56458,113664
SOSR712,4886,5084,9966,613,666,1279,288,383,671,423,559,978,320,329,643,258,325,584,163,176,343,33,28,60,2153,2198,4354,57,66,124,4,0,4,3695,4066,7762,910,1058,1964,152,138,287,5368,5924,11293,868,920,1784,11118,11928,23042
SOSR714,979,969,1944,408,421,832,112,121,227,121,118,234,125,126,251,34,43,76,62,68,133,10,7,17,238,263,504,0,4,4,0,0,0,701,754,1455,135,146,276,21,23,44,1266,1344,2606,516,465,978,2759,2774,5530
SOSR715,5435,5429,10865,571,610,1181,110,128,236,139,156,300,223,228,451,65,71,130,95,112,207,17,17,37,410,443,854,5,10,19,0,0,0,1067,1159,2228,142,154,299,43,35,72,1821,1964,3788,858,757,1612,8119,8147,16265
SOSR721,3649,3846,7488,461,498,952,111,136,241,112,136,251,201,204,408,48,35,85,43,56,99,23,15,36,359,380,737,7,0,5,0,0,0,899,964,1863,107,104,206,15,18,35,1480,1583,3068,443,416,860,5576,5843,11415
SOSR722,3766,3896,7656,474,484,957,41,42,81,52,65,123,72,71,146,42,33,70,23,53,76,5,3,10,343,348,688,0,6,10,0,0,0,574,623,1194,49,53,99,32,30,68,1117,1197,2318,433,438,872,5319,5528,10849
SOSR731,9341,8606,17952,788,745,1533,427,389,814,262,268,528,535,531,1067,192,173,365,243,243,486,27,22,53,1791,1709,3502,19,21,39,0,0,0,3488,3350,6842,248,283,531,109,115,222,4641,4490,9132,3185,1911,5096,17165,15005,32174
SOSR779,21,3,29,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,16,0,18,0,0,0,4,0,4,0,0,0,0,0,0,29,3,35,5,0,5,0,0,0,35,5,37,25,0,26,83,11,94
SOSR799,289,235,525,65,51,117,115,113,226,114,111,223,145,141,283,42,41,86,72,59,128,7,13,16,112,103,215,7,5,14,0,0,0,608,587,1198,100,138,239,6,9,11,779,786,1563,666,577,1245,1733,1603,3337
SOSR802,103163,108374,211534,5404,5553,10952,17104,17832,34936,4490,4576,9056,4208,4339,8543,1277,1251,2528,1419,1359,2776,377,395,771,651,612,1268,46062,47115,93175,18,17,35,75601,77492,153096,14512,15303,29814,1551,1162,2712,97067,99508,196573,9428,8543,17970,209658,216420,426079
SOSR822,201,197,402,4,3,7,12,11,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,63,127,0,0,0,69,74,145,0,0,0,0,0,3,82,80,160,13,16,29,294,289,589
SOSR831,112,106,224,3,3,9,42,23,59,13,4,14,19,11,27,5,0,5,8,4,7,0,0,0,0,0,0,50,47,102,0,0,0,129,92,221,21,9,31,0,0,0,154,107,262,48,36,83,313,250,566
SOSR879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR899,46,23,68,6,8,19,35,36,70,13,19,25,11,7,17,0,5,5,7,5,12,0,0,0,0,0,0,72,100,170,0,0,0,143,164,302,28,33,56,4,3,5,182,207,383,99,37,133,320,267,587
SOSR915,349,309,658,57,55,111,13,8,21,7,5,15,11,8,16,0,3,3,75,77,148,0,0,0,10,0,11,9,3,14,0,0,0,122,106,229,13,14,26,0,0,0,194,170,365,144,104,243,687,580,1271
SOSR921,394,443,841,80,111,192,69,82,149,6,21,27,74,87,153,0,0,0,6,0,5,3,4,5,5,0,5,9,11,22,4,0,0,172,207,374,35,34,67,0,6,6,284,350,637,98,99,190,780,892,1664
SOSR922,192,176,364,3,7,11,18,11,27,3,3,5,5,6,16,0,0,4,38,37,77,0,0,0,10,5,17,4,9,14,0,0,0,74,75,152,8,3,10,4,0,4,88,83,172,61,63,125,335,324,660
SOSR931,195,206,402,27,25,53,24,26,49,3,0,9,14,12,28,3,3,9,9,7,13,0,3,3,0,0,0,0,0,0,0,0,0,54,51,109,19,8,25,0,3,3,104,91,189,289,57,347,585,360,938
SOSR979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
