SOSR_CODE_2021,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
SOSR614,0,0,0,0,0,0,0,0,0,13,0,14,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,5,0,15,0,15,0,0,0,0,0,0,0,0,0,9,0,14,0,0,0,0,0,0,0,3,0,53,3,56,0,0,0,0,0,0,0,5,0,32,0,38,0,5,0,0,0,6,0,23,3,303,5,346,0,10,0,6,0,10,7,14,4,126,0,166,5,17,8,7,0,36,0,28,8,85,4,175,14,16,4,41,4,21,5,17,0,115,0,245,13,8,4,20,0,27,0,14,5,27,0,118,29,13,0,19,3,31,0,5,0,21,0,124,83,16,0,67,3,27,6,10,3,20,0,237,61,7,0,51,9,11,5,3,3,9,0,150,39,8,0,31,6,6,3,0,0,4,3,90,31,0,0,12,3,0,0,0,0,5,0,49,21,5,0,9,0,3,0,0
SOSR615,0,0,0,0,0,0,0,4,0,100,5,121,0,3,0,0,0,0,0,7,0,49,0,52,0,0,0,0,0,4,0,10,0,29,0,45,0,0,0,0,0,3,0,14,0,40,0,61,3,10,0,4,0,0,0,14,3,235,6,287,0,11,0,0,0,7,0,45,3,141,0,211,9,15,0,6,0,30,5,97,12,1320,27,1529,3,26,0,14,0,40,5,130,7,576,9,819,21,48,0,29,0,102,5,105,17,440,3,781,47,64,10,132,10,101,12,93,17,423,5,915,61,38,3,120,11,80,10,43,6,74,0,460,109,40,8,136,14,64,11,31,10,96,0,514,374,59,13,262,29,85,11,40,14,69,3,965,248,18,10,163,21,17,8,17,5,22,5,526,131,9,3,77,16,26,3,8,7,18,0,303,98,3,4,26,8,7,4,3,0,10,0,164,108,0,0,52,15,25,0,10
SOSR621,0,0,0,3,0,0,0,0,0,25,0,41,0,0,0,0,0,0,0,3,0,24,0,25,0,0,0,0,0,0,0,4,0,16,0,19,0,0,0,0,0,0,0,0,0,11,0,16,0,0,0,0,0,0,0,14,0,74,4,97,0,8,0,0,0,3,0,27,3,46,0,86,4,10,0,5,0,4,0,40,4,388,16,470,5,17,4,8,0,19,0,40,0,193,8,298,16,23,0,7,0,35,0,49,9,153,0,291,13,28,4,28,3,23,6,41,0,131,0,279,20,16,3,45,8,27,4,14,4,42,0,181,33,17,0,34,5,21,0,9,3,43,0,160,94,21,7,87,14,37,4,7,3,43,0,316,70,12,6,71,13,8,9,10,5,19,0,210,56,6,5,20,5,10,4,5,0,9,0,127,26,3,0,12,4,0,4,0,0,8,0,63,54,6,0,22,8,5,0,3
SOSR622,0,0,0,0,0,0,0,0,0,14,0,15,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,3,0,3,0,7,0,0,0,0,0,0,0,0,0,3,0,9,4,0,0,0,0,0,0,3,0,35,0,39,0,0,0,0,0,0,0,15,0,20,0,40,0,6,0,0,0,4,0,19,4,195,3,233,0,3,0,0,0,9,0,30,3,114,0,153,0,16,0,7,0,25,6,14,5,56,0,129,6,4,0,21,4,20,0,20,0,67,0,146,7,8,0,20,0,5,0,13,3,14,0,72,6,8,0,23,3,7,3,3,0,15,3,81,34,6,0,23,0,17,0,13,0,12,0,113,28,0,4,34,5,17,0,0,0,9,0,89,19,5,0,11,0,4,0,0,0,3,0,40,15,3,0,3,0,0,0,0,0,8,0,26,15,7,0,9,0,5,0,5
SOSR631,10,4,0,8,0,0,0,6,0,173,7,219,3,3,0,3,0,9,0,12,0,110,0,141,0,6,0,6,0,4,0,28,6,55,0,102,0,0,0,3,0,3,0,18,5,77,0,113,15,23,3,11,5,17,0,58,8,372,8,513,4,20,5,10,0,20,6,85,7,211,0,373,21,60,10,23,0,52,4,187,23,1578,29,1999,35,73,14,51,5,95,13,233,27,752,22,1318,54,117,10,99,8,184,15,196,32,597,5,1322,97,153,18,223,15,172,21,177,29,521,13,1441,68,77,7,207,16,155,14,110,26,157,3,833,164,76,20,257,19,142,30,69,18,177,0,969,506,154,25,476,60,188,30,103,20,168,9,1736,399,68,7,326,21,72,23,50,14,79,4,1071,305,46,16,199,31,66,9,21,9,46,3,741,197,27,4,79,18,15,7,8,0,30,0,390,285,58,21,169,30,81,10,34
SOSR679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR703,3,0,0,0,0,0,0,3,0,130,0,144,0,0,0,0,0,0,0,0,0,25,0,30,0,0,0,0,0,0,0,10,0,28,0,36,0,0,0,0,0,0,0,12,0,26,0,37,0,3,0,0,0,0,0,20,0,98,5,134,0,3,0,0,0,8,0,32,0,51,0,102,3,12,0,3,0,25,3,50,4,300,8,409,0,32,3,3,0,45,0,54,11,191,5,345,8,48,5,33,0,91,4,69,16,172,4,455,43,85,3,142,6,122,9,62,4,186,7,672,57,43,3,169,3,115,0,35,6,72,0,508,144,36,4,161,9,122,9,33,12,77,5,607,764,73,14,387,39,236,18,54,23,121,4,1727,742,37,18,278,56,101,11,31,11,53,0,1341,609,29,17,190,44,94,14,21,8,31,0,1056,453,28,16,110,20,21,10,12,5,10,0,685,965,55,20,213,64,125,26,23
SOSR712,0,0,0,0,0,0,0,0,0,25,0,29,0,0,0,0,0,0,0,0,0,9,0,12,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,45,0,50,4,0,0,0,0,0,0,0,0,6,0,19,0,3,0,0,0,0,0,4,0,70,0,85,0,0,0,3,0,13,0,12,0,38,0,61,0,3,0,3,0,18,0,12,0,40,3,79,7,5,0,13,0,34,0,13,0,33,0,112,14,8,0,21,0,15,0,12,3,13,0,86,22,0,0,23,5,23,4,5,0,14,0,91,170,10,3,63,3,44,7,6,0,19,0,325,169,14,0,67,3,20,7,0,0,8,0,298,154,3,3,44,4,23,0,0,0,4,0,244,103,3,3,9,3,10,0,0,0,0,0,130,228,10,5,36,15,22,0,6
SOSR714,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,24,0,0,0,0,0,6,0,0,0,5,6,21,0,0,0,0,0,4,0,0,0,3,0,20,5,0,0,3,0,4,0,4,0,7,0,24,0,0,0,4,0,6,0,0,0,0,0,16,10,4,0,3,0,5,0,0,0,4,0,24,30,0,0,22,0,10,0,0,0,0,0,70,35,4,0,19,5,0,0,0,3,0,0,62,33,0,0,13,3,0,0,0,0,0,0,52,27,0,0,0,0,0,0,0,0,0,0,29,39,0,0,0,3,0,0,0
SOSR715,0,0,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0,0,0,8,0,38,0,48,0,0,0,0,0,0,0,0,0,19,0,19,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,0,0,3,0,7,3,94,0,114,0,0,0,0,0,0,0,0,0,21,0,22,0,0,0,0,0,6,0,3,4,60,0,74,0,0,0,0,0,3,0,0,3,35,0,51,3,4,0,3,0,4,0,4,0,5,0,26,5,0,0,6,0,12,0,5,0,9,0,28,7,0,0,3,0,5,0,0,0,0,0,19,5,0,0,6,0,4,0,0,0,0,0,16,31,0,0,14,0,16,0,0,0,3,3,69,53,0,0,10,6,0,0,0,0,0,0,74,53,0,0,12,0,3,0,0,0,0,0,76,26,0,0,0,6,3,0,0,0,0,0,35,54,0,3,12,8,7,0,0
SOSR721,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,21,0,26,0,0,0,0,0,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,0,0,0,6,0,94,3,103,0,0,0,0,0,0,0,4,6,19,0,28,0,0,0,0,0,6,0,8,5,48,6,71,0,0,0,4,0,4,0,7,3,29,0,45,3,0,0,3,0,5,0,0,0,9,0,25,7,5,0,4,0,9,0,5,0,11,0,49,6,0,0,0,0,3,0,0,0,3,0,22,17,6,0,5,0,4,0,0,0,3,0,34,49,3,0,19,0,14,0,0,0,0,0,84,39,0,0,13,0,0,0,0,0,4,0,51,30,0,0,7,4,9,0,0,0,0,0,56,30,0,0,4,0,0,0,0,0,0,0,40,45,0,0,3,9,9,0,0
SOSR722,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,7,0,28,0,32,0,0,0,0,0,0,0,0,0,14,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,4,0,127,0,140,0,0,0,0,0,5,0,4,3,3,0,21,0,4,0,0,0,8,0,11,0,62,0,82,0,6,0,0,0,4,0,12,0,15,0,38,4,4,0,0,0,5,0,4,0,8,0,37,0,5,0,4,0,5,0,5,0,9,0,35,0,0,0,0,0,5,0,3,0,4,0,14,3,3,0,3,0,3,0,0,0,0,0,15,22,6,0,13,3,5,0,0,0,4,0,50,34,0,3,3,0,0,0,0,0,0,0,45,13,0,0,8,4,3,0,0,0,0,0,29,12,0,0,0,0,0,0,0,0,0,0,20,19,4,0,0,0,6,0,0
SOSR731,5,3,0,0,0,0,0,0,0,44,0,56,4,0,0,0,0,0,0,0,0,32,0,42,0,0,0,0,0,0,0,4,0,17,0,25,0,0,0,0,0,0,0,0,0,8,0,14,3,4,0,0,0,6,0,7,3,98,0,122,0,0,0,0,0,5,0,9,0,37,0,54,3,7,4,0,0,24,0,26,0,166,7,228,3,12,0,4,0,15,0,14,9,97,0,153,16,7,0,9,0,23,0,17,5,73,0,147,25,23,4,13,0,38,4,18,0,64,3,190,12,12,0,27,0,29,4,9,0,26,0,119,33,6,0,30,7,21,3,3,9,22,3,132,117,19,0,71,15,52,0,6,9,33,0,323,147,5,6,48,20,23,7,7,8,9,0,273,124,3,4,52,7,26,10,5,6,10,4,246,104,6,6,35,12,6,7,4,0,0,0,173,196,8,9,41,20,30,3,7
SOSR779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR802,5,0,0,5,0,4,0,11,0,523,11,560,0,5,0,3,0,0,0,16,0,131,0,157,0,4,0,0,0,6,0,25,3,81,5,121,0,0,0,0,0,3,0,23,0,61,0,87,0,18,0,0,0,7,0,43,4,326,4,398,3,19,0,0,0,13,0,100,9,226,0,380,8,51,0,5,0,53,0,144,8,1424,21,1719,5,105,0,24,9,152,5,202,13,996,12,1523,16,198,7,124,7,247,9,254,30,1349,12,2251,97,282,16,406,19,343,23,303,44,1878,15,3431,145,166,4,446,28,359,18,226,39,1159,7,2604,363,168,16,510,32,313,24,214,23,1079,9,2755,1836,267,36,1225,127,833,61,456,79,1692,19,6626,2324,173,32,976,115,441,50,291,53,1042,10,5498,2242,144,42,749,96,445,38,213,45,608,8,4628,2034,104,25,471,102,198,32,102,24,273,0,3367,5127,274,87,1196,303,921,83,314
SOSR822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,3,0,14,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,5,0,0,0
SOSR831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,4,0,0,0,4,4,0,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
SOSR879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,4,0,0,0,0,0,5,3,0,0,6,0,4,0,0,0,0,0,9,7,0,0,3,0,0,0,0,0,0,0,15,7,0,0,6,0,0,0,0,0,0,0,11,6,0,0,0,0,6,0,0,0,0,0,5,13,0,0,5,0,5,0,0
SOSR921,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,10,0,18,0,4,0,0,0,0,0,7,0,5,0,20,0,0,0,5,0,3,0,3,0,0,0,13,0,9,0,6,0,5,0,0,0,3,0,24,3,0,0,4,0,4,0,0,0,0,0,15,8,0,0,12,0,4,0,5,0,0,0,24,8,0,6,7,0,4,0,6,0,0,0,23,11,0,0,6,0,6,0,0,0,0,0,18,0,0,0,3,0,0,0,0,0,0,0,9,4,0,0,7,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
SOSR922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,8,0,15,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,6,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,4,0,0,3,0,0,0,0
SOSR931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
